,word,type,v1
19097,Pteropidae,NNP,Not nouns
19098,Pteropoda,NNP,[해양학]  익족류(翼足類)  
19099,Pteropodidae,NNP,Not nouns
19100,Pteropsida,NNP,[생명과학]  양치[식물]강(羊齒[植物]綱)  
19101,Pteropus,NNP,Not nouns
19102,Pterosauri,NNP,Not nouns
19103,Pterosauria,NNP,Not nouns
19104,Pterospora,NNP,"  노루발과(科)의 가늘고 긴 잎이 없는 초본 Pterospora andromedea: 소나무 아래 따위에 나며, 흰 꽃이 밑을 보고 핀다; ...      2.    "
19105,Pterostemon,NNP,Not nouns
19106,Pterostemonaceae,NNP,Not nouns
19107,Pterygogenea,NNP,[농생물학]  유시류(有翅類)  
19108,Pterygota,NNP,[농생물학]  유시아강(有翅亞鋼)  
19109,Pterygotus,NNP,Not nouns
19110,Ptilichthyidae,NNP,Not nouns
19111,Ptiliidae,NNP,Not nouns
19112,Ptilimnium,NNP,Not nouns
19113,Ptilocercus,NNP,Not nouns
19114,Ptilonorhynchidae,NNP,Not nouns
19115,Ptilonorhynchinae,NNP,Not nouns
19116,Ptilota,NNP,Not nouns
19117,Ptinidae,NNP,[농생물학]  표본벌레과  
19118,Ptinus,NNP,Not nouns
19119,Ptolemaean,NNP,Not nouns
19120,Ptolemaian,NNP,Not nouns
19121,Ptolemaic,NNP,Not nouns
19122,Ptolemaical,NNP,Not nouns
19123,Ptolemaism,NNP,Not nouns
19124,Ptolemaist,NNP,  천동설 신봉자  
19125,Ptolemean,NNP,Not nouns
19126,Ptolemy,NNP,  프톨레마이오스 ((기원 전 4-3세기에 이집트를 지배한 프톨레마이오스 왕조의 역대 왕))      2.    
19127,Ptychoparia,NNP,Not nouns
19128,Ptychosperma,NNP,Not nouns
19129,Publican,NNP,[英  격식]  퍼브(pub) 주인[지배인]      2.    
19130,Puccinia,NNP,[농업]  푹시니아  
19131,Pucciniaceae,NNP,[농업]  수균류(銹菌類)  
19132,Puchanahua,NNP,Not nouns
19133,Pudu,NNP,  푸두: 남미 안데스 산맥산(産)의 Pudu 속(屬) 소형의 붉은 사슴.  
19134,Pueblo,NNP,  푸에블로족(아메리카 원주민의 하나)  
19135,Puebloan,NNP,Not nouns
19136,Puelche,NNP,Not nouns
19137,Puelchean,NNP,Not nouns
19138,Pueraria,NNP,[생약학]  갈근(葛根)  
19139,Puffinus,NNP,Not nouns
19140,Puinavi,NNP,Not nouns
19141,Puinavian,NNP,Not nouns
19142,Puinavis,NNP,Not nouns
19143,Pujunan,NNP,Not nouns
19144,Pukhtun,NNP,Not nouns
19145,Pulaya,NNP,[지리]  프라이아  
19146,Pulayan,NNP,Not nouns
19147,Pulex,NNP,Not nouns
19148,Pulicidae,NNP,[농생물학]  버들과  
19149,Pullman,NNP,  (기차에서 대단히 안락한 설비가 갖춰진) 특별 객차  
19150,Pullmanize,NNP,Not nouns
19151,Pulmonaria,NNP,"  유럽산(産) 지치속(屬)의 키가 낮은 다년초 Pulmonaria saccharata: 흰 반점이 있는 녹색 잎과, 백색 또는 적자색 꽃송이가 달린다.  "
19152,Pulmonata,NNP,[농업]  유폐류(有肺類)  
19153,Pulmonifera,NNP,Not nouns
19154,Pulmotor,NNP,  인공 호흡기 ((상표명))  
19155,Pulmotrachearia,NNP,Not nouns
19156,Pulsatilla,NNP,[생약학]  백두옹(白頭翁)  
19157,Pulvinaria,NNP,Not nouns
19158,Pume,NNP,Not nouns
19159,Punan,NNP,  푸난족[의 사람]: 보르네오 섬의 오지에 사는 채집·수렵을 하며 사는 종족.  
19160,Punic,NNP,Not nouns
19161,Punica,NNP,Not nouns
19162,Punicaceae,NNP,Not nouns
19163,Punjabi,NNP,  펀자브인(인도 북서부에서 파키스탄 북부에 걸친 펀자브 지역 출신자)      2.    
19164,Puno,NNP,Not nouns
19165,Puntlatsh,NNP,Not nouns
19166,Pupidae,NNP,Not nouns
19167,Pupillidae,NNP,Not nouns
19168,Pupipara,NNP,Not nouns
19169,Pupivora,NNP,Not nouns
19170,Puppis,NNP,"[천문]  선미좌(船尾座)(the Stern): 아르고좌(Argo)를 분할한 4개의 성좌 중 하나, 겨울 하늘에 나타나는 남천(南天)의 성좌.  "
19171,Pupuluca,NNP,Not nouns
19172,Puquina,NNP,Not nouns
19173,Puquinan,NNP,Not nouns
19174,Purasati,NNP,Not nouns
19175,Purbeck,NNP,  퍼벡석(石)(영국 Dorset주(州) Purbeck 반도산(産)의 석회석). (또는 ~ stóne)      2.    
19176,Purbeckian,NNP,Not nouns
19177,Puritan,NNP,"[종교]  청교도, 퓨리턴      2.    "
19178,Puritaness,NNP,Not nouns
19179,Puritanism,NNP,"  퓨리턴의 교리; 청교도주의, 청교도 기질; (때로 p-) 엄격주의.  "
19180,Puritanize,NNP,Not nouns
19181,Puritanizer,NNP,  清教徒 。  
19182,Puritanly,NNP,Not nouns
19183,Purkinje,NNP,[모발학용어]  푸르키네 현상  
19184,Purkinjean,NNP,Not nouns
19185,Purshia,NNP,Not nouns
19186,Puru,NNP,Not nouns
19187,Puruha,NNP,Not nouns
19188,Purupuru,NNP,Not nouns
19189,Puschkinia,NNP,Not nouns
19190,Puseyism,NNP,"  [U] 퓨지주의, 옥스퍼드 운동(Tractarianism) ((Oxford 대학 교수 E.B. Pusey(1800-82) 박사가 주창한 종교 운동; cf. OXFORD MOVEMENT))  "
19191,Puseyistical,NNP,Not nouns
19192,Puseyite,NNP,  퓨지주의자  
19193,Pushtu,NNP,  아프가니스탄어(이란어계(語系)의 언어). (또는 Pushto)  
19194,Putorius,NNP,Not nouns
19195,Puya,NNP,Not nouns
19196,Puyallup,NNP,"  퓌앨럽: 미국 Washington 주 서부, Tacoma 동남방의 도시.  "
19197,Pycnanthemum,NNP,Not nouns
19198,Pycnocoma,NNP,Not nouns
19199,Pycnodonti,NNP,Not nouns
19200,Pycnodontidae,NNP,Not nouns
19201,Pycnodus,NNP,Not nouns
19202,Pycnogonida,NNP,[생명과학]  바다거미강(~綱)  
19203,Pycnonotidae,NNP,Not nouns
19204,Pycnonotinae,NNP,Not nouns
19205,Pycnonotus,NNP,Not nouns
19206,Pygididae,NNP,Not nouns
19207,Pygidium,NNP,[동물]  항문 상판(肛門上板): 곤충 따위의 몸의 말단 부분·구조물의 총칭.  
19208,Pygmalion,NNP,[그리스신화]  피그말리온 ((자기가 만든 상아상 Galatea를 연모한 Cyprus 섬의 왕·조각가))  
19209,Pygmy,NNP,  피그미 족[소인족]의 사람      2.    
19210,Pygobranchia,NNP,Not nouns
19211,Pygobranchiata,NNP,Not nouns
19212,Pygopodes,NNP,Not nouns
19213,Pygopodidae,NNP,Not nouns
19214,Pygopus,NNP,Not nouns
19215,Pylades,NNP,"[그리스 신화]  퓔라데스: Strophius의 아들로, 방황하는 Orestes를 도와, 항상 그의 곁에 있었다; 뒤에 Orestes의 누이 Electra와 결혼.  "
19216,Pyracantha,NNP,[식물]  피라칸사속(屬)(P~)의 각종 상록 관목.  
19217,Pyraceae,NNP,Not nouns
19218,Pyrales,NNP,Not nouns
19219,Pyralidae,NNP,Not nouns
19220,Pyralididae,NNP,Not nouns
19221,Pyralidoidea,NNP,Not nouns
19222,Pyrameis,NNP,Not nouns
19223,Pyramidalism,NNP,[고적]  金字塔 。  
19224,Pyramidalist,NNP,Not nouns
19225,Pyramidella,NNP,Not nouns
19226,Pyramidellidae,NNP,Not nouns
19227,Pyramidist,NNP,  피라미드 연구가.  
19228,Pyrausta,NNP,Not nouns
19229,Pyraustinae,NNP,Not nouns
19230,Pyrenean,NNP,  피레네 산지의 주민  
19231,Pyrenochaeta,NNP,"[병리]  뿌리가 시들고 핑크색이 되는 양파나 그밖의 작물의 병, 불완전균의 일종 Pyrenochaeta terrestris 에 의해 생긴다.  "
19232,Pyrenomycetales,NNP,Not nouns
19233,Pyrenomycetes,NNP,[농업]  핵균강(核菌腔)  
19234,Pyrenomycetineae,NNP,Not nouns
19235,Pyrenopeziza,NNP,Not nouns
19236,Pyrethrum,NNP,  제충국(除蟲菊: 특히 케냐에서 재배되는 화초의 일종)      2.    
19237,Pyrex,NNP,  파이렉스(흔히 요리 기구 제조에 쓰이는 강화 유리)  
19238,Pyrocystis,NNP,Not nouns
19239,Pyrodine,NNP,Not nouns
19240,Pyrola,NNP,[식물]  노루발풀속(屬) (P~) 의 각종 다년초.  
19241,Pyrolaceae,NNP,Not nouns
19242,Pyromorphidae,NNP,Not nouns
19243,Pyronema,NNP,Not nouns
19244,Pyrosoma,NNP,Not nouns
19245,Pyrosomatidae,NNP,Not nouns
19246,Pyrosomidae,NNP,Not nouns
19247,Pyrotheria,NNP,[농업]  화수류(火獸類)  
19248,Pyrotherium,NNP,Not nouns
19249,Pyrrhic,NNP,Not nouns
19250,Pyrrhocoridae,NNP,[농생물학]  별박이 노린재과  
19251,Pyrrhonean,NNP,Not nouns
19252,Pyrrhonian,NNP,"  Pyrrho 학도, (절대) 회의론자  "
19253,Pyrrhonic,NNP,Not nouns
19254,Pyrrhonism,NNP,"  [U] Pyrrho의 회의설, 절대 회의설  "
19255,Pyrrhonist,NNP,  극단적인 회의론자.  
19256,Pyrrhonistic,NNP,Not nouns
19257,Pyrrhonize,NNP,Not nouns
19258,Pyrrhuloxia,NNP,"  붉은가슴홍관조(紅冠鳥) Pyrrhuloxia sinuate: 적색과 회색의 새; 몸의 모양은 성성(猩猩)홍관조 비슷하고, 부리는 앵무새를 닮았다.  "
19259,Pyrrhus,NNP,  피로스(318?-272 B.C.) ((고대 그리스 Epirus의 왕))  
19260,Pyrula,NNP,Not nouns
19261,Pyrularia,NNP,Not nouns
19262,Pyrus,NNP,[원예학]  좀돌배  
19263,Pythagorean,NNP,  피타고라스의 학설 신봉자  
19264,Pythagoreanism,NNP,  피타고라스의 학설[주의] ((우주는 수학적 비율의 다양한 조합으로 형성되었다는 것을 중심으로 하는))  
19265,Pythagoreanize,NNP,Not nouns
19266,Pythagoreanly,NNP,Not nouns
19267,Pythagoric,NNP,Not nouns
19268,Pythagorical,NNP,Not nouns
19269,Pythagorically,NNP,Not nouns
19270,Pythagorism,NNP,  피타고라스의 학설((영혼의 전생(轉生)을 믿고 수(數)를 만물의 근본 원리로 삼음)).  
19271,Pythagorist,NNP,Not nouns
19272,Pythagorize,NNP,Not nouns
19273,Pythagorizer,NNP,Not nouns
19274,Pythia,NNP,[그리스 신화]  피티아(아폴(Apollo)의 신탁(神託)을 받은 델피(Delphi)의 무녀).  
19275,Pythiaceae,NNP,Not nouns
19276,Pythiacystis,NNP,Not nouns
19277,Pythiad,NNP,  퓌티아 경기(Pythian Games)와 다음 퓌티아 경기와의 사이의 4년간.  
19278,Pythiambic,NNP,Not nouns
19279,Pythian,NNP,  Delphi의 주민      4.    
19280,Pythic,NNP,Not nouns
19281,Pythios,NNP,Not nouns
19282,Pythium,NNP,[농업]  피시움 속  
19283,Pythius,NNP,[그리스 신화]  퓌티오스: Python을 퇴치한 데서 불리워지게 된 Apollo의 호칭.  
19284,Pythonidae,NNP,Not nouns
19285,Pythoninae,NNP,Not nouns
19286,Pythonissa,NNP,Not nouns
19287,Pythonomorpha,NNP,Not nouns
19288,Pyxidanthera,NNP,Not nouns
19289,Pyxis,NNP,"  (고대 그리스·로마에서 사용된) 작은 상자, 보석 상자      2.    "
19290,Q,NNP,"  큐(영어 알파벳의 열일곱째 글자) (→Q-tip)      2.    [약어]  질문, 문제(question)  "
19291,Qoheleth,NNP,Not nouns
19292,Quader,NNP,Not nouns
19293,Quadi,NNP,Not nouns
19294,Quadragesima,NNP,  사순절(Lent)의 첫째 일요일      2.    
19295,Quadrantid,NNP,"[천문학]  용 별자리 유성군(流星群), (옛 칭호) 사분의(四分儀) 별자리 유성군.  "
19296,Quadrula,NNP,Not nouns
19297,Quadrumana,NNP,[동물]  pl. 사수류(四手類) ((인간 이외의 영장류))  
19298,Quaequae,NNP,Not nouns
19299,Quaitso,NNP,Not nouns
19300,Quaker,NNP,  퀘이커 교도  
19301,Quakerdom,NNP,"  퀘이커 교도 단체, 프렌드회, = QUAKERISM  "
19302,Quakeress,NNP,  여자 퀘이커 교도  
19303,Quakeric,NNP,Not nouns
19304,Quakerish,NNP,Not nouns
19305,Quakerishly,NNP,Not nouns
19306,Quakerishness,NNP,Not nouns
19307,Quakerism,NNP,"  퀘이커파의 교리[신조, 관습]  "
19308,Quakerization,NNP,Not nouns
19309,Quakerize,NNP,Not nouns
19310,Quakerlet,NNP,Not nouns
19311,Quakerlike,NNP,Not nouns
19312,Quakerly,NNP,Not nouns
19313,Quakership,NNP,Not nouns
19314,Quakery,NNP,Not nouns
19315,Quamasia,NNP,Not nouns
19316,Quamoclit,NNP,Not nouns
19317,Quapaw,NNP,Not nouns
19318,Quartodeciman,NNP,Not nouns
19319,Quashee,NNP,Not nouns
19320,Quasimodo,NNP,"  Salvatore ~ (1901-68) ((이탈리아의 시인, 노벨 문학상(1959)))      2.    "
19321,Quassia,NNP,"  [식물] 소태나무 무리의 식물 ((남미산(産))), [U] [화학] 그것에서 채취하는 쓴 액체 ((강장제·구충제))  "
19322,Quatsino,NNP,Not nouns
19323,Quechua,NNP,"  [U] 케추아 말 ((원래 잉카 문명권의 공용어)), [the ~(s)] 케추아 족  "
19324,Quechuan,NNP,Not nouns
19325,Quelea,NNP,Not nouns
19326,quell,NNP,Not nouns
19327,queller,NNP,  진압하는[억누르는] 사람.  
19328,quenelle,NNP,  고기 완자  
19329,Querciflorae,NNP,Not nouns
19330,Quercus,NNP,[농업]  참나무속(屬)  
19331,Querecho,NNP,Not nouns
19332,Querendi,NNP,Not nouns
19333,Querendy,NNP,Not nouns
19334,Quernales,NNP,Not nouns
19335,Quiangan,NNP,Not nouns
19336,Quiche,NNP,Not nouns
19337,Quidae,NNP,Not nouns
19338,Quiddist,NNP,Not nouns
19339,Quiina,NNP,Not nouns
19340,Quiinaceae,NNP,Not nouns
19341,Quileute,NNP,Not nouns
19342,Quillagua,NNP,Not nouns
19343,Quillaja,NNP,[생약학]  퀼라야 피  
19344,Quimbaya,NNP,Not nouns
19345,Quimper,NNP,"  캉페르: 프랑스 서북부, Finistere 도(道)의 주도(主都); 도자기 제품으로 유명.  "
19346,Quinaielt,NNP,Not nouns
19347,Quinault,NNP,Not nouns
19348,Quinnipiac,NNP,Not nouns
19349,Quinquagesima,NNP,[영국국교]  사순절(Lent) 바로 앞 일요일      2.    
19350,Quinquatria,NNP,Not nouns
19351,Quinquatrus,NNP,Not nouns
19352,quintetto,NNP,Not nouns
19353,Quintilis,NNP,Not nouns
19354,Quintillian,NNP,Not nouns
19355,Quintin,NNP,  남자 이름. (→QUENTIN)  
19356,Quintius,NNP,Not nouns
19357,Quirinal,NNP,"  퀴리날리스 언덕 ((로마의 일곱 언덕 중 하나)), 그 언덕에 있는 궁전 ((1870-1946년의 이탈리아 궁전, 현 이탈리아 ...      2.    "
19358,Quirinalia,NNP,Not nouns
19359,Quirite,NNP,Not nouns
19360,Quirites,NNP,  (공민으로서의) 고대 로마 시민.  
19361,Quisqualis,NNP,Not nouns
19362,Quitemoca,NNP,Not nouns
19363,Quiteno,NNP,Not nouns
19364,Quitu,NNP,Not nouns
19365,Quixote,NNP,Not nouns
19366,Qung,NNP,Not nouns
19367,Quoratean,NNP,Not nouns
19368,Qurti,NNP,Not nouns
19369,R,NNP,"  아르(영어 알파벳의 열여덟째 글자)      2.    [약어][英]  여왕, 왕(라틴어 Regina, Rex에서)      3.    [약어][英]  (특히 지도에서) 강(River)  "
19370,Raanan,NNP,Not nouns
19371,Rab,NNP,  회반죽(모르타르)을 휘저어 뒤섞는 나무 막대기(wooden beater).  
19372,Rabbinic,NNP,"  랍비어(중세의 율법학자가 문서에 쓴 헤브라이어), 후기 헤브라이어.  "
19373,Rabbinica,NNP,Not nouns
19374,Rabelaisianism,NNP,Not nouns
19375,Rabelaism,NNP,Not nouns
19376,Rabi,NNP,  라비 ((이슬람력(歷)의 제3월 혹은 제4월))  
19377,Rabin,NNP,"  라빈 Yitzhak ~ (1922-95) ((이스라엘의 군인·정치가·수상, 노벨 평화상 수상(1994)))  "
19378,Rachel,NNP,  여자 이름      2.    
19379,Rachianectes,NNP,Not nouns
19380,Rachiglossa,NNP,Not nouns
19381,Rachycentridae,NNP,Not nouns
19382,Rachycentron,NNP,Not nouns
19383,Radek,NNP,"  Karl, 라데크(1885-?): 구소련의 저술가·정치가.  "
19384,Radiata,NNP,[생물]  방사 대칭(放射對稱) 동물류: 강장 동물(coelenterate)·빗해파리(ctenophore)·극피 동물(echinoderm) 따위.  
19385,Radicula,NNP,Not nouns
19386,Radiolaria,NNP,[지질학]  방산충(放散虫)  
19387,Radiolites,NNP,Not nouns
19388,Radiolitidae,NNP,Not nouns
19389,Radiotron,NNP,Not nouns
19390,Rafael,NNP,  남자 이름.  
19391,Rafe,NNP,Not nouns
19392,Raffaelesque,NNP,Not nouns
19393,Rafflesia,NNP,"  라플레시아: Rafflesia 속(屬)의 줄기·잎이 없는 기생 식물의 총칭; 꽃은 직경 약 8cm에서 1m에 이르며, 꽃잎이 없고 썩은 냄새를 풍긴다; 말레이 반도·인도네시아산(産).  "
19394,Rafflesiaceae,NNP,Not nouns
19395,Rafik,NNP,Not nouns
19396,Raghu,NNP,Not nouns
19397,Ragnar,NNP,Not nouns
19398,Rahanwin,NNP,Not nouns
19399,Rahul,NNP,Not nouns
19400,Raia,NNP,  RAYA.  
19401,Raiae,NNP,Not nouns
19402,Raif,NNP,Not nouns
19403,Raiidae,NNP,Not nouns
19404,Raimannia,NNP,Not nouns
19405,Rainer,NNP,  남자 이름.  
19406,Rais,NNP,Not nouns
19407,Raj,NNP,  (1947년 이전의) 영국의 인도 통치  
19408,Raja,NNP,  (과거) 인도의 국왕[왕자]  
19409,Rajah,NNP,Not nouns
19410,Rajarshi,NNP,Not nouns
19411,Rajasthani,NNP,"  Rajasthan 지방의 언어      2.    [형용사]  Rajasthan 사람[문화, 말, 지방]의  "
19412,Rajeev,NNP,Not nouns
19413,Rajendra,NNP,"Rajendra, 프라사드(1884-1963): 인도 공화국 초대 대통령(1950-62).  "
19414,Rajesh,NNP,Not nouns
19415,Rajidae,NNP,Not nouns
19416,Rajiv,NNP,Not nouns
19417,Rajput,NNP,"  라지푸트 족 ((옛날에 북인도를 지배한 종족, Kshatriya(무사 계급)의 자손이라 칭함))  "
19418,Rakhal,NNP,Not nouns
19419,Ralf,NNP,Not nouns
19420,Rallidae,NNP,Not nouns
19421,Rallinae,NNP,Not nouns
19422,Rallus,NNP,Not nouns
19423,Ralph,NNP,  남자 이름  
19424,Ram,NNP,  숫양 (→ewe)      4.    
19425,Rama,NNP,[힌두교]  라마 ((Vishnu 신(특히 7번째)의 화신))  
19426,Ramadoss,NNP,Not nouns
19427,Ramaism,NNP,[인도신화]  (Vishnu신(神)의 화신으로서의) 라마 숭배.  
19428,Ramaite,NNP,Not nouns
19429,Raman,NNP,"  Sir Chandrasekhara Venkata, 라만(1888-1970): 인도의 물리학자; Nobel 물리학상 수상(1930).  "
19430,Ramanan,NNP,Not nouns
19431,Rambo,NNP,[비격식]  람보(아주 강하고 공격적인 남자)  
19432,Rambouillet,NNP,"  (양의) 람브이에종(種) ((Merino종(種)에서 개량된 양으로, 양질의 고기와 털을 얻을 수 있음))  "
19433,Ramean,NNP,Not nouns
19434,Rameses,NNP,  (=RAMSES)  
19435,Rameseum,NNP,Not nouns
19436,Ramesh,NNP,Not nouns
19437,Ramessid,NNP,Not nouns
19438,Ramesside,NNP,Not nouns
19439,Ramillie,NNP,  라밀리((18세기에 유행한 뒤로 늘어뜨린 머리의 위아래 두 군데를 리본으로 묶은 가발)).  
19440,Ramillied,NNP,Not nouns
19441,Ramiro,NNP,Not nouns
19442,Ramism,NNP,"[철학]  라무스 철학((프랑스의 철학자 Petrus Ramus(d. 1572)의 (논리) 학설 , Aristotle 논리학·스콜라 철학에 반대함)).  "
19443,Ramist,NNP,Not nouns
19444,Ramistical,NNP,Not nouns
19445,Ramneek,NNP,Not nouns
19446,Ramnenses,NNP,Not nouns
19447,Ramnes,NNP,Not nouns
19448,Ramon,NNP,  남자 이름 ((Raymond의 별칭))  
19449,Ramona,NNP,  여자 이름  
19450,Ramoosii,NNP,Not nouns
19451,Ramphastidae,NNP,Not nouns
19452,Ramphastides,NNP,Not nouns
19453,Ramphastos,NNP,Not nouns
19454,Ramsey,NNP,  남자 이름  
19455,Ramusi,NNP,Not nouns
19456,Ran,NNP,"  [북유럽신화] 란 ((바다의 여신, 항해자를 익사시킴))  "
19457,Rana,NNP,[動]  개구리속(屬)  
19458,Ranales,NNP,[농업]  미나리아재비목(目)  
19459,Ranatra,NNP,Not nouns
19460,Rand,NNP,  WITWATERSRAND  
19461,Randal,NNP,  남자 이름  
19462,Randall,NNP,  남자 이름  
19463,Randallite,NNP,Not nouns
19464,Randell,NNP,Not nouns
19465,Randia,NNP,Not nouns
19466,Randite,NNP,[원자력공학]  랜다이트  
19467,Randolph,NNP,  남자 이름  
19468,Randy,NNP,  남자 이름 ((Randolph의 애칭))  
19469,Ranella,NNP,Not nouns
19470,Ranere,NNP,Not nouns
19471,Rangifer,NNP,Not nouns
19472,Ranidae,NNP,Not nouns
19473,Ranina,NNP,Not nouns
19474,Raninae,NNP,Not nouns
19475,Ranjit,NNP,Not nouns
19476,Ranquel,NNP,Not nouns
19477,Ranterism,NNP,Not nouns
19478,Ranunculaceae,NNP,Not nouns
19479,Ranunculales,NNP,Not nouns
19480,Ranunculus,NNP,[식물]  미나리아재비속(屬)  
19481,Ranzania,NNP,Not nouns
19482,Raoulia,NNP,Not nouns
19483,Rapaces,NNP,Not nouns
19484,Rapallo,NNP,  라팔로 ((이탈리아 북서부의 항구 도시))  
19485,Rapanea,NNP,Not nouns
19486,Rapateaceae,NNP,Not nouns
19487,Raphael,NNP,  남자 이름      2.    
19488,Raphaelesque,NNP,Not nouns
19489,Raphaelic,NNP,[종교]  拉斐尔 (大天使之一)。      2.    
19490,Raphaelism,NNP,[종교]  拉斐尔 (大天使之一)。      2.    
19491,Raphaelite,NNP,Not nouns
19492,Raphaelitism,NNP,  라파엘 전파 운동  
19493,Raphanus,NNP,Not nouns
19494,Raphia,NNP,  (=RAFFIA)  
19495,Raphidiidae,NNP,Not nouns
19496,Raphidodea,NNP,Not nouns
19497,Raphidoidea,NNP,Not nouns
19498,Raphiolepis,NNP,Not nouns
19499,Rappist,NNP,Not nouns
19500,Rappite,NNP,Not nouns
19501,Raptores,NNP,Not nouns
19502,Rareyfy,NNP,Not nouns
19503,Rarotongan,NNP,Not nouns
19504,Rasalas,NNP,Not nouns
19505,Rasalhague,NNP,Not nouns
19506,Rasenna,NNP,Not nouns
19507,Rashti,NNP,Not nouns
19508,Raskolnik,NNP,"  라스콜니크: 러시아 정(正)교회 분리파 교도, 러시아 정교회로부터의 이탈파 교도: 17세기에 Nikon의 전례(典禮) 개혁에 반대하여 분파한 교도.  "
19509,Rasores,NNP,Not nouns
19510,Rasselas,NNP,"  라셀라스((Dr. Johnson의 교훈적 소설(1759)의 주인공 , Abyssinia의 왕자)).  "
19511,Rastaban,NNP,Not nouns
19512,Rastus,NNP,  남자 이름.  
19513,Rathnakumar,NNP,Not nouns
19514,Ratitae,NNP,Not nouns
19515,Rattus,NNP,Not nouns
19516,Raul,NNP,"Raul, 레오니(1905-72): 베네수엘라의 정치가; 대통령(1964-69).  "
19517,Rauraci,NNP,Not nouns
19518,Raurici,NNP,Not nouns
19519,Rauwolfia,NNP,Not nouns
19520,Ravenala,NNP,Not nouns
19521,Ravenelia,NNP,Not nouns
19522,Ravensara,NNP,Not nouns
19523,Ravi,NNP,Not nouns
19524,Ravindran,NNP,Not nouns
19525,Ravindranath,NNP,Not nouns
19526,Ray,NNP,  남자 이름 ((Raymond의 애칭))  
19527,Rayan,NNP,Not nouns
19528,Raymond,NNP,  남자 이름 ((애칭 Ray))  
19529,Razoumofskya,NNP,Not nouns
19530,Real,NNP,Not nouns
19531,Rebecca,NNP,  여자 이름 ((애칭 Becky))      2.    
19532,Rebeccaism,NNP,Not nouns
19533,Rebeccaites,NNP,Not nouns
19534,Rebekah,NNP,  여자 이름      2.    
19535,Reboulia,NNP,Not nouns
19536,Receptaculites,NNP,Not nouns
19537,Receptaculitidae,NNP,Not nouns
19538,Rechabite,NNP,"  [성서] 레갑 (사람) ((천막 생활과 금주를 한)), 금주가  "
19539,Rechabitism,NNP,Not nouns
19540,Recollect,NNP,Not nouns
19541,Recollet,NNP,Not nouns
19542,Rectigraph,NNP,Not nouns
19543,Recurvirostra,NNP,Not nouns
19544,Recurvirostridae,NNP,Not nouns
19545,Red,NNP,  레드(남자 이름).  
19546,Redemptine,NNP,Not nouns
19547,Redemptionist,NNP,Not nouns
19548,Redemptorist,NNP,"[로마 가톨릭 교회]  레뎀프토르회 회원, 구세주회사(救世主會士): 1732년 St. Alphonsus Liguori에 의해 창설된 지성(至聖) 구세주회 Congregation of the Most Holy Redeemer의 회원.  "
19549,Redunca,NNP,  원두 Eucalyptus redunca: 나무 껍질이 희고 재질이 단단한 오스트레일리아산(産).      2.    
19550,Reduviidae,NNP,[농생물학]  침노린재과  
19551,Reduvius,NNP,Not nouns
19552,Ree,NNP,  (=REEVE)  
19553,Rees,NNP,Not nouns
19554,Reformati,NNP,Not nouns
19555,Regalecidae,NNP,Not nouns
19556,Regalecus,NNP,Not nouns
19557,Regga,NNP,Not nouns
19558,Reggie,NNP,  남자 이름 ((Reginald의 애칭))  
19559,Reginald,NNP,  남자 이름 ((애칭 Reggie))  
19560,Regularia,NNP,Not nouns
19561,Regulus,NNP,  레굴루스 Marcus Atilius ~(?-250? B.C.) ((로마의 장군))      2.    
19562,Reheboth,NNP,Not nouns
19563,Rehoboam,NNP,  Solo-mon 왕의 아들이자 Judah의 초대왕      2.    
19564,Rehoboth,NNP,Not nouns
19565,Rehobothan,NNP,Not nouns
19566,Reichsland,NNP,Not nouns
19567,Reichslander,NNP,Not nouns
19568,Reid,NNP,"  Sir George Huston, (1845-1918): 스코틀랜드 태생인 오스트레일리아의 정치가; 수상(1904-05).      2.    "
19569,Reiner,NNP,"  Fritz, 라이너(1888-1963): 미국에서 활약한 헝가리의 지휘자.      2.    "
19570,Reinhard,NNP,Not nouns
19571,Reinwardtia,NNP,Not nouns
19572,Rejang,NNP,Not nouns
19573,Reki,NNP,Not nouns
19574,Rellyan,NNP,Not nouns
19575,Rellyanism,NNP,Not nouns
19576,Rellyanite,NNP,Not nouns
19577,Rembrandt,NNP,  렘브란트 ~ Harmenszoon van Rijn[Ryn](1606-69) ((네덜란드의 화가))  
19578,Rembrandtesque,NNP,Not nouns
19579,Rembrandtish,NNP,Not nouns
19580,Rembrandtism,NNP,Not nouns
19581,Remi,NNP,Not nouns
19582,Remijia,NNP,Not nouns
19583,Remoboth,NNP,Not nouns
19584,Remus,NNP,  레무스 ((전설상의 로마 건국사인 Romulus의 쌍둥이 동생))(cf. Romulus)  
19585,Renaissance,NNP,"  [the ~] 문예 부흥(기), 르네상스 ((14-16세기에 유럽에서 일어난 그리스·로마의 고전 문예 부흥))      2.    "
19586,Renaissancist,NNP,  르네상스[문예부흥] 주창자.  
19587,Renaissant,NNP,Not nouns
19588,Renardine,NNP,Not nouns
19589,Renealmia,NNP,Not nouns
19590,Renilla,NNP,Not nouns
19591,Renillidae,NNP,Not nouns
19592,Renu,NNP,Not nouns
19593,Rephael,NNP,Not nouns
19594,Reptilia,NNP,  pl. 파충류 ((분류명))  
19595,Requienia,NNP,Not nouns
19596,Reseda,NNP,"  [식물] 물푸레나무속(屬)의 식물; [U] 회록색, 연둣빛(greyish green)      2.    [형용사]  회록색의  "
19597,Resedaceae,NNP,Not nouns
19598,Restiaceae,NNP,Not nouns
19599,Restio,NNP,Not nouns
