Column1,word,type,v1
3470,stovemaking,VBG,Not verb
3471,stowing,VBG,Not verb
3472,strackling,VBG,Not verb
3473,straddling,VBG,  (양쪽으로) 다리를 벌리고 올라앉다[서다]      2.    
3474,straggling,VBG,"  낙오한, 일행에서 떨어진, <행렬 등이> 흩어져 나아가는, <마을·집 등이> 흩어져 있는, <머리털이> 헝클어진, <가지 등이> 멋대로 뻗는  "
3475,straining,VBG,Not verb
3476,straitlacing,VBG,Not verb
3477,stranding,VBG,Not verb
3478,strangeling,VBG,Not verb
3479,strangling,VBG,"  교살하다, 목 졸라 죽이다      2.    "
3480,strapping,VBG,[비격식]  건장한  
3481,strayling,VBG,Not verb
3482,streaming,VBG,Not verb
3483,streamling,VBG,  유선형으로 하다      2.    
3484,streetwalking,VBG,Not verb
3485,strengthening,VBG,Not verb
3486,stridling,VBG,Not verb
3487,strifemaking,VBG,Not verb
3488,strikebreaking,VBG,Not verb
3489,striking,VBG,Not verb
3490,string,VBG,  (특히 장식을 위해 끈이나 줄로) 묶다[매달다]      4.    
3491,stringing,VBG,Not verb
3492,stringmaking,VBG,Not verb
3493,stripling,VBG,Not verb
3494,stripping,VBG,Not verb
3495,striving,VBG,[격식]  분투하다  
3496,stroking,VBG,Not verb
3497,stromming,VBG,Not verb
3498,strouding,VBG,Not verb
3499,struggling,VBG,"  발버둥이 치는; 기를 쓰는, 분투하는  "
3500,strutting,VBG,"  점잔 빼며[으스대며] 걷는; 거드름 부리는, 젠체하는  "
3501,stuckling,VBG,Not verb
3502,studding,VBG,Not verb
3503,stuffing,VBG,Not verb
3504,stumbling,VBG,  발부리에 걸리는  
3505,stumpling,VBG,Not verb
3506,stunning,VBG,Not verb
3507,stuttering,VBG,"  말을 더듬는, 입속에서 중얼거리는.  "
3508,styling,VBG,Not verb
3509,subalternating,VBG,Not verb
3510,subascending,VBG,Not verb
3511,subbing,VBG,Not verb
3512,subdividing,VBG,Not verb
3513,subduing,VBG,  진압하다 (=defeat)      2.    
3514,subflooring,VBG,Not verb
3515,subheading,VBG,Not verb
3516,subking,VBG,Not verb
3517,submeaning,VBG,Not verb
3518,submeeting,VBG,Not verb
3519,submetering,VBG,Not verb
3520,subordinating,VBG,Not verb
3521,subsiding,VBG,"  가라앉다, 진정되다      2.    "
3522,substituting,VBG,"  대신하다, 대치[교체]되다; 대용[교체/대치]하다  "
3523,succeeding,VBG,"  계속해서 일어나는, 계속되는, 다음의 (following)  "
3524,sucking,VBG,Not verb
3525,suckling,VBG,Not verb
3526,suffering,VBG,Not verb
3527,sufficing,VBG,[격식]  충분하다  
3528,suffocating,VBG,Not verb
3529,suggesting,VBG,  (아이디어·계획을) 제안[제의]하다 (=propose)      2.    
3530,suing,VBG,"  고소하다, 소송을 제기하다      2.    "
3531,summering,VBG,Not verb
3532,summerling,VBG,Not verb
3533,sundowning,VBG,Not verb
3534,sunsetting,VBG,Not verb
3535,sunshining,VBG,Not verb
3536,superaccommodating,VBG,Not verb
3537,supercombing,VBG,Not verb
3538,superdomineering,VBG,Not verb
3539,superdying,VBG,Not verb
3540,superexacting,VBG,Not verb
3541,superexceeding,VBG,Not verb
3542,superimpending,VBG,Not verb
3543,superprinting,VBG,Not verb
3544,superweening,VBG,Not verb
3545,suppering,VBG,Not verb
3546,supping,VBG,"[북잉글랜드 영어 또는 구식]  홀짝홀짝 마시다, 홀짝거리다  "
3547,supplicating,VBG,  간청하는  
3548,suppling,VBG,  (특히 대량으로) 공급[제공]하다  
3549,supporting,VBG,Not verb
3550,supposing,VBG,Not verb
3551,surfacing,VBG,Not verb
3552,surfboarding,VBG,Not verb
3553,surging,VBG,Not verb
3554,surpassing,VBG,"  빼어난, 뛰어난; 우수[탁월]한; 비상한, 놀랄 만한      2.    [부사][고어·시어]  뛰어나게, 탁월하여  "
3555,surrounding,VBG,"  인근의, 주위의  "
3556,surveying,VBG,Not verb
3557,surviving,VBG,"  살아 남은, 잔존한.  "
3558,sustaining,VBG,Not verb
3559,swacking,VBG,Not verb
3560,swaddling,VBG,Not verb
3561,swaggering,VBG,"  뽐내며 걷는, 뻐기는  "
3562,swaling,VBG,Not verb
3563,swallowling,VBG,Not verb
3564,swanking,VBG,[구식 英 비격식 못마땅함]  으스대다  
3565,swanmarking,VBG,Not verb
3566,swapping,VBG,Not verb
3567,swarming,VBG,Not verb
3568,swartrutting,VBG,Not verb
3569,swashbucklering,VBG,Not verb
3570,swashbuckling,VBG,  <과거를 배경으로 모험·액션·칼싸움 등이 넘치는>  
3571,swashing,VBG,Not verb
3572,swaying,VBG,  (전후좌우로 천천히) 흔들리다[흔들다]      2.    
3573,sweating,VBG,Not verb
3574,sweeping,VBG,Not verb
3575,sweetening,VBG,Not verb
3576,sweethearting,VBG,Not verb
3577,sweeting,VBG,Not verb
3578,sweetling,VBG,Not verb
3579,swelling,VBG,Not verb
3580,sweltering,VBG,  (=stifling)  
3581,swimming,VBG,Not verb
3582,swindling,VBG,Not verb
3583,swing,VBG,  (전후좌우로) 흔들리다[흔들다]      2.    
3584,swingeing,VBG,Not verb
3585,swinging,VBG,[구식 비격식]  활기차고 멋진  
3586,swirring,VBG,Not verb
3587,swishing,VBG,"  휙[쌩] 소리를 내며 움직이다, 휙[쌩] 소리를 내며 움직이게 하다[휘두르다]      2.    [명사]  휙[쌩] 소리를 내며 움직이기, 휙[쌩] 하는 소리  "
3588,swissing,VBG,"  휙[쌩] 소리를 내며 움직이다, 휙[쌩] 소리를 내며 움직이게 하다[휘두르다]      2.    [명사]  휙[쌩] 소리를 내며 움직이기, 휙[쌩] 하는 소리  "
3589,switching,VBG,Not verb
3590,swooning,VBG,"  기절하는, 졸도하는.  "
3591,swordfishing,VBG,Not verb
3592,swording,VBG,Not verb
3593,swordmaking,VBG,Not verb
3594,sympathizing,VBG,"  동정하다, 측은히 여기다      2.    "
3595,tablemaking,VBG,Not verb
3596,tabling,VBG,Not verb
3597,tacking,VBG,Not verb
3598,tackling,VBG,Not verb
3599,taffymaking,VBG,Not verb
3600,tailing,VBG,Not verb
3601,tailoring,VBG,Not verb
3602,taking,VBG,Not verb
3603,talebearing,VBG,  고자질하는  
3604,talecarrying,VBG,Not verb
3605,talemongering,VBG,Not verb
3606,taletelling,VBG,  (=talebearing)  
3607,talking,VBG,Not verb
3608,tallowing,VBG,"  (무엇을 하도록) 허락하다, 용납하다      2.    "
3609,tallowmaking,VBG,Not verb
3610,tamping,VBG,[웨일스 영어  비격식]  몹시 화가 난  
3611,tangling,VBG,"  헝클리다, 헝클어지다  "
3612,tankmaking,VBG,Not verb
3613,tanling,VBG,Not verb
3614,tanning,VBG,Not verb
3615,tapamaking,VBG,Not verb
3616,tapemaking,VBG,Not verb
3617,tapering,VBG,"  끝이 뾰족해진[가늘어진]; 점점 적어지는, 체감의  "
3618,tapermaking,VBG,Not verb
3619,tapestring,VBG,Not verb
3620,tapping,VBG,Not verb
3621,tarrying,VBG,[옛글투 또는 문예체]  지체하다 (=linger)  
3622,tasksetting,VBG,Not verb
3623,tasselmaking,VBG,Not verb
3624,tasting,VBG,Not verb
3625,tatting,VBG,Not verb
3626,tattling,VBG,[비격식 못마땅함 특히 美]  고자질하다 (=tell on sb)  
3627,tattooing,VBG,Not verb
3628,taunting,VBG,"  놀리다, 비웃다, 조롱하다      2.    [명사]  놀림, 비웃음, 조롱  "
3629,taxeating,VBG,Not verb
3630,taxgathering,VBG,Not verb
3631,taxing,VBG,  (육체적·정신적으로) 아주 힘든[부담이 큰] (=demanding)  
3632,taxpaying,VBG,Not verb
3633,teaching,VBG,Not verb
3634,teamaking,VBG,Not verb
3635,teaming,VBG,Not verb
3636,tearing,VBG,"  (잡아) 찢는, 쥐어뜯는; [구어] 사납게 날뛰는, 맹렬한(violent)      2.    [부사]  맹렬히, 냅다, 미친 듯이  "
3637,teasing,VBG,"  짓궂게 괴롭히는, 들볶는; 귀찮은, 성가신  "
3638,teatling,VBG,Not verb
3639,teeming,VBG,  (사람들·동물들 등이) 바글[와글]거리는  
3640,teething,VBG,Not verb
3641,teeting,VBG,Not verb
3642,teletyping,VBG,Not verb
3643,telling,VBG,Not verb
3644,temporizing,VBG,"  임시변통의, 타협적인; 기회주의적인, 영합적인  "
3645,tempting,VBG,"  솔깃한, 구미가 당기는  "
3646,tenderling,VBG,Not verb
3647,tentmaking,VBG,Not verb
3648,terracing,VBG,Not verb
3649,terrifying,VBG,  It was a terrifying experience.      그것은 무서운 경험이었다.  
3650,testing,VBG,"  아주 힘든, 힘겨운  "
3651,thanksgiving,VBG,Not verb
3652,thatching,VBG,Not verb
3653,theatergoing,VBG,  연극 구경 가는  
3654,thermosetting,VBG,  <가소물(可塑物) 등이> 열경화성(熱硬化性)의(opp. thermoplastic)      2.    [명사]  열경화성  
3655,thickening,VBG,Not verb
3656,thicknessing,VBG,Not verb
3657,thiefmaking,VBG,Not verb
3658,thieving,VBG,Not verb
3659,thigging,VBG,Not verb
3660,thimblemaking,VBG,Not verb
3661,thimblerigging,VBG,Not verb
3662,thinking,VBG,"  이지적인, 사고력[분별력] 있는  "
3663,thinkling,VBG,Not verb
3664,thinning,VBG,Not verb
3665,thirdling,VBG,Not verb
3666,thirling,VBG,Not verb
3667,thirsting,VBG,[옛글투]  목이 마르다  
3668,thomasing,VBG,Not verb
3669,thoroughgoing,VBG,Not verb
3670,thrashing,VBG,Not verb
3671,threadmaking,VBG,Not verb
3672,threatening,VBG,Not verb
3673,threeling,VBG,Not verb
3674,thrilling,VBG,"  황홀한, 흥분되는, 아주 신나는  "
3675,thring,VBG,Not verb
3676,thriving,VBG,  a thriving industry      번창하는 산업  
3677,throating,VBG,Not verb
3678,throttling,VBG,Not verb
3679,throughganging,VBG,Not verb
3680,throughgoing,VBG,Not verb
3681,throwing,VBG,  던지다      2.    
3682,thrusting,VBG,"  자기 주장이 강한, 공격적인, 몹시 뽐내는  "
3683,thudding,VBG,  (낮게 둔탁한 소리를 내며) 쿵[퍽/툭] 치다[떨어지다]      3.    
3684,thumbstring,VBG,Not verb
3685,thumping,VBG,[비격식]  막대한 (=huge)  
3686,thunderbearing,VBG,Not verb
3687,thundering,VBG,Not verb
3688,thwacking,VBG,  탁[찰싹] 때리다[치다]  
3689,thwarting,VBG,  (계획 등을) 좌절시키다 (=frustrate)  
3690,ticketing,VBG,Not verb
3691,ticking,VBG,Not verb
3692,tickling,VBG,Not verb
3693,tiddling,VBG,  (어린 아이가) 걸음마타다[아장아장 걷다]      2.    
3694,tiddlywinking,VBG,Not verb
3695,tidemaking,VBG,Not verb
3696,tiding,VBG,Not verb
3697,tiemaking,VBG,Not verb
3698,tigerling,VBG,Not verb
3699,tilemaking,VBG,Not verb
3700,tiling,VBG,Not verb
3701,tillering,VBG,Not verb
3702,tilting,VBG,"  기울다, (뒤로) 젖혀지다, 갸우뚱하다; 기울이다, (뒤로) 젖히다 (=tip)      2.    "
3703,tiltmaking,VBG,Not verb
3704,timbering,VBG,Not verb
3705,timberling,VBG,Not verb
3706,timeling,VBG,Not verb
3707,timesaving,VBG,  시간 절약의  
3708,timeserving,VBG,"  시류에 편승하는, 기회[편의]주의적인, 지조 없는      2.    [명사]  기회주의, 편의주의, 무절조  "
3709,timetaking,VBG,Not verb
3710,timing,VBG,Not verb
3711,ting,VBG,Not verb
3712,tingling,VBG,"  톡톡 쏘는, 얼얼하게 하는  "
3713,tining,VBG,TINE2의 현재 분사.  
3714,tinkling,VBG,Not verb
3715,tinning,VBG,Not verb
3716,tinselmaking,VBG,Not verb
3717,tinsmithing,VBG,Not verb
3718,tinting,VBG,Not verb
3719,tinworking,VBG,Not verb
3720,tipping,VBG,Not verb
3721,tiptoeing,VBG,Not verb
3722,tiremaking,VBG,Not verb
3723,tiring,VBG,"  피곤하게 만드는, 피곤한 (=exhausting)  "
3724,tithing,VBG,Not verb
3725,titillating,VBG,"  흥을 돋우는, 기분 좋게 자극하는  "
3726,titling,VBG,Not verb
3727,tittering,VBG,  킥킥거리다 (=giggle)  
3728,tjanting,VBG,Not verb
3729,toadling,VBG,Not verb
3730,toffing,VBG,Not verb
3731,toiling,VBG,  (장시간) 힘들게[고생스럽게] 일하다 (=slave away)      2.    
3732,tolling,VBG,"  (종소리가 천천히 일정하게 나도록, 특히 조종(弔鐘)을) 울리다  "
3733,tomorrowing,VBG,Not verb
3734,tonguing,VBG,Not verb
3735,toolbuilding,VBG,Not verb
3736,toolholding,VBG,Not verb
3737,tooling,VBG,Not verb
3738,toolmaking,VBG,Not verb
3739,toolmarking,VBG,Not verb
3740,toothaching,VBG,Not verb
3741,toothdrawing,VBG,Not verb
3742,toothing,VBG,Not verb
3743,topcoating,VBG,Not verb
3744,topmaking,VBG,Not verb
3745,topping,VBG,Not verb
3746,torchbearing,VBG,Not verb
3747,tormenting,VBG,Not verb
3748,torsioning,VBG,Not verb
3749,torturing,VBG,  고문하다      4.    
3750,tossing,VBG,  (가볍게아무렇게나) 던지다      2.    
3751,tottering,VBG,"  비틀거리는, 흔들거리는; 위태로운, 불안정한; 쓰러질 듯한. ~·ly  "
3752,totting,VBG,Not verb
3753,touching,VBG,"  감동적인, 감정적이 되게 하는 (=moving)  "
3754,touring,VBG,Not verb
3755,toweling,VBG,Not verb
3756,towering,VBG,Not verb
3757,towing,VBG,Not verb
3758,townfaring,VBG,Not verb
3759,townling,VBG,Not verb
3760,toying,VBG,Not verb
3761,toymaking,VBG,Not verb
3762,tracing,VBG,Not verb
3763,tracklaying,VBG,"  궤도 부설에 쓰이는, <차가> 무한 궤도식의      2.    [명사]  선로 부설 (공사)  "
3764,tractioneering,VBG,Not verb
3765,traducing,VBG,[격식]  비방[중상]하다  
3766,trailing,VBG,"  질질 끌리는, 길게 나부끼는 <연기·구름 ((등))>, 기는 <덩굴 ((등))>  "
3767,trailmaking,VBG,Not verb
3768,traitorling,VBG,Not verb
3769,trammeling,VBG,"[격식]  (움직임·활동을) 구속[제한]하다 (→untrammelled), (=restrict)  "
3770,tramming,VBG,Not verb
3771,tranquilizing,VBG,Not verb
3772,transcending,VBG,[격식]  초월하다  
3773,transferring,VBG,Not verb
3774,transforming,VBG,  변형시키다 (=convert)      2.    
3775,transgressing,VBG,[격식]  (도덕적·법적 한계를) 넘어서다[벗어나다]  
3776,transmuting,VBG,"[격식]  바꾸다, 변화시키다 (=transform)  "
3777,transporting,VBG,Not verb
3778,trapezing,VBG,Not verb
3779,trapmaking,VBG,Not verb
3780,trapping,VBG,Not verb
3781,trapshooting,VBG,Not verb
3782,traveling,VBG,Not verb
3783,traversing,VBG,Not verb
3784,treading,VBG,Not verb
3785,treating,VBG,  (특정한 태도로) 대하다[다루다/취급하다/대우하다]      2.    
3786,treeling,VBG,Not verb
3787,treemaking,VBG,Not verb
3788,trembling,VBG,"  떨리는, 전율하는  "
3789,trenchermaking,VBG,Not verb
3790,trepanning,VBG,Not verb
3791,trestling,VBG,Not verb
3792,tricking,VBG,"  속이다, 속임수를 쓰다  "
3793,trickling,VBG,"  똑똑 떨어지는, 졸졸 흐르는.  "
3794,trickstering,VBG,Not verb
3795,trifling,VBG,"[격식]  하찮은, 사소한 (=trivial)  "
3796,trilling,VBG,Not verb
3797,trimming,VBG,Not verb
3798,tripling,VBG,Not verb
3799,tripping,VBG,Not verb
3800,trithing,VBG,Not verb
3801,triumphing,VBG,"  승리를 거두다, 이기다  "
3802,troching,VBG,Not verb
3803,trolling,VBG,Not verb
3804,troublemaking,VBG,Not verb
3805,troubling,VBG,"  괴롭히다, 애 먹이다      4.    "
3806,troughing,VBG,Not verb
3807,trousering,VBG,Not verb
3808,trowing,VBG,  던지다      2.    
3809,trucebreaking,VBG,Not verb
3810,trucemaking,VBG,Not verb
3811,truckling,VBG,  굽실거리는.  
3812,trumpeting,VBG,  자랑스럽게[열렬히] 알리다      4.    
3813,trundling,VBG,  (천천히 시끄러운 소리를 내며) 굴러가다[굴리다/(굴려서) 나르다]      2.    
3814,trunking,VBG,Not verb
3815,trussing,VBG,Not verb
3816,trussmaking,VBG,Not verb
3817,trusting,VBG,  사람을 믿는 (경향이 있는)  
3818,truthtelling,VBG,Not verb
3819,Trying,VBG,"  괴로운, 힘든  "
3820,trying,VBG,"  괴로운, 힘든  "
3821,trysting,VBG,Not verb
3822,tubbing,VBG,Not verb
3823,tubemaking,VBG,Not verb
3824,tubing,VBG,Not verb
3825,tubmaking,VBG,Not verb
3826,tucking,VBG,Not verb
3827,tuffing,VBG,Not verb
3828,tufthunting,VBG,"  명사와 가까워지려고 하는, 권문(權門)에 알랑거리는; 아첨하는.  "
3829,tufting,VBG,Not verb
3830,tugging,VBG,Not verb
3831,tumbling,VBG,Not verb
3832,tunemaking,VBG,Not verb
3833,tuning,VBG,Not verb
3834,tunneling,VBG,Not verb
3835,tunnelmaking,VBG,Not verb
3836,turfing,VBG,"  떼를 입히다, 잔디를 깔다  "
3837,turning,VBG,Not verb
3838,turtling,VBG,Not verb
3839,twaddling,VBG,Not verb
3840,twanking,VBG,Not verb
3841,twattling,VBG,Not verb
3842,twiddling,VBG,"[英]  (손가락으로) 빙빙 돌리다[배배 꼬다](흔히 초조하거나 따분해서 하는 행동을 나타냄)      2.    [명사][英]  돌리기, 꼬기, 비틀기      3.    [명사][英]  꽈배기 무늬, 물결무늬; (음악에서 장식적) 떨림음  "
3843,twilling,VBG,Not verb
3844,twinemaking,VBG,Not verb
3845,twinkling,VBG,Not verb
3846,twinling,VBG,  (~을) 휘감다[휘감기게 하다]  
3847,twinning,VBG,Not verb
3848,twisting,VBG,Not verb
3849,twitcheling,VBG,Not verb
3850,twittering,VBG,  (새가) 지저귀다[짹짹거리다]      2.    
3851,twoling,VBG,Not verb
3852,tying,VBG,"  매는, 묶은; 구속적인  "
3853,tyking,VBG,"  매는, 묶은; 구속적인  "
3854,tympaning,VBG,Not verb
3855,typesetting,VBG,Not verb
3856,typewriting,VBG,Not verb
3857,tyrannizing,VBG,"  압제하다, 폭군같이 굴다 (→tyrant)  "
3858,ulling,VBG,Not verb
3859,ulstering,VBG,Not verb
3860,unaccommodating,VBG,"  순종하지 않는, 불친절한  "
3861,unaccompanying,VBG,Not verb
3862,unaccusing,VBG,Not verb
3863,unacting,VBG,Not verb
3864,unadmitting,VBG,Not verb
3865,unadvancing,VBG,Not verb
3866,unadventuring,VBG,Not verb
3867,unadvertising,VBG,Not verb
3868,unaffecting,VBG,Not verb
3869,unaging,VBG,  늙지 않는(ageless).  
3870,unaiding,VBG,Not verb
3871,unailing,VBG,Not verb
3872,unamusing,VBG,"  재미없는, 즐겁지 않은. ~·ly  "
3873,unannoying,VBG,Not verb
3874,unappertaining,VBG,Not verb
3875,unappetizing,VBG,"  맛없는, 입맛 떨어지게 하는 (↔appetizing)  "
3876,unapprehending,VBG,Not verb
3877,unapproaching,VBG,Not verb
3878,unarousing,VBG,Not verb
3879,unarresting,VBG,"  재미없는, 시시한  "
3880,unaspiring,VBG,"  향상심 없는, 공명심 없는, 현상에 만족하고 있는  "
3881,unassisting,VBG,Not verb
3882,unassuaging,VBG,Not verb
3883,unassuring,VBG,Not verb
3884,unatoning,VBG,Not verb
3885,unavenging,VBG,Not verb
3886,unawakening,VBG,Not verb
3887,unawaking,VBG,Not verb
3888,unbalancing,VBG,  (어떤 일·상황의) 평형을 깨뜨리다      2.    
3889,unbearing,VBG,Not verb
3890,unbehaving,VBG,Not verb
3891,unbeholding,VBG,Not verb
3892,unbelieving,VBG,"[격식]  믿지 않는, 못 믿겠다는 듯한  "
3893,unbelonging,VBG,Not verb
3894,unbeseeming,VBG,"  어울리지 않는, 알맞지 않은, 부적당한  "
3895,unbetraying,VBG,Not verb
3896,unblemishing,VBG,Not verb
3897,unbluffing,VBG,Not verb
3898,unblushing,VBG,"  부끄러워하지 않는, 염치없는, 뻔뻔스러운; 얼굴을 붉히지 않는  "
3899,unboasting,VBG,Not verb
3900,unboding,VBG,Not verb
3901,unbracing,VBG,Not verb
3902,unbreaking,VBG,Not verb
3903,unburning,VBG,Not verb
3904,unbuying,VBG,Not verb
3905,uncharging,VBG,Not verb
3906,unclashing,VBG,Not verb
3907,unclearing,VBG,Not verb
3908,uncling,VBG,Not verb
3909,uncloying,VBG,Not verb
3910,uncoagulating,VBG,Not verb
3911,uncoaxing,VBG,Not verb
3912,uncombining,VBG,Not verb
3913,uncompounding,VBG,Not verb
3914,uncompromising,VBG,"  타협하지 않는, 단호한  "
3915,unconcatenating,VBG,Not verb
3916,unconciliating,VBG,Not verb
3917,unconcurring,VBG,Not verb
3918,uncondoling,VBG,Not verb
3919,unconfessing,VBG,Not verb
3920,unconfiding,VBG,Not verb
3921,unconfining,VBG,Not verb
3922,unconfirming,VBG,Not verb
3923,unconflicting,VBG,Not verb
3924,unconniving,VBG,Not verb
3925,unconserving,VBG,Not verb
3926,unconsidering,VBG,Not verb
3927,unconsoling,VBG,Not verb
3928,unconsulting,VBG,Not verb
3929,uncontenting,VBG,Not verb
3930,uncontrolling,VBG,Not verb
3931,uncording,VBG,Not verb
3932,uncorresponding,VBG,Not verb
3933,uncouching,VBG,Not verb
3934,uncourting,VBG,Not verb
3935,uncoveting,VBG,"  덮개를 벗기다, 뚜껑을 열다      2.    "
3936,uncraving,VBG,Not verb
3937,uncrediting,VBG,Not verb
3938,uncreeping,VBG,Not verb
3939,uncrowning,VBG,Not verb
3940,uncrumpling,VBG,Not verb
3941,undallying,VBG,Not verb
3942,undecaying,VBG,Not verb
3943,undeciding,VBG,Not verb
3944,undefaming,VBG,Not verb
3945,undefaulting,VBG,Not verb
3946,undeliberating,VBG,Not verb
3947,undeluding,VBG,Not verb
3948,undemurring,VBG,Not verb
3949,undepending,VBG,Not verb
3950,undepressing,VBG,Not verb
3951,underbearing,VBG,Not verb
3952,underbeveling,VBG,Not verb
3953,underbuilding,VBG,Not verb
3954,underceiling,VBG,Not verb
3955,underclothing,VBG,Not verb
3956,undercovering,VBG,Not verb
3957,undercutting,VBG,Not verb
3958,underdoing,VBG,Not verb
3959,underdrumming,VBG,Not verb
3960,underfeeling,VBG,Not verb
3961,underfilling,VBG,Not verb
3962,underframing,VBG,Not verb
3963,undergirding,VBG,Not verb
3964,undergoing,VBG,  (특히 변화·안 좋은 일 등을) 겪다[받다]  
3965,undergraining,VBG,Not verb
3966,undergroundling,VBG,Not verb
3967,underhanging,VBG,Not verb
3968,underlaying,VBG,Not verb
3969,underliking,VBG,Not verb
3970,underling,VBG,Not verb
3971,underlodging,VBG,Not verb
3972,underlying,VBG,Not verb
3973,undermining,VBG,Not verb
3974,underpinning,VBG,Not verb
3975,underrating,VBG,"  과소평가하다 (→overrate, underestimate)  "
3976,underriding,VBG,Not verb
3977,underselling,VBG,Not verb
3978,undersetting,VBG,Not verb
3979,undersettling,VBG,Not verb
3980,underspring,VBG,Not verb
3981,understocking,VBG,Not verb
3982,understrapping,VBG,Not verb
3983,understring,VBG,Not verb
3984,underthroating,VBG,Not verb
3985,undervaluing,VBG,"  과소평가하다, 경시하다; 시세보다 싸게 평가하다 (↔overvalue)  "
3986,underwing,VBG,  날개 밑에 있는  
3987,underworking,VBG,Not verb
3988,underwriting,VBG,Not verb
3989,undeserting,VBG,Not verb
3990,undeserving,VBG,[격식]  (…을) 가질[받을] 자격이 없는 (↔deserving)  
3991,undesigning,VBG,"  이기적인 의도가 없는, 아무런 야심[꿍꿍이속]도 없는, 성실한(sincere)  "
3992,undesiring,VBG,Not verb
3993,undesponding,VBG,Not verb
3994,undeteriorating,VBG,Not verb
3995,undetesting,VBG,Not verb
3996,undetracting,VBG,Not verb
3997,undisappearing,VBG,Not verb
3998,undiscerning,VBG,"  분간[판별] 못하는, 분별없는; 지각[감각]이 둔한  "
3999,undisowning,VBG,Not verb
4000,undispatching,VBG,Not verb
4001,undisproving,VBG,Not verb
4002,undisputing,VBG,Not verb
4003,undissembling,VBG,"  시치미떼지 않는, 솔직한(frank).  "
4004,undistracting,VBG,Not verb
4005,undisturbing,VBG,Not verb
4006,undiverging,VBG,Not verb
4007,undiverting,VBG,Not verb
4008,undividing,VBG,Not verb
4009,undivining,VBG,Not verb
4010,undivorcing,VBG,Not verb
4011,undonating,VBG,Not verb
4012,undoubting,VBG,"  의심하지 않는, 의문을 갖지 않는, 확신하는  "
4013,undreading,VBG,Not verb
4014,undrinking,VBG,Not verb
4015,undripping,VBG,Not verb
4016,undrooping,VBG,Not verb
4017,undwindling,VBG,Not verb
4018,undying,VBG,"  불멸의, 영원한 (=eternal)  "
4019,unechoing,VBG,Not verb
4020,unedifying,VBG,[격식  특히 英]  볼썽사나운 (→edifying)  
4021,unelectrifying,VBG,Not verb
4022,unemerging,VBG,Not verb
4023,unencumbering,VBG,Not verb
4024,unendowing,VBG,Not verb
4025,unenjoying,VBG,Not verb
4026,unenquiring,VBG,Not verb
4027,unentertaining,VBG,"  즐거움을 주지 않는, 마음에 위안이 되지 않는, 재미없는.  "
4028,unenvying,VBG,"  시샘하지 않는, 부러워하지 않는.  "
4029,unexcelling,VBG,Not verb
4030,unexciting,VBG,"  재미있지 않은, 따분한 (↔exciting)  "
4031,unexclaiming,VBG,Not verb
4032,unexcluding,VBG,Not verb
4033,unexcusing,VBG,Not verb
4034,unexisting,VBG,Not verb
4035,unexpanding,VBG,Not verb
4036,unexpecting,VBG,Not verb
4037,unexpiring,VBG,Not verb
4038,unexplaining,VBG,Not verb
4039,unexporting,VBG,Not verb
4040,unexpostulating,VBG,Not verb
4041,unextenuating,VBG,Not verb
4042,unfainting,VBG,Not verb
4043,unfalling,VBG,Not verb
4044,unfaltering,VBG,Not verb
4045,unfasting,VBG,Not verb
4046,unfatiguing,VBG,Not verb
4047,unfaultfinding,VBG,Not verb
4048,unfawning,VBG,Not verb
4049,unfearing,VBG,  겁[두려움] 없는  
4050,unfeeing,VBG,"  무정한, 냉정한  "
4051,unfeigning,VBG,Not verb
4052,unfelicitating,VBG,Not verb
4053,unfidgeting,VBG,Not verb
4054,unfighting,VBG,Not verb
4055,unfishing,VBG,Not verb
4056,unflaming,VBG,  흥분[격앙/격분]시키다      2.    
4057,unflickering,VBG,"  (빛 따위가) 깜박거리지 않는, (나뭇잎 따위가) 흔들리지 않는.  "
4058,unflinching,VBG,  (힘들거나 위험한 상황에도) 수그러들지[위축되지] 않는 (=steadfast)  
4059,unfloating,VBG,Not verb
4060,unflying,VBG,Not verb
4061,unfolding,VBG,Not verb
4062,unforbearing,VBG,Not verb
4063,unforbidding,VBG,Not verb
4064,unforeseeing,VBG,Not verb
4065,unforgetting,VBG,Not verb
4066,unforgiving,VBG,Not verb
4067,unfretting,VBG,Not verb
4068,ungaining,VBG,Not verb
4069,ungainsaying,VBG,Not verb
4070,ungalling,VBG,Not verb
4071,ungerminating,VBG,Not verb
4072,ungesting,VBG,[전문 용어]  (음식·약 등을) 삼키다[먹다]  
4073,ungiving,VBG,Not verb
4074,unglistening,VBG,Not verb
4075,unglittering,VBG,Not verb
4076,unglorifying,VBG,Not verb
4077,ungossiping,VBG,Not verb
4078,ungraduating,VBG,Not verb
4079,ungrasping,VBG,Not verb
4080,ungratifying,VBG,Not verb
4081,ungrieving,VBG,Not verb
4082,ungrowing,VBG,Not verb
4083,ungrudging,VBG,"  아끼지 않는, 옹졸하지 않은, 활수한; 쾌히 하는, 진심의  "
4084,ungrumbling,VBG,Not verb
4085,unhairing,VBG,Not verb
4086,unharming,VBG,  해를 끼치지 않는.  
4087,unhasting,VBG,Not verb
4088,unheeding,VBG,"  주의를 기울이지 않는, 부주의한  "
4089,unhelping,VBG,Not verb
4090,unhesitating,VBG,  주저하지 않는  
4091,unhoping,VBG,Not verb
4092,unhurrying,VBG,Not verb
4093,unhurting,VBG,Not verb
4094,unhushing,VBG,Not verb
4095,unimposing,VBG,Not verb
4096,uninjuring,VBG,Not verb
