,original,antonyms
1,sashay,
0,sassy,
1,sassy,
0,satan,Archfiend
1,satan,Christ
0,satanist,
1,satanist,
0,satchel,
1,satchel,
0,sate,abstain
1,sate,diet
0,satellite,
1,satellite,
0,satiation,fraction
1,satiation,incompleteness
0,satiety,lack
1,satiety,need
0,satin,
1,satin,
0,satinlike,
1,satinlike,
0,satiny,
1,satiny,
0,satire,seriousness
1,satire,
0,satirist,believer
1,satirist,optimist
0,satisfaction,depression
1,satisfaction,disappointment
0,satisfactory,bad
1,satisfactory,inadequate
0,satisfy,agitate
1,satisfy,annoy
0,satrap,
1,satrap,
0,saturate,dehydrate
1,saturate,dry
0,saturation,
1,saturation,
0,saturnine,
1,saturnine,
0,saturninity,cheer
1,saturninity,cheerfulness
0,satyr,
1,satyr,
0,satyriasis,decency
1,satyriasis,good
0,sauce,
1,sauce,
0,saucebox,
1,saucebox,
0,saucepan,
1,saucepan,
0,saucer,
1,saucer,
0,saucy,respectful
1,saucy,kind
0,sauna,
1,sauna,
0,saunterer,runner
1,saunterer,
0,sausage,
1,sausage,
0,savage,domesticated
1,savage,peaceful
0,savagery,kindness
1,savagery,love
0,savanna,
1,savanna,
0,savant,amateur
1,savant,ignoramus
0,saver,
1,saver,
0,savin,
1,savin,
0,savor,blandness
1,savor,dullness
0,savory,bad
1,savory,bland
0,savoy,
1,savoy,
0,savvy,blunt
1,savvy,coarse
0,sawhorse,
1,sawhorse,
0,sawlike,smooth
1,sawlike,
0,sawn,combine
1,sawn,unite
0,scabby,
1,scabby,
0,scad,debt
1,scad,ditch
0,scalawag,
1,scalawag,
0,scald,compliment
1,scald,freeze
0,scaleback,develop
1,scaleback,enlarge
0,scalp,
1,scalp,
0,scam,
1,scam,
0,scamp,
1,scamp,
0,scamper,dawdle
1,scamper,slow
0,scandal,good deed
1,scandal,approval
0,scandalizer,fact
1,scandalizer,
0,scandalmonger,
1,scandalmonger,
0,scanner,
1,scanner,
0,scanty,adequate
1,scanty,enough
0,scape,indifference
1,scape,past
0,scapegrace,
1,scapegrace,
0,scar,perfection
1,scar,strength
0,scarce,adequate
1,scarce,ample
0,scarceness,abundance
1,scarceness,achievement
0,scarcity,abundance
1,scarcity,enough
0,scare,confidence
1,scare,security
0,scaremonger,
1,scaremonger,
0,scarf,
1,scarf,
0,scarfpin,
1,scarfpin,
0,scarification,
1,scarification,
0,scarlet,pale
1,scarlet,
0,scarp,
1,scarp,
0,scathe,mend
1,scathe,praise
0,scatheless,broken
1,scatheless,damaged
0,scatology,blessing
1,scatology,cleanliness
0,scatter,collect
1,scatter,gather
0,scatterbrain,brain
1,scatterbrain,genius
0,scaturient,
1,scaturient,
0,scavenge,ignore
1,scavenge,neglect
0,scavenger,
1,scavenger,
0,scenario,
1,scenario,
0,scene,
1,scene,
0,scenery,
1,scenery,
0,scenographer,
1,scenographer,
0,scent,odor
1,scent,stench
0,scentless,aromatic
1,scentless,odorous
0,scepter,
1,scepter,
0,schedule,disorganization
1,schedule,
0,schema,being
1,schema,disorganization
0,schemer,
1,schemer,
0,schism,agreement
1,schism,closing
0,schismatist,yes-man
1,schismatist,
0,schizoid,OK
1,schizoid,balanced
0,schizophrenia,
1,schizophrenia,
0,schlemiel,brain
1,schlemiel,genius
0,schmaltz,
1,schmaltz,
0,scholarliness,ignorance
1,scholarliness,
0,school,
1,school,
0,schoolbook,
1,schoolbook,
0,schoolboy,girl
1,schoolboy,
0,schoolgirl,boy
1,schoolgirl,
0,schoolhouse,
1,schoolhouse,
0,schoolmaster,pupil
1,schoolmaster,student
0,schoolmate,enemy
1,schoolmate,
0,schoolteacher,pupil
1,schoolteacher,student
0,schoolwork,cessation
1,schoolwork,idleness
0,schooner,
1,schooner,
0,science,disorder
1,science,disorganization
0,scientist,
1,scientist,
0,scilicet,
1,scilicet,
0,scimitar,
1,scimitar,
0,scintilla,dullness
1,scintilla,glob
0,scintillant,dark
1,scintillant,dull
0,scintillation,darkness
1,scintillation,dullness
0,scintillescent,
1,scintillescent,
0,sciolism,cognizance
1,sciolism,understanding
0,scion,parent
1,scion,cause
0,scissor,combine
1,scissor,unite
0,scob,assets
1,scob,possessions
0,scoff,approve
1,scoff,compliment
0,scoffer,believer
1,scoffer,optimist
0,scofflaw,police
1,scofflaw,law
0,scold,applaud
1,scold,approve
0,scolder,
1,scolder,
0,sconce,
1,sconce,
0,scone,
1,scone,
0,scoop,
1,scoop,
0,scooter,
1,scooter,
0,scope,extreme
1,scope,imprisonment
0,scopic,exclusive
1,scopic,narrow
0,scorch,freeze
1,scorch,grow
0,score,part
1,score,
0,scorer,
1,scorer,
0,scorpion,
1,scorpion,
0,scotch,
1,scotch,
0,scotopia,
1,scotopia,
0,scoundrel,
1,scoundrel,
0,scourge,reward
1,scourge,advantage
0,scout,target
1,scout,
0,scowl,grin
1,scowl,smile
0,scrag,
1,scrag,
0,scrambler,
1,scrambler,
0,scrap,lot
1,scrap,whole
0,scrapbook,
1,scrapbook,
0,scrape,advantage
1,scrape,benefit
0,scratch,
1,scratch,
0,scratcher,greater
1,scratcher,major
0,scrawl,
1,scrawl,
0,scrawny,fat
1,scrawny,heavy
0,screak,whimper
1,screak,whisper
0,scream,
1,scream,
0,screamer,secret
1,screamer,
0,scree,
1,scree,
0,screech,
1,screech,
0,screed,disorganization
1,screed,lawlessness
0,screen,
1,screen,
0,screenwriter,reader
1,screenwriter,
0,screwball,
1,screwball,
0,screwy,
1,screwy,
0,scribbler,
1,scribbler,
0,scrimmage,peace
1,scrimmage,
0,scrimp,spend
1,scrimp,waste
0,scrimpy,adequate
1,scrimpy,ample
0,script,
1,script,
0,scription,
1,scription,
0,scripture,
1,scripture,
0,scritch,be quiet
1,scritch,
0,scriven,destroy
1,scriven,ignore
0,scrivener,
1,scrivener,
0,scrivenery,
1,scrivenery,
0,scroll,
1,scroll,
0,scrooge,
1,scrooge,
0,scrounge,give
1,scrounge,offer
0,scrounger,
1,scrounger,
0,scrub,dirty
1,scrub,organize
0,scrubber,large
1,scrubber,developing
0,scrubby,
1,scrubby,
0,scrubland,
1,scrubland,
0,scruff,
1,scruff,
0,scruffy,nice
1,scruffy,
0,scrutinate,approve
1,scrutinate,forget
0,scrutinizer,
1,scrutinizer,
0,scud,walk
1,scud,
0,scuff,arrange
1,scuff,calm
0,scull,
1,scull,
0,scullery,
1,scullery,
0,scullion,
1,scullion,
0,sculpt,combine
1,sculpt,unite
0,sculptor,
1,sculptor,
0,sculpture,
1,sculpture,
0,scurf,happiness
1,scurf,love
0,scurrility,blessing
1,scurrility,compliment
0,scurry,slow
1,scurry,walk
0,scuttlebutt,truth
1,scuttlebutt,
0,scythe,
1,scythe,
0,sea,lack
1,sea,land
0,seacoast,
1,seacoast,
0,seafarer,
1,seafarer,
0,seal,denial
1,seal,prohibition
0,seam,opening
1,seam,
0,seaman,
1,seaman,
0,seamless,intermittent
1,seamless,irregular
0,seamstress,
1,seamstress,
0,seance,
1,seance,
0,seaport,
1,seaport,
0,search,ignorance
1,search,finding
0,searcher,
1,searcher,
0,searer,
1,searer,
0,seascape,
1,seascape,
0,seashore,
1,seashore,
0,seasickness,
1,seasickness,
0,seaside,
1,seaside,
0,season,
1,season,
0,seasonableness,inability
1,seasonableness,inadequacy
0,seat,
1,seat,
0,seaward,onshore
1,seaward,
0,seawoman,
1,seawoman,
0,seborrhea,
1,seborrhea,
0,seceder,
1,seceder,
0,secession,agreement
1,secession,closing
0,secessionist,
1,secessionist,
0,seclude,combine
1,seclude,desegregate
0,secluse,seen
1,secluse,free
0,seclusion,open
1,seclusion,public
0,seconder,antagonist
1,seconder,opponent
0,secondhand,
1,secondhand,
0,secrecy,brightness
1,secrecy,cognizance
0,secretary,
1,secretary,
0,secretion,
1,secretion,
0,sectarianism,fairness
1,sectarianism,impartiality
0,sectator,detractor
1,sectator,enemy
0,section,whole
1,section,entirety
0,sector,whole
1,sector,
0,secularism,agreement
1,secularism,belief
0,secure,endangered
1,secure,insecure
0,security,break
1,security,disagreement
0,sedan,
1,sedan,
0,sedate,agitated
1,sedate,excited
0,sedation,agitation
1,sedation,arousal
0,sedge,
1,sedge,
0,sediment,possessions
1,sediment,whole
0,sedition,obedience
1,sedition,calm
0,seditionist,ally
1,seditionist,associate
0,seduce,dissuade
1,seduce,disenchant
0,seducer,
1,seducer,
0,seduction,discouragement
1,seduction,repulsion
0,seductress,
1,seductress,
0,sedulity,apathy
1,sedulity,cowardice
0,seed,being
1,seed,concrete
0,seedsman,
1,seedsman,
0,seedtime,
1,seedtime,
0,seedy,clean
1,seedy,good
0,seeker,
1,seeker,
0,seepage,
1,seepage,
0,seeress,
1,seeress,
0,seethe,be happy
1,seethe,freeze
0,segment,whole
1,segment,
0,segmentation,attachment
1,segmentation,combination
0,segregate,attach
1,segregate,connect
0,segregation,connection
1,segregation,
0,segregationist,moderate
1,segregationist,freethinker
0,seiche,
1,seiche,
0,seigneur,commoner
1,seigneur,follower
0,seine,
1,seine,
0,seism,
1,seism,
0,seismic,ethereal
1,seismic,insubstantial
0,seismism,perfection
1,seismism,
0,seity,likeness
1,seity,normality
0,seize,free
1,seize,give
0,seizure,letting go
1,seizure,liberation
0,seldom,frequently
1,seldom,regularly
0,select,open
1,select,least
0,selection,refusal
1,selection,rejection
0,selectivity,dislike
1,selectivity,hate
0,selenology,
1,selenology,
0,selfhood,
1,selfhood,
0,selfless,mean
1,selfless,selfish
0,selfness,difference
1,selfness,dissimilarity
0,selfsame,
1,selfsame,
0,sellout,devotion
1,sellout,faithfulness
0,selvage,center
1,selvage,inside
0,semaphore,
1,semaphore,
0,semblance,reality
1,semblance,back
0,semester,
1,semester,
0,semi,
1,semi,
0,semicircle,
1,semicircle,
0,semidarkness,brightness
1,semidarkness,light
0,semidiameter,
1,semidiameter,
0,seminar,
1,seminar,
0,semiopaque,blocked
1,semiopaque,cloudy
0,semis,
1,semis,
0,semitrailer,
1,semitrailer,
0,semitransparent,blocked
1,semitransparent,cloudy
0,senate,division
1,senate,lawlessness
0,senator,
1,senator,
0,send,cease
1,send,hold
0,sendal,
1,sendal,
0,sender,customer
1,sender,buyer
0,senectitude,
1,senectitude,
0,senescence,strength
1,senescence,
0,senescent,fresh
1,senescent,modern
0,seneschal,
1,seneschal,
0,senile,alert
1,senile,well
0,senility,strength
1,senility,adolescence
0,seniority,disadvantage
1,seniority,inferiority
0,sensation,
1,sensation,
0,sensationalism,
1,sensationalism,
0,sensationless,caring
1,sensationless,concerned
0,sensatory,calm
1,sensatory,ignorant
0,sense,apathy
1,sense,lot
0,senseless,intelligent
1,senseless,logical
0,sensibility,dislike
1,sensibility,hate
0,sensibleness,ignorance
1,sensibleness,ineptness
0,sensile,insusceptible
1,sensile,obstinate
0,sensitivity,unconsciousness
1,sensitivity,apathy
0,sensorium,
1,sensorium,
0,sensualism,
1,sensualism,
0,sensualist,puritan
1,sensualist,
0,sensuality,
1,sensuality,
0,sentence,encouragement
1,sentence,indecision
0,sentience,disregard
1,sentience,ignorance
0,sentient,
1,sentient,
0,sentimentalism,
1,sentimentalism,
0,sentimentality,
1,sentimentality,
0,sentry,
1,sentry,
0,separation,connection
1,separation,juncture
0,separatism,attachment
1,separatism,connection
0,separatist,
1,separatist,
0,sepia,
1,sepia,
0,sepsis,
1,sepsis,
0,septuagint,
1,septuagint,
0,septuplicate,
1,septuplicate,
0,sepulture,
1,sepulture,
0,sequacity,
1,sequacity,
0,sequel,beginning
1,sequel,commencement
0,sequela,causes
1,sequela,
0,sequelae,causes
1,sequelae,
0,sequence,interruption
1,sequence,stoppage
0,sequester,lay bare
1,sequester,reveal
0,sequestrate,combine
1,sequestrate,desegregate
0,sequestration,togetherness
1,sequestration,
0,sequin,
1,sequin,
0,sequitur,indecision
1,sequitur,beginning
0,seraglio,
1,seraglio,
0,serai,
1,serai,
0,serape,
1,serape,
0,seraph,bad
1,seraph,sinful
0,seraphim,
1,seraphim,
0,serendipity,bad fortune
1,serendipity,bad luck
0,serene,agitated
1,serene,annoyed
0,serenity,agitation
1,serenity,disruption
0,serfage,freedom
1,serfage,independence
0,serfdom,entertainment
1,serfdom,freedom
0,sergeant,
1,sergeant,
0,serialist,
1,serialist,
0,seriate,broken
1,seriate,discontinuous
0,series,individual
1,series,disorder
0,serin,
1,serin,
0,sermon,
1,sermon,
0,sermonizer,layman
1,sermonizer,layperson
0,serpent,
1,serpent,
0,serpentiform,
1,serpentiform,
0,serpentine,straight
1,serpentine,
0,serrate,
1,serrate,
0,serration,
1,serration,
0,serriform,smooth
1,serriform,
0,serrulate,smooth
1,serrulate,
0,serum,
1,serum,
0,servant,master
1,servant,
0,server,master
1,server,
0,service,hindrance
1,service,hurt
0,serviceability,damage
1,serviceability,difficulty
0,serviceableness,insignificance
1,serviceableness,loss
0,serviceman,ally
1,serviceman,assistant
0,serviette,
1,serviette,
0,servile,aggressive
1,servile,dominant
0,servility,entertainment
1,servility,freedom
0,servitor,
1,servitor,
0,servitude,mastery
1,servitude,
0,session,
1,session,
0,sestina,prose
1,sestina,
0,sestine,prose
1,sestine,
0,setback,advance
1,setback,advantage
0,setoff,debt
1,setoff,disadvantage
0,seton,
1,seton,
0,setout,concealed
1,setout,covered
0,settee,
1,settee,
0,settlement,disagreement
1,settlement,misunderstanding
0,settler,
1,settler,
0,setup,disorganization
1,setup,
0,severance,attachment
1,severance,closing
0,severity,gentility
1,severity,kindness
0,sew,separate
1,sew,unfasten
0,sewage,possessions
1,sewage,sense
0,sewer,
1,sewer,
0,sewerage,
1,sewerage,
0,sewn,
1,sewn,
0,sex,abstention
1,sex,chastity
0,sexless,
1,sexless,
0,sextet,fraction
1,sextet,individual
0,sextuplet,
1,sextuplet,
0,sexuality,disgust
1,sexuality,dislike
0,sexy,distasteful
1,sexy,disgusting
0,sh,poor health
1,sh,
0,shackle,
1,shackle,
0,shade,light
1,shade,lightness
0,shadiness,artlessness
1,shadiness,constancy
0,shadow,brightness
1,shadow,light
0,shaft,
1,shaft,
0,shag,together
1,shag,
0,shagreen,
1,shagreen,
0,shah,
1,shah,
0,shake,steady
1,shake,
0,shaker,foot
1,shaker,
0,shale,
1,shale,
0,shallow,full
1,shallow,raised
0,shalom,adios
1,shalom,au revoir
0,sham,authentic
1,sham,genuine
0,shaman,
1,shaman,
0,shamanism,
1,shamanism,
0,shamanist,
1,shamanist,
0,shame,approval
1,shame,esteem
0,shameless,afraid
1,shameless,careful
0,shamer,authentic
1,shamer,genuine
0,shammy,
1,shammy,
0,shampoo,
1,shampoo,
0,shanghai,free
1,shanghai,give
0,shanghaier,
1,shanghaier,
0,shanty,
1,shanty,
0,shape,difference
1,shape,reality
0,shapeless,formed
1,shapeless,proportioned
0,shapeliness,crudeness
1,shapeliness,inelegance
0,shaper,
1,shaper,
0,share,whole
1,share,entirety
0,shareholder,
1,shareholder,
0,sharer,enemy
1,sharer,manager
0,shark,blunt
1,shark,dull
0,sharpie,
1,sharpie,
0,sharps,heedlessness
1,sharps,ignorance
0,sharpshooter,
1,sharpshooter,
0,shatter,aid
1,shatter,assist
0,shatterproof,breakable
1,shatterproof,delicate
0,shattery,firm
1,shattery,flexible
0,shave,mend
1,shave,sew
0,shawl,
1,shawl,
0,shay,
1,shay,
0,shear,
1,shear,
0,sheath,
1,sheath,
0,sheepherder,
1,sheepherder,
0,sheeplike,disloyal
1,sheeplike,disobedient
0,sheer,sloping
1,sheer,horizontal
0,sheet,
1,sheet,
0,sheik,
1,sheik,
0,shell,core
1,shell,center
0,shellac,lose
1,shellac,
0,shellback,
1,shellback,
0,shelter,brightness
1,shelter,light
0,shelve,continue
1,shelve,go
0,shepherd,
1,shepherd,
0,shepherdess,
1,shepherdess,
0,sherbet,
1,sherbet,
0,sheriff,
1,sheriff,
0,shibboleth,
1,shibboleth,
0,shield,
1,shield,
0,shift,idleness
1,shift,sameness
0,shiftless,
1,shiftless,
0,shill,antagonist
1,shill,boss
0,shimmer,darkness
1,shimmer,dullness
0,shimmy,
1,shimmy,
0,shinbone,
1,shinbone,
0,shindig,
1,shindig,
0,shine,darkness
1,shine,dullness
0,shiner,
1,shiner,
0,shingle,
1,shingle,
0,shinty,
1,shinty,
0,shiny,dull
1,shiny,matte
0,shipload,
1,shipload,
0,shipment,whole
1,shipment,
0,shipping,
1,shipping,
0,shipshape,
1,shipshape,
0,shipwreck,
1,shipwreck,
0,shipyard,
1,shipyard,
0,shire,
1,shire,
0,shirk,confront
1,shirk,encounter
0,shirker,hard worker
1,shirker,
0,shirt,
1,shirt,
0,shiv,
1,shiv,
0,shiver,
1,shiver,fix
0,shivery,
1,shivery,
0,shoal,
1,shoal,
0,shoaler,full
1,shoaler,raised
0,shoat,
1,shoat,
0,shock,calm
1,shock,calmness
0,shocker,
1,shocker,
0,shod,exposed
1,shod,naked
0,shoddiness,strength
1,shoddiness,
0,shoe,
1,shoe,
0,shoelace,
1,shoelace,
0,shoeless,shod
1,shoeless,
0,shoemaker,
1,shoemaker,
0,shoer,
1,shoer,
0,shone,darken
1,shone,dull
0,shoo,
1,shoo,
0,shoofly,
1,shoofly,
0,shoot,bear
1,shoot,create
0,shooter,
1,shooter,
0,shop,
1,shop,
0,shophar,
1,shophar,
0,shopkeeper,customer
1,shopkeeper,
0,shoplifter,
1,shoplifter,
0,shopper,manager
1,shopper,marketer
0,shopping,
1,shopping,
0,shoptalk,standard
1,shoptalk,quiet
0,shorer,center
1,shorer,interior
0,shortage,abundance
1,shortage,enough
0,shortchange,
1,shortchange,
0,shortfall,abundance
1,shortfall,enough
0,shorthand,
1,shorthand,
0,shot,
1,shot,
0,shotgun,
1,shotgun,
0,shout,seriousness
1,shout,whimper
0,shouter,
1,shouter,
0,shove,discourage
1,shove,dissuade
0,shovel,
1,shovel,
0,show,dullness
1,show,concealment
0,showboat,concealment
1,showboat,hiding
0,showcase,
1,showcase,
0,showdown,agreement
1,showdown,peacemaking
0,shower,
1,shower,
0,showery,dry
1,showery,
0,showmanship,tragedy
1,showmanship,comedy
0,showroom,
1,showroom,
0,showup,depart
1,showup,go
0,showy,inferior
1,showy,modest
0,shrew,
1,shrew,
0,shriek,
1,shriek,
0,shrieker,
1,shrieker,
0,shrieky,
1,shrieky,
0,shrift,happiness
1,shrift,joy
0,shrill,calm
1,shrill,low
0,shrine,
1,shrine,
0,shrinkage,enlargement
1,shrinkage,expansion
0,shrivel,bloom
1,shrivel,develop
0,shroud,brightness
1,shroud,light
0,shrub,
1,shrub,
0,shrug,repose
1,shrug,rest
0,shucker,consequential
1,shucker,important
0,shunt,aid
1,shunt,allow
0,shush,agitate
1,shush,allow
0,shutoff,
1,shutoff,
0,shutout,something
1,shutout,
0,shutter,
1,shutter,
0,shy,aggressive
1,shy,bold
0,shyster,
1,shyster,
0,sibilance,
1,sibilance,
0,sibilant,
1,sibilant,
0,sibling,
1,sibling,
0,sibyl,
1,sibyl,
0,sick,healthy
1,sick,perfect
0,sickle,
1,sickle,
0,sickness,good health
1,sickness,health
0,sickroom,
1,sickroom,
0,side,chief
1,side,direct
0,sidearm,
1,sidearm,
0,sideboard,
1,sideboard,
0,sideline,profession
1,sideline,vocation
0,sider,chief
1,sider,direct
0,sidesplitter,
1,sidesplitter,
0,sidetrack,continue
1,sidetrack,keep
0,sidewalk,
1,sidewalk,
0,sideward,centered
1,sideward,central
0,sidewise,centered
1,sidewise,central
0,sie,
1,sie,
0,siege,beginning
1,siege,opening
0,sierra,depression
1,sierra,crevasse
0,siesta,
1,siesta,
0,sift,combine
1,sift,adulterate
0,sighter,
1,sighter,
0,sightless,
1,sightless,
0,sigil,
1,sigil,
0,sign,obscurity
1,sign,
0,signation,
1,signation,
0,signature,
1,signature,
0,signboard,
1,signboard,
0,signer,
1,signer,
0,signet,
1,signet,
0,significance,exterior
1,significance,exteriority
0,significancy,
1,significancy,
0,signification,
1,signification,
0,significatory,
1,significatory,
0,signpost,
1,signpost,
0,silage,
1,silage,
0,silence,agitation
1,silence,clamor
0,silhouette,brightness
1,silhouette,light
0,silicone,
1,silicone,
0,silk,
1,silk,
0,silker,dull
1,silker,harsh
0,silky,dull
1,silky,harsh
0,sill,
1,sill,
0,silliness,sense
1,silliness,sensibleness
0,silo,
1,silo,
0,silt,
1,silt,
0,silva,
1,silva,
0,silver,black
1,silver,dark
0,silversmith,
1,silversmith,
0,silverware,
1,silverware,
0,silvery,
1,silvery,
0,similarity,clash
1,similarity,difference
0,simile,dissimilarity
1,simile,
0,similitude,difference
1,similitude,dissimilarity
0,simoom,
1,simoom,
0,simper,
1,simper,
0,simpleness,
1,simpleness,
0,simpler,abstruse
1,simpler,complex
0,simpleton,brain
1,simpleton,genius
0,simplicity,complexity
1,simplicity,complication
0,simplification,complication
1,simplification,misunderstanding
0,simulacre,
1,simulacre,
0,simulate,
1,simulate,destroy
0,simulation,difference
1,simulation,original
0,simulcast,
1,simulcast,
0,simultaneity,
1,simultaneity,
0,sin,advantage
1,sin,good
0,sincerity,dishonesty
1,sincerity,falsehood
0,sinecure,
1,sinecure,
0,sinew,disability
1,sinew,impotence
0,sinfonietta,
1,sinfonietta,
0,singe,freeze
1,singe,
0,singleness,
1,singleness,
0,singler,common
1,singler,general
0,singleton,abstract
1,singleton,inanimate
0,singularity,conformity
1,singularity,normalcy
0,singularness,likeness
1,singularness,normality
0,singultus,
1,singultus,
0,sinister,auspicious
1,sinister,good
0,sink,ascend
1,sink,go up
0,sinkage,increase
1,sinkage,rise
0,sinker,
1,sinker,
0,sinking,
1,sinking,
0,sinless,sinful
1,sinless,wicked
0,sinner,
1,sinner,
0,sinter,assets
1,sinter,possessions
0,sinuate,
1,sinuate,
0,sinus,solid
1,sinus,
0,sir,madam
1,sir,
0,sirdar,
1,sirdar,
0,sire,
1,sire,
0,siren,
1,siren,
0,sirocco,
1,sirocco,
0,sis,enemy
1,sis,foe
0,sissiness,
1,sissiness,
0,sister,
1,sister,
0,sisterhood,brotherhood
1,sisterhood,
0,sit,depart
1,sit,move
0,site,unemployment
1,site,
0,sitter,
1,sitter,
0,situate,confuse
1,situate,unsettle
0,situation,
1,situation,
0,sizableness,
1,sizableness,
0,size,
1,size,
0,sizz,swallow
1,sizz,
0,skate,
1,skate,
0,skeleton,carcass
1,skeleton,
0,skepticism,belief
1,skepticism,certainty
0,skerry,
1,skerry,
0,skew,straighten
1,skew,
0,skid,
1,skid,
0,skill,clumsiness
1,skill,ignorance
0,skillet,
1,skillet,
0,skin,core
1,skin,center
0,skinflint,
1,skinflint,
0,skinniness,
1,skinniness,
0,skip,stand
1,skip,stay
0,skipper,
1,skipper,
0,skirl,
1,skirl,
0,skirr,face
1,skirr,land
0,skirt,center
1,skirt,inside
0,skit,
1,skit,
0,skitter,face
1,skitter,stand
0,skittle,
1,skittle,
0,skiver,
1,skiver,
0,skulk,confront
1,skulk,encounter
0,skulker,aggressor
1,skulker,hero
0,skullcap,
1,skullcap,
0,skunk,
1,skunk,
0,sky,earth
1,sky,ocean
0,skylark,seriousness
1,skylark,solemnity
0,skyrocket,decrease
1,skyrocket,lessen
0,skyward,below
1,skyward,beneath
0,slab,whole
1,slab,
0,slack,active
1,slack,intelligent
0,slacker,hard worker
1,slacker,
0,slackness,accomplishment
1,slackness,achievement
0,slag,
1,slag,
0,slam,failure
1,slam,loss
0,slander,approval
1,slander,commendation
0,slanderer,
1,slanderer,
0,slanguage,standard
1,slanguage,quiet
0,slank,
1,slank,
0,slantwise,
1,slantwise,
0,slap,
1,slap,
0,slapdash,
1,slapdash,
0,slash,combine
1,slash,unite
0,slate,
1,slate,
0,slater,
1,slater,
0,slather,reveal
1,slather,uncover
0,slaughter,birth
1,slaughter,
0,slaughterer,
1,slaughterer,
0,slaughterhouse,
1,slaughterhouse,
0,slaver,
1,slaver,
0,slay,bear
1,slay,create
0,slayer,
1,slayer,
0,sledge,
1,sledge,
0,sleeker,dull
1,sleeker,raised
0,sleekness,darkness
1,sleekness,dullness
0,sleeky,
1,sleeky,
0,sleeper,
1,sleeper,
0,sleepless,
1,sleepless,
0,sleepy,active
1,sleepy,alert
0,sleet,water
1,sleet,
0,sleety,hot
1,sleety,mild
0,slender,big
1,slender,chubby
0,slenderness,strength
1,slenderness,coarseness
0,sleuth,
1,sleuth,
0,sleuthhound,
1,sleuthhound,
0,slew,individual
1,slew,lack
0,slice,whole
1,slice,
0,slicker,
1,slicker,
0,slickness,artlessness
1,slickness,frankness
0,slide,ascend
1,slide,discourage
0,slighty,gullible
1,slighty,kind
0,slim,gain
1,slim,
0,slime,
1,slime,
0,slimness,freedom
1,slimness,
0,slink,
1,slink,
0,slinky,
1,slinky,
0,slip,correction
1,slip,perfection
0,slipback,develop
1,slipback,fight
0,slipover,
1,slipover,
0,slippery,dry
1,slippery,safe
0,slipshod,careful
1,slipshod,neat
0,slipshoe,
1,slipshoe,
0,slit,closing
1,slit,closure
0,slither,
1,slither,
0,sliver,whole
1,sliver,
0,sloe,bright
1,sloe,sunny
0,slog,tiptoe
1,slog,be lazy
0,sloop,
1,sloop,
0,slope,upgrade
1,slope,evenness
0,slosh,
1,slosh,
0,slot,
1,slot,
0,slovenliness,
1,slovenliness,
0,slowdown,increase
1,slowdown,rise
0,slowpoke,
1,slowpoke,
0,sludge,
1,sludge,
0,slue,advance
1,slue,ascend
0,slug,praise
1,slug,tap
0,slugger,
1,slugger,
0,sluice,
1,sluice,
0,slum,
1,slum,
0,slumbery,
1,slumbery,
0,slump,ascent
1,slump,increase
0,slung,destroy
1,slung,finish
0,slunk,
1,slunk,
0,slurp,abstain
1,slurp,
0,slush,
1,slush,
0,slut,
1,slut,
0,slyly,
1,slyly,
0,slyness,artlessness
1,slyness,constancy
0,smack,indirectly
1,smack,
0,smacker,
1,smacker,
0,smalltime,
1,smalltime,
0,smarmy,
1,smarmy,
0,smarten,
1,smarten,
0,smarty,
1,smarty,
0,smash,accomplishment
1,smash,building
0,smasher,failing
1,smasher,
0,smashup,
1,smashup,
0,smatter,many
1,smatter,much
0,smatterer,
1,smatterer,
0,smaze,
1,smaze,
0,smearcase,
1,smearcase,
0,smell,odor
1,smell,perfume
0,smeller,
1,smeller,
0,smidge,lot
1,smidge,entirety
0,smidgen,lot
1,smidgen,entirety
0,smile,frown
1,smile,glower
0,smirch,beautify
1,smirch,clean
0,smirk,
1,smirk,
0,smit,aid
1,smit,assist
0,smite,aid
1,smite,assist
0,smith,apprentice
1,smith,unskilled worker
0,smock,
1,smock,
0,smog,
1,smog,
0,smoker,
1,smoker,
0,smokestack,domestic
1,smokestack,
0,smoky,clean
1,smoky,clear
0,smooch,
1,smooch,
0,smoothen,roughen
1,smoothen,jag
0,smoothness,
1,smoothness,
0,smorgasbord,
1,smorgasbord,
0,smote,aid
1,smote,assist
0,smudge,cleanliness
1,smudge,
0,smug,humble
1,smug,modest
0,smuggle,
1,smuggle,
0,smuggler,
1,smuggler,
0,smut,purity
1,smut,
0,smutch,blank
1,smutch,clarity
0,snack,banquet
1,snack,feast
0,snaffle,
1,snaffle,
0,snail,
1,snail,
0,snaillike,active
1,snaillike,complex
0,snakelike,straight
1,snakelike,
0,snaky,forthright
1,snaky,honest
0,snapback,
1,snapback,
0,snare,frankness
1,snare,honesty
0,snarl,arrangement
1,snarl,calm
0,snatch,whole
1,snatch,
0,sneak,
1,sneak,
0,sneaker,
1,sneaker,
0,sneakiness,artlessness
1,sneakiness,constancy
0,sneer,compliment
1,sneer,praise
0,sneerer,believer
1,sneerer,optimist
0,sneeze,
1,sneeze,
0,sneezer,
1,sneezer,
0,snicker,praise
1,snicker,
0,snide,kind
1,snide,nice
0,sniff,
1,sniff,
0,sniffle,
1,sniffle,
0,snifter,
1,snifter,
0,snigger,admire
1,snigger,applaud
0,snipe,
1,snipe,
0,sniper,
1,sniper,
0,snippet,whole
1,snippet,
0,snippety,
