Column2,Column1,word,type,v1,v2,v3,v4,v5,반의어,v6,동의어
1668,1866,selfwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1669,1867,sellenders,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1670,1870,semen,NNS,정액(精液),정액(精液),정액(精液),정액(精液),정액,,정액,#NUM!
1671,1871,semichannel,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1672,1872,semilens,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1673,1873,seminomata,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1674,1874,semisimple,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1675,1875,semitropics,NNS,pl. 아열대 지방(subtropics),pl. 아열대 지방(subtropics),pl. 아열대 지방(subtropics),pl. 아열대 지방(subtropics),pl. 아열대 지방,,pl. 아열대 지방,#NUM!
1676,1876,senatrices,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1677,1877,sensibilia,NNS,[철학]  pl. 지각[감지] 되는 것,  pl,  pl,  pl,pl,,pl,#NUM!
1678,1878,sensifics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1679,1879,sensilia,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1680,1880,sentinel,NNS,"[문예체]  보초병, 감시병 (=sentry)  ","  보초병, 감시병 (=sentry)  ","  보초병, 감시병 (=sentry)  ","  보초병, 감시병 (=sentry)  ","보초병, 감시병 ",,"보초병, 감시병 ",#NUM!
1681,1881,separates,NNS,"  (상의, 바지, 치마 등이 한 벌로 되어 있지 않고) 각각 따로 입을 수 있는 옷  ","(상의, 바지, 치마 등이 한 벌로 되어 있지 않고) 각각 따로 입을 수 있는 옷  ","(상의, 바지, 치마 등이 한 벌로 되어 있지 않고) 각각 따로 입을 수 있는 옷  ","(상의, 바지, 치마 등이 한 벌로 되어 있지 않고) 각각 따로 입을 수 있는 옷  ", 각각 따로 입을 수 있는 옷,, 각각 따로 입을 수 있는 옷,#NUM!
1682,1882,seps,NNS,[동물]  (사지가 퇴화한) 도마뱀,  (사지가 퇴화한) 도마뱀,  (사지가 퇴화한) 도마뱀,  (사지가 퇴화한) 도마뱀, 도마뱀,, 도마뱀,#NUM!
1683,1883,sequestratrices,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1684,1884,sermonics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1685,1885,serotherapeutics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1686,1886,serpentize,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1687,1889,sextans,NNS,[천문]  육분의 자리(the Sextant)(바다뱀 자리(Hydra)와 사자 자리(Leo) 사이에 있는 별자리).,Longer,Longer,Longer,Longer,,Longer,#NUM!
1688,1890,shakers,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1689,1891,shallows,NNS,(강·바다의) 얕은 곳,(강·바다의) 얕은 곳,(강·바다의) 얕은 곳,(강·바다의) 얕은 곳, 얕은 곳,, 얕은 곳,#NUM!
1690,1892,shankings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1691,1893,shaps,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1692,1894,shavings,NNS,"  (대패 등으로) 깎아 낸 부스러기, 대팻밥  ","(대패 등으로) 깎아 낸 부스러기, 대팻밥  ","(대패 등으로) 깎아 낸 부스러기, 대팻밥  ","(대패 등으로) 깎아 낸 부스러기, 대팻밥  "," 깎아 낸 부스러기, 대팻밥",," 깎아 낸 부스러기, 대팻밥",#NUM!
1693,1895,shearwaters,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1694,1896,sheetways,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1695,1897,sherryvallies,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1696,1898,shies,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1697,1899,shingles,NNS,대상 포진(帶狀疱疹),대상 포진(帶狀疱疹),대상 포진(帶狀疱疹),대상 포진(帶狀疱疹),대상 포진,,대상 포진,#NUM!
1698,1900,shipwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1699,1901,shivereens,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1700,1902,shoddywards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1701,1903,shorewards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1702,1906,shrapnel,NNS,(포탄의) 파편,(포탄의) 파편,(포탄의) 파편,(포탄의) 파편, 파편,, 파편,#NUM!
1703,1907,shrups,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1704,1908,shuckins,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1705,1909,shucks,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1706,1911,sibbens,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1707,1912,sidebones,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1708,1913,sidelings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1709,1914,sides,NNS,[축산학]  반도체      2.,  반도체      2,  반도체      2,  반도체      2,반도체 2,,반도체 2,#NUM!
1710,1915,sidewards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1711,1916,sievings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1712,1917,signaletics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1713,1919,siliquae,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1714,1920,silkworks,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1715,1921,silvics,NNS,pl. [단수 취급] 삼림 생태학 ((나무와 그 환경에 대한 학문)),pl. [단수 취급] 삼림 생태학 ((나무와 그 환경에 대한 학문)),pl. [단수 취급] 삼림 생태학 ((나무와 그 환경에 대한 학문)),pl. [단수 취급] 삼림 생태학 ((나무와 그 환경에 대한 학문)),pl.  삼림 생태학 ,,pl.  삼림 생태학 ,#NUM!
1716,1922,simnel,NNS,[영]  프루트 케이크 ((크리스마스 등에 만드는)),  프루트 케이크 ((크리스마스 등에 만드는)),  프루트 케이크 ((크리스마스 등에 만드는)),  프루트 케이크 ((크리스마스 등에 만드는)),프루트 케이크 ,,프루트 케이크 ,#NUM!
1717,1923,sinewy,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1718,1924,singles,NNS,(=SINGLE),(=SINGLE),(=SINGLE),(=SINGLE),,,,#NUM!
1719,1925,singlings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1720,1926,siruelas,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1721,1927,sithens,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1722,1928,skeenyie,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1723,1929,skeesicks,NNS,"[미·속어]  부랑자, 깡패(rascal)  ","  부랑자, 깡패(rascal)  ","  부랑자, 깡패(rascal)  ","  부랑자, 깡패(rascal)  ","부랑자, 깡패",,"부랑자, 깡패",#NUM!
1724,1930,skewings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1725,1931,skies,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1726,1932,skilts,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1727,1934,skivvies,NNS,[英 비격식]  하녀      2.,  하녀      2,  하녀      2,  하녀      2,하녀 2,,하녀 2,#NUM!
1728,1935,skywards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1729,1936,slateworks,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1730,1938,slithers,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1731,1939,slobberchops,NNS,SLOBBERER.,SLOBBERER.,SLOBBERER.,SLOBBERER.,SLOBBERER.,,SLOBBERER.,#NUM!
1732,1940,slobbers,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1733,1941,slogan,NNS,"  구호, 슬로건  ","구호, 슬로건  ","구호, 슬로건  ","구호, 슬로건  ","구호, 슬로건",,"구호, 슬로건",#NUM!
1734,1942,slopeways,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1735,1943,slops,NNS,[패션용어]  슬롭,  슬롭,  슬롭,  슬롭,슬롭,,슬롭,#NUM!
1736,1944,sluggardry,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1737,1945,sluggy,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1738,1947,smalls,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1739,1948,smalts,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1740,1949,smirkle,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1741,1950,smokables,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1742,1951,smokefarthings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1743,1952,snaffles,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1744,1953,snails,NNS,[동물학]  복족류,  복족류,  복족류,  복족류,복족류,,복족류,#NUM!
1745,1955,snuffers,NNS,"  pl, (양초의) 심지 자르는 가위  ","pl, (양초의) 심지 자르는 가위  ","pl, (양초의) 심지 자르는 가위  ","pl, (양초의) 심지 자르는 가위  ","pl,  심지 자르는 가위",,"pl,  심지 자르는 가위",#NUM!
1746,1956,soaplees,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1747,1958,soboles,NNS,[농업]  횡주근경(橫走根莖),  횡주근경(橫走根莖),  횡주근경(橫走根莖),  횡주근경(橫走根莖),횡주근경,,횡주근경,#NUM!
1748,1959,socionomics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1749,1960,solaristics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1750,1961,soldierize,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1751,1962,soleas,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1752,1963,soloecophanes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1753,1964,somatics,NNS,소마틱스((근육의 움직임을 의식하고 수의적으로 통제함으로써 몸을 회복하는 운동법)),소마틱스((근육의 움직임을 의식하고 수의적으로 통제함으로써 몸을 회복하는 운동법)),소마틱스((근육의 움직임을 의식하고 수의적으로 통제함으로써 몸을 회복하는 운동법)),소마틱스((근육의 움직임을 의식하고 수의적으로 통제함으로써 몸을 회복하는 운동법)),소마틱스,,소마틱스,#NUM!
1754,1965,somers,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1755,1966,someways,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1756,1967,somewhiles,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1757,1968,sons,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1758,1969,sorn,NNS,"  남을 대접하는 데 편승하다(impose on another's hospitality), (남에게 우정이나 관대함을 요구하여) 음식물(숙소 따위)...      2.    ",Longer,Longer,Longer,Longer,,Longer,#NUM!
1759,1970,souffle,NNS,[병리]  (청진할 때 들리는 각 기관의) 잡음,  (청진할 때 들리는 각 기관의) 잡음,  (청진할 때 들리는 각 기관의) 잡음,  (청진할 때 들리는 각 기관의) 잡음, 잡음,, 잡음,#NUM!
1760,1971,soundheartednes,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1761,1972,sowans,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1762,1973,sowdones,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1763,1974,sowins,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1764,1975,spadices,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1765,1976,spaghetti,NNS,스파게티,스파게티,스파게티,스파게티,스파게티,,스파게티,#NUM!
1766,1979,speakies,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1767,1980,species,NNS,종(種: 생물 분류의 기초 단위),종(種: 생물 분류의 기초 단위),종(種: 생물 분류의 기초 단위),종(種: 생물 분류의 기초 단위),종,,종,#NUM!
1768,1982,speckle,NNS,작은 반점,작은 반점,작은 반점,작은 반점,작은 반점,,작은 반점,#NUM!
1769,1983,specks,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1770,1984,spectacles,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1771,1985,speculatrices,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1772,1986,spermaturia,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1773,1987,sphacelia,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1774,1989,sphinges,NNS,"  스핑크스 상(사람 머리에 엎드려 있는 사자 형상의 몸을 한 고대 이집트 석상), (고대 그리스 신화의) 스핑크스  ",Longer,Longer,Longer,Longer,,Longer,#NUM!
1775,1990,sphragistics,NNS,pl. [단수 취급] 인장학(印章學),pl. [단수 취급] 인장학(印章學),pl. [단수 취급] 인장학(印章學),pl. [단수 취급] 인장학(印章學),pl.  인장학,,pl.  인장학,#NUM!
1776,1993,spinel,NNS,"[광물]  첨정석(尖晶石), 스피넬  ","  첨정석(尖晶石), 스피넬  ","  첨정석(尖晶石), 스피넬  ","  첨정석(尖晶石), 스피넬  ","첨정석, 스피넬",,"첨정석, 스피넬",#NUM!
1777,1994,splanchnomegalia,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1778,1995,splenomegalia,NNS,[병리]  비장 비대증,  비장 비대증,  비장 비대증,  비장 비대증,비장 비대증,,비장 비대증,#NUM!
1779,1996,spoken,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1780,1997,spondulics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1781,1998,spondylotherapeutics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1782,1999,spoonways,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1783,2000,sporades,NNS,"  스포라데스 제도: 에게 해에 있는 그리스령(領) 군도, 그리스의 동쪽 연안 난바다에 있는 북(北)스포라데스 제도(Northern Sporades)와 소아시아의 동서 연안 난바다에 있는 남스포라데스 제도(Southern Sporades) (Dodecanese제도를 ...  ",Longer,Longer,Longer,Longer,,Longer,#NUM!
1784,2001,sports,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1785,2002,spraints,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1786,2003,spurrings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1787,2004,squeamy,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1788,2005,stabilify,NNS,"  안정, 안정성[감] (↔instability)  ","안정, 안정성[감] (↔instability)  ","안정, 안정성[감] (↔instability)  ","안정, 안정성[감] (↔instability)  ","안정, 안정성 ",,"안정, 안정성 ",#NUM!
1789,2006,stablewards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1790,2007,staggers,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1791,2008,stamen,NNS,[전문 용어]  (꽃의) 수술,  (꽃의) 수술,  (꽃의) 수술,  (꽃의) 수술, 수술,, 수술,#NUM!
1792,2009,standelwelks,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1793,2010,stapes,NNS,[해부]  (중이(中耳)의) 등골(?骨),  (중이(中耳)의) 등골(?骨),  (중이(中耳)의) 등골(?骨),  (중이(中耳)의) 등골(?骨),,,,#NUM!
1794,2011,staphisagria,NNS,"[화학]  델피닌 C 33 H₄? NO? : 제비고깔속(屬)의 여러 가지 종류, 특히 Delphinium staphisagria의 씨에서 추출되는 알칼로이드; 유독; 신경통·류머티즘의 치료에 쓰인다.  ",Longer,Longer,Longer,Longer,,Longer,#NUM!
1795,2012,starchworks,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1796,2013,starets,NNS,(동방 교회의) 교리 강사,(동방 교회의) 교리 강사,(동방 교회의) 교리 강사,(동방 교회의) 교리 강사, 교리 강사,, 교리 강사,#NUM!
1797,2014,starlights,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1798,2015,stases,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1799,2016,statics,NNS,[물리]  정역학(靜力學)      2.,  정역학(靜力學)      2,  정역학(靜力學)      2,  정역학(靜力學)      2,정역학 2,,정역학 2,#NUM!
1800,2018,stavers,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1801,2019,stays,NNS,[패션용어]  스테이스,  스테이스,  스테이스,  스테이스,스테이스,,스테이스,#NUM!
1802,2020,stemmata,NNS,[농생물학]  홑눈무리,  홑눈무리,  홑눈무리,  홑눈무리,홑눈무리,,홑눈무리,#NUM!
1803,2021,stemwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1804,2022,stereophysics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1805,2023,stereostatics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1806,2024,sterics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1807,2025,sterigmata,NNS,[농화학]  경자(梗子),  경자(梗子),  경자(梗子),  경자(梗子),경자,,경자,#NUM!
1808,2026,sternways,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1809,2027,stickers,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1810,2029,stipes,NNS,"  [동물] 접교절(蝶咬節), 안병(眼柄)  ","[동물] 접교절(蝶咬節), 안병(眼柄)  ","[동물] 접교절(蝶咬節), 안병(眼柄)  ","[동물] 접교절(蝶咬節), 안병(眼柄)  ", 접교절,, 접교절,#NUM!
1811,2030,stocks,NNS,[농업]  주식(株式),  주식(株式),  주식(株式),  주식(株式),주식,,주식,#NUM!
1812,2031,stomata,NNS,stoma의 복수형.,stoma의 복수형.,stoma의 복수형.,stoma의 복수형.,stoma의 복수형.,,stoma의 복수형.,#NUM!
1813,2032,stomatorrhagia,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1814,2033,stownlins,NNS,"[스코틀랜드]  몰래, 슬그머니(secretly, stealthily).  ","  몰래, 슬그머니(secretly, stealthily)","  몰래, 슬그머니(secretly, stealthily)","  몰래, 슬그머니(secretly, stealthily)","몰래, 슬그머니",,"몰래, 슬그머니",#NUM!
1815,2034,straddleways,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1816,2035,stradlings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1817,2036,straightforwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1818,2037,straightwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1819,2038,straightways,NNS,[美]  (=straight n. (2)),  (=straight n,  (=straight n,  (=straight n,(=straight n,,(=straight n,#NUM!
1820,2039,strangles,NNS,"  pl. [보통 단수 취급] [수의학] (말 등의) 선역(腺疫), 전염성 카타르; 디스템퍼(distemper)  ",Longer,Longer,Longer,Longer,,Longer,#NUM!
1821,2040,strategetics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1822,2042,streets,NNS,"  (Abbr.) St, st. 거리, 도로, -가(街) (→backstreet, high street, side street)  ",Longer,Longer,Longer,Longer,,Longer,#NUM!
1823,2043,strideways,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1824,2044,stridlins,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1825,2045,strigiles,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1826,2046,stroppings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1827,2047,stylistics,NNS,문체론,문체론,문체론,문체론,문체론,,문체론,#NUM!
1828,2048,subbrachycephaly,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1829,2049,subfacies,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1830,2050,subgens,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1831,2051,subheadquarters,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1832,2052,subindices,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1833,2053,subpanel,NNS,[토목공학]  부격간(副格間),  부격간(副格間),  부격간(副格間),  부격간(副格間),부격간,,부격간,#NUM!
1834,2054,subseries,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1835,2055,subspecies,NNS,"[생물]  아종(亞種), 변종(變種)  ","  아종(亞種), 변종(變種)  ","  아종(亞種), 변종(變種)  ","  아종(亞種), 변종(變種)  ",아종,,아종,#NUM!
1836,2056,substrati,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1837,2057,subtropics,NNS,아열대 지방,아열대 지방,아열대 지방,아열대 지방,아열대 지방,,아열대 지방,#NUM!
1838,2058,subtrousers,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1839,2059,sudamen,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1840,2060,sugarworks,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1841,2061,sulphophthalein,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1842,2062,sulphoricinoleic,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1843,2063,summerings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1844,2065,sundries,NNS,여러 가지[잡다한] 것들,여러 가지[잡다한] 것들,여러 가지[잡다한] 것들,여러 가지[잡다한] 것들,여러 가지 것들,,여러 가지 것들,#NUM!
1845,2066,sundrops,NNS,"  바늘꽃과(科) 금달맞이꽃속(屬) Oenothera (Kneiffia)의 낮에 피는 초본, 특히 O. fruticosa.  ",Longer,Longer,Longer,Longer,,Longer,#NUM!
1846,2067,sunwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1847,2068,sunways,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1848,2070,supersedeas,NNS,[법]  소송 정지 영장,  소송 정지 영장,  소송 정지 영장,  소송 정지 영장,소송 정지 영장,,소송 정지 영장,#NUM!
1849,2071,superspecies,NNS,[작물학]  우수종(優秀種),  우수종(優秀種),  우수종(優秀種),  우수종(優秀種),우수종,,우수종,#NUM!
1850,2072,superstrata,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1851,2073,supperwards,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1852,2074,sures,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1853,2075,surroundings,NNS,환경 (=environment),환경 (=environment),환경 (=environment),환경 (=environment),환경 ,,환경 ,#NUM!
1854,2076,suspenders,NNS,[패션용어]  서스펜더즈,  서스펜더즈,  서스펜더즈,  서스펜더즈,서스펜더즈,,서스펜더즈,#NUM!
1855,2077,swaggy,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1856,2078,sweepings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1857,2079,sweepwashings,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1858,2080,swosh,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1859,2081,swounds,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1860,2082,syllogistics,NNS,SYLLOGISTIC.,SYLLOGISTIC.,SYLLOGISTIC.,SYLLOGISTIC.,SYLLOGISTIC.,,SYLLOGISTIC.,#NUM!
1861,2083,symbiotics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1862,2084,symbolics,NNS,"  pl. [단수 취급] [그리스도교] 신조론[학], 종교적 상징론; [인류] 의식(儀式)[상징] 연구  ","pl. [단수 취급] [그리스도교] 신조론[학], 종교적 상징론; [인류] 의식(儀式)[상징] 연구  ","pl. [단수 취급] [그리스도교] 신조론[학], 종교적 상징론; [인류] 의식(儀式)[상징] 연구  ","pl. [단수 취급] [그리스도교] 신조론[학], 종교적 상징론; [인류] 의식(儀式)[상징] 연구  ",pl.  연구,,pl.  연구,#NUM!
1863,2085,symptomatics,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1864,2086,synapses,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1865,2087,synchondoses,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1866,2088,synonymics,NNS,"  동의어론, 유의어론.  ","동의어론, 유의어론.  ","동의어론, 유의어론.  ","동의어론, 유의어론.  ","동의어론, 유의어론.",,"동의어론, 유의어론.",#NUM!
1867,2089,syntactics,NNS,"  pl. [단수 취급] [언어] (논리적) 구문론, 통어론; (기호론의 한 분야로서의) 구문론  ","pl. [단수 취급] [언어] (논리적) 구문론, 통어론; (기호론의 한 분야로서의) 구문론  ","pl. [단수 취급] [언어] (논리적) 구문론, 통어론; (기호론의 한 분야로서의) 구문론  ","pl. [단수 취급] [언어] (논리적) 구문론, 통어론; (기호론의 한 분야로서의) 구문론  ",pl.   구문론,,pl.   구문론,#NUM!
1868,2095,taccada,NNS,Not noun,Not noun,Not noun,Not noun,Not noun,,Not noun,#NUM!
1869,2096,tachylalia,NNS,[의학]  속어증(速語症)      2.,  속어증(速語症)      2,  속어증(速語症)      2,  속어증(速語症)      2,속어증 2,,속어증 2,#NUM!
