Column1,word,type,v1,v2,v3,유의어,v4,v5,반의어,v6,동의어
352,teensy,VBP,[구어]  (=TINY)  ,  (=TINY)  ,  (=TINY)  ,,  (=TINY)  ,,,,bitsy
353,theftproof,VBP,  도난 방지의  ,도난 방지의  ,도난 방지의  ,,도난 방지의  ,도난 방지의,,도난 방지의,NaN
354,thoracic,VBP,  가슴[흉부]의  ,가슴[흉부]의  ,가슴[흉부]의  ,,가슴[흉부]의  ,가슴의,,가슴의,NaN
355,thrummy,VBP,"  부스러기 실의[로 만든], (표면에) 보풀이 일어난  ","부스러기 실의[로 만든], (표면에) 보풀이 일어난  ","부스러기 실의[로 만든], (표면에) 보풀이 일어난  ",,"부스러기 실의[로 만든], (표면에) 보풀이 일어난  ","부스러기 실의,  보풀이 일어난",,"부스러기 실의,  보풀이 일어난",NaN
356,topazine,VBP,"  황옥[황수정]의, 벌새의.  ","황옥[황수정]의, 벌새의.  ","황옥[황수정]의, 벌새의.  ",,"황옥[황수정]의, 벌새의.  ","황옥의, 벌새의.",,"황옥의, 벌새의.",NaN
357,tortricid,VBP,  잎말이나방과의.  ,잎말이나방과의.  ,잎말이나방과의.  ,,잎말이나방과의.  ,잎말이나방과의.,,잎말이나방과의.,NaN
358,transcend,VBP,[격식]  초월하다  ,  초월하다  ,  초월하다  ,,  초월하다  ,초월하다,fail,초월하다,outstrip
359,transpose,VBP,[격식]  (순서를) 뒤바꾸다 (=reverse)      2.    ,  (순서를) 뒤바꾸다 (=reverse)      2,  (순서를) 뒤바꾸다 (=reverse)      2,,  (순서를) 뒤바꾸다 (=reverse)      2, 2,fix, 2,backtrack
360,treed,VBP,"  나무가 심어져[나] 있는, 수목이 덮여 있는[울창한](wooded), 나무 위로 쫓겨 올라간, 구두골로 형태를 조절한  ",Longer,Longer,,Longer,Longer,,Longer,
361,tridactyl,VBP,  손[발]가락이 셋 있는  ,손[발]가락이 셋 있는  ,손[발]가락이 셋 있는  ,,손[발]가락이 셋 있는  ,손가락이 셋 있는,,손가락이 셋 있는,NaN
362,tridigitate,VBP,  TRIDACTYL.  ,TRIDACTYL.  ,TRIDACTYL.  ,,TRIDACTYL.  ,TRIDACTYL.,,TRIDACTYL.,NaN
363,triradiate,VBP,"  삼방사선(三放射線)의; 삼방사형(三放射形)을 한, 삼사출상(三射出狀)의.  ","삼방사선(三放射線)의; 삼방사형(三放射形)을 한, 삼사출상(三射出狀)의.  ","삼방사선(三放射線)의; 삼방사형(三放射形)을 한, 삼사출상(三射出狀)의.  ",,"삼방사선(三放射線)의; 삼방사형(三放射形)을 한, 삼사출상(三射出狀)의.  ",삼방사선의.,,삼방사선의.,NaN
364,trochal,VBP,"[동물]  윤상(輪狀)의, 윤형(輪形)의  ","  윤상(輪狀)의, 윤형(輪形)의  ","  윤상(輪狀)의, 윤형(輪形)의  ",,"  윤상(輪狀)의, 윤형(輪形)의  ",윤상의,,윤상의,NaN
365,trollopy,VBP,"  방종한 여자 같은, 매춘부 같은.  ","방종한 여자 같은, 매춘부 같은.  ","방종한 여자 같은, 매춘부 같은.  ",,"방종한 여자 같은, 매춘부 같은.  ","방종한 여자 같은, 매춘부 같은.",,"방종한 여자 같은, 매춘부 같은.",NaN
366,varicelloid,VBP,"  수두 같은, 수두성의  ","수두 같은, 수두성의  ","수두 같은, 수두성의  ",,"수두 같은, 수두성의  ","수두 같은, 수두성의",,"수두 같은, 수두성의",NaN
367,venturesome,VBP,"[격식 또는 문예체]  모험적인, 대담한 (=daring)  ","  모험적인, 대담한 (=daring)  ","  모험적인, 대담한 (=daring)  ",,"  모험적인, 대담한 (=daring)  ","모험적인, 대담한 ",cowardly,"모험적인, 대담한 ",aggressive
368,verbose,VBP,[격식 못마땅함]  장황한 (=long-winded)  ,  장황한 (=long-winded)  ,  장황한 (=long-winded)  ,,  장황한 (=long-winded)  ,장황한 ,succinct,장황한 ,circumlocutory
369,viscoidal,VBP,  다소 점착성이 있는  ,다소 점착성이 있는  ,다소 점착성이 있는  ,,다소 점착성이 있는  ,다소 점착성이 있는,,다소 점착성이 있는,NaN
370,vorticose,VBP,  (=VORTICAL)  ,(=VORTICAL)  ,(=VORTICAL)  ,,(=VORTICAL)  ,,,,circumgyratory
371,welsh,VBP,[못마땅함 비격식]  (약속을) 어기다  ,  (약속을) 어기다  ,  (약속을) 어기다  ,,  (약속을) 어기다  , 어기다,, 어기다,NaN
372,whirry,VBP,"[스코]  서둘다, 급히 가다      2.    [타동사]  신속하게 운반하다, <가축을> 급히 몰고 가다  ","  서둘다, 급히 가다      2","  서둘다, 급히 가다      2",,"  서둘다, 급히 가다      2","서둘다, 급히 가다 2",,"서둘다, 급히 가다 2",NaN
373,winnow,VBP,"  (곡식에서 쭉정이 등을 가려내려고) 까부르다, 키질하다  ","(곡식에서 쭉정이 등을 가려내려고) 까부르다, 키질하다  ","(곡식에서 쭉정이 등을 가려내려고) 까부르다, 키질하다  ",,"(곡식에서 쭉정이 등을 가려내려고) 까부르다, 키질하다  "," 까부르다, 키질하다",," 까부르다, 키질하다",discriminate
374,winsome,VBP,"[격식]  마음을 끄는, 매력적인 (=engaging)  ","  마음을 끄는, 매력적인 (=engaging)  ","  마음을 끄는, 매력적인 (=engaging)  ",,"  마음을 끄는, 매력적인 (=engaging)  ","마음을 끄는, 매력적인 ",,"마음을 끄는, 매력적인 ",captivating
375,wrangle,VBP,  (보통 오랫동안) 언쟁을 벌이다[다투다]  ,(보통 오랫동안) 언쟁을 벌이다[다투다]  ,(보통 오랫동안) 언쟁을 벌이다[다투다]  ,,(보통 오랫동안) 언쟁을 벌이다[다투다]  , 언쟁을 벌이다,calm, 언쟁을 벌이다,bickering
376,yawny,VBP,  하품 나는[나게 하는]  ,하품 나는[나게 하는]  ,하품 나는[나게 하는]  ,,하품 나는[나게 하는]  ,하품 나는,,하품 나는,NaN
