Column1,word,type,v1,v2,v3,유의어,v4,v5,반의어,v6,동의어
352,nonrecurring,VBG,  재현하지 않는.  ,재현하지 않는.  ,재현하지 않는.  ,,재현하지 않는.  ,재현하지 않는.,,재현하지 않는.,NaN
353,nonsmoking,VBG,  금연의  ,금연의  ,금연의  ,,금연의  ,금연의,,금연의,NaN
354,nonsporting,VBG,"  사냥개의 자질이 없는, 비(非)스포츠의  ","사냥개의 자질이 없는, 비(非)스포츠의  ","사냥개의 자질이 없는, 비(非)스포츠의  ",,"사냥개의 자질이 없는, 비(非)스포츠의  ","사냥개의 자질이 없는, 비스포츠의",,"사냥개의 자질이 없는, 비스포츠의",NaN
355,nonstarting,VBG,"  (경주에서) 스타트하지 않는, 성공 가능성이 없는.  ","(경주에서) 스타트하지 않는, 성공 가능성이 없는.  ","(경주에서) 스타트하지 않는, 성공 가능성이 없는.  ",,"(경주에서) 스타트하지 않는, 성공 가능성이 없는.  "," 스타트하지 않는, 성공 가능성이 없는.",," 스타트하지 않는, 성공 가능성이 없는.",NaN
356,nonteaching,VBG,"  교육[교직]과 관계 없는, 비(非) 교직[교육, 교수]의.  ","교육[교직]과 관계 없는, 비(非) 교직[교육, 교수]의.  ","교육[교직]과 관계 없는, 비(非) 교직[교육, 교수]의.  ",,"교육[교직]과 관계 없는, 비(非) 교직[교육, 교수]의.  ",교육의.,,교육의.,NaN
357,nonterminating,VBG,"  끝이 없는, 무한의.  ","끝이 없는, 무한의.  ","끝이 없는, 무한의.  ",,"끝이 없는, 무한의.  ","끝이 없는, 무한의.",,"끝이 없는, 무한의.",NaN
358,nonthinking,VBG,"  생각[사고, 사색]하지 않는; 도리를 모르는.      2.    [명사]  생각[숙고]하지 않는 것.  ",Longer,Longer,,Longer,Longer,,Longer,NaN
359,nonvanishing,VBG,  무(無)가[영이] 되지 않는.  ,무(無)가[영이] 되지 않는.  ,무(無)가[영이] 되지 않는.  ,,무(無)가[영이] 되지 않는.  ,무가 되지 않는.,,무가 되지 않는.,NaN
360,nonvoting,VBG,"  투표하지 않는, 투표권 없는, (주식이)의결권없는  ","투표하지 않는, 투표권 없는, (주식이)의결권없는  ","투표하지 않는, 투표권 없는, (주식이)의결권없는  ",,"투표하지 않는, 투표권 없는, (주식이)의결권없는  ","투표하지 않는, 투표권 없는, 의결권없는",,"투표하지 않는, 투표권 없는, 의결권없는",NaN
361,obliging,VBG,"  (기꺼이 남을) 도와주는, 친절한 (=helpful)  ","(기꺼이 남을) 도와주는, 친절한 (=helpful)  ","(기꺼이 남을) 도와주는, 친절한 (=helpful)  ",,"(기꺼이 남을) 도와주는, 친절한 (=helpful)  ",,inconsiderate,,willing
362,offgoing,VBG,  계속 진행 중인  ,계속 진행 중인  ,계속 진행 중인  ,,계속 진행 중인  ,계속 진행 중인,coming,계속 진행 중인,departure
363,oncoming,VBG,  다가오는 (=approaching)  ,다가오는 (=approaching)  ,다가오는 (=approaching)  ,,다가오는 (=approaching)  ,다가오는 ,preceding,다가오는 ,onrushing
364,ongoing,VBG,  계속 진행 중인  ,계속 진행 중인  ,계속 진행 중인  ,,계속 진행 중인  ,계속 진행 중인,infrequent,계속 진행 중인,current
365,onrushing,VBG,"  돌진하는, 앞뒤를 헤아리지 않고 내닫는  ","돌진하는, 앞뒤를 헤아리지 않고 내닫는  ","돌진하는, 앞뒤를 헤아리지 않고 내닫는  ",,"돌진하는, 앞뒤를 헤아리지 않고 내닫는  ","돌진하는, 앞뒤를 헤아리지 않고 내닫는",preceding,"돌진하는, 앞뒤를 헤아리지 않고 내닫는",coming
366,opening,VBG,"  첫, 시작 부분의 (↔closing)  ","첫, 시작 부분의 (↔closing)  ","첫, 시작 부분의 (↔closing)  ",,"첫, 시작 부분의 (↔closing)  ","첫, 시작 부분의 ",closing,"첫, 시작 부분의 ",breach
367,outgrowing,VBG,  (옷 등에 비해 사람의 몸 등이) 너무 커져 맞지 않게 되다 (=grow out of)      2.    ,Longer,Longer,,Longer,Longer,,Longer,NaN
368,outlying,VBG,"  외딴, 외진  ","외딴, 외진  ","외딴, 외진  ",,"외딴, 외진  ","외딴, 외진",inner,"외딴, 외진",far-flung
369,outraging,VBG,  격분[격노]하게 만들다  ,격분[격노]하게 만들다  ,격분[격노]하게 만들다  ,,격분[격노]하게 만들다  ,격분하게 만들다,aid,격분하게 만들다,violence
370,outring,VBG,outring의 과거형.  ,outring의 과거형.  ,outring의 과거형.  ,,outring의 과거형.  ,outring의 과거형.,,outring의 과거형.,NaN
371,outsing,VBG,"  …보다 노래를 잘 부르다, …보다 큰 소리로 노래 부르다      2.    [자동사]  (큰 소리로) 노래 부르기 시작하다  ",Longer,Longer,,Longer,Longer,,Longer,NaN
372,outsting,VBG,  (일자리·권좌에서) 몰아내다[쫓아내다/축출하다]  ,(일자리·권좌에서) 몰아내다[쫓아내다/축출하다]  ,(일자리·권좌에서) 몰아내다[쫓아내다/축출하다]  ,,(일자리·권좌에서) 몰아내다[쫓아내다/축출하다]  , 몰아내다,, 몰아내다,NaN
373,overbearing,VBG,"[못마땅함]  고압적인, 남을 지배하려 드는 (=domineering)  ","  고압적인, 남을 지배하려 드는 (=domineering)  ","  고압적인, 남을 지배하려 드는 (=domineering)  ",,"  고압적인, 남을 지배하려 드는 (=domineering)  ","고압적인, 남을 지배하려 드는 ",humble,"고압적인, 남을 지배하려 드는 ",bossy
374,overbeating,VBG,"[못마땅함]  고압적인, 남을 지배하려 드는 (=domineering)  ","  고압적인, 남을 지배하려 드는 (=domineering)  ","  고압적인, 남을 지배하려 드는 (=domineering)  ",,"  고압적인, 남을 지배하려 드는 (=domineering)  ","고압적인, 남을 지배하려 드는 ",,"고압적인, 남을 지배하려 드는 ",NaN
375,overflowing,VBG,  넘쳐 흐르는  ,넘쳐 흐르는  ,넘쳐 흐르는  ,,넘쳐 흐르는  ,넘쳐 흐르는,,넘쳐 흐르는,abounding
376,overlying,VBG,[전문 용어]  … 위에 가로놓이다  ,  … 위에 가로놓이다  ,  … 위에 가로놓이다  ,,  … 위에 가로놓이다  ,… 위에 가로놓이다,,… 위에 가로놓이다,projecting
377,overmastering,VBG,"  지배적인, 압도하는, 제어하기 어려운.  ","지배적인, 압도하는, 제어하기 어려운.  ","지배적인, 압도하는, 제어하기 어려운.  ",,"지배적인, 압도하는, 제어하기 어려운.  ","지배적인, 압도하는, 제어하기 어려운.",lose,"지배적인, 압도하는, 제어하기 어려운.",overthrow
378,overpending,VBG,"  낭비, 돈의 탕진  ","낭비, 돈의 탕진  ","낭비, 돈의 탕진  ",,"낭비, 돈의 탕진  ","낭비, 돈의 탕진",,"낭비, 돈의 탕진",NaN
379,overpowering,VBG,  아주 강한[심한]  ,아주 강한[심한]  ,아주 강한[심한]  ,,아주 강한[심한]  ,아주 강한,,아주 강한,overwhelming
380,overreaching,VBG,  (지나치게 욕심을 내다가) 도를 넘다  ,(지나치게 욕심을 내다가) 도를 넘다  ,(지나치게 욕심을 내다가) 도를 넘다  ,,(지나치게 욕심을 내다가) 도를 넘다  , 도를 넘다,forthrightness, 도를 넘다,deception
381,overruling,VBG,  기각[각하]하다 (=override)  ,기각[각하]하다 (=override)  ,기각[각하]하다 (=override)  ,,기각[각하]하다 (=override)  ,기각하다 ,auxiliary,기각하다 ,basic
382,overstaring,VBG,"  (실제보다 더 중요한 것처럼) 과장하다 (=exaggerate), (↔understate)  ","(실제보다 더 중요한 것처럼) 과장하다 (=exaggerate), (↔understate)  ","(실제보다 더 중요한 것처럼) 과장하다 (=exaggerate), (↔understate)  ",,"(실제보다 더 중요한 것처럼) 과장하다 (=exaggerate), (↔understate)  ",,,,NaN
383,overstring,VBG,[음악]  (피아노에) 저음부 줄 위에 고음부 줄이 비스듬히 교차하도록 현을 치다.      2.    [명사][궁술]  (활시위를) 지나치게 팽팽히 얹다(메우다).  ,  (피아노에) 저음부 줄 위에 고음부 줄이 비스듬히 교차하도록 현을 치다,  (피아노에) 저음부 줄 위에 고음부 줄이 비스듬히 교차하도록 현을 치다,,  (피아노에) 저음부 줄 위에 고음부 줄이 비스듬히 교차하도록 현을 치다, 저음부 줄 위에 고음부 줄이 비스듬히 교차하도록 현을 치다,, 저음부 줄 위에 고음부 줄이 비스듬히 교차하도록 현을 치다,NaN
384,overweening,VBG,"[격식 못마땅함]  자만에 찬, 우쭐대는 (=arrogant)  ","  자만에 찬, 우쭐대는 (=arrogant)  ","  자만에 찬, 우쭐대는 (=arrogant)  ",,"  자만에 찬, 우쭐대는 (=arrogant)  ","자만에 찬, 우쭐대는 ",unassuming,"자만에 찬, 우쭐대는 ",cavalier
385,overwhelming,VBG,"  압도적인, 너무도 강력한[엄청난], 저항[대응]하기 힘든  ","압도적인, 너무도 강력한[엄청난], 저항[대응]하기 힘든  ","압도적인, 너무도 강력한[엄청난], 저항[대응]하기 힘든  ",,"압도적인, 너무도 강력한[엄청난], 저항[대응]하기 힘든  ","압도적인, 너무도 강력한하기 힘든",,"압도적인, 너무도 강력한하기 힘든",astounding
386,owing,VBG,  (아직) 갚아야 할[빚이 있는]  ,(아직) 갚아야 할[빚이 있는]  ,(아직) 갚아야 할[빚이 있는]  ,,(아직) 갚아야 할[빚이 있는]  , 갚아야 할,young, 갚아야 할,matured
387,paining,VBG,[격식]  고통스럽게 하다 (=hurt)  ,  고통스럽게 하다 (=hurt)  ,  고통스럽게 하다 (=hurt)  ,,  고통스럽게 하다 (=hurt)  ,고통스럽게 하다 ,aid,고통스럽게 하다 ,agony
388,painstaking,VBG,  공들인 (=thorough)  ,공들인 (=thorough)  ,공들인 (=thorough)  ,,공들인 (=thorough)  ,공들인 ,lazy,공들인 ,careful
389,panting,VBG,"  헐떡거리는, 가슴이 두근거리는  ","헐떡거리는, 가슴이 두근거리는  ","헐떡거리는, 가슴이 두근거리는  ",,"헐떡거리는, 가슴이 두근거리는  ","헐떡거리는, 가슴이 두근거리는",,"헐떡거리는, 가슴이 두근거리는",heaving
390,parching,VBG,"  바짝 말리는, 태우는[볶는, 찌는] 듯한  ","바짝 말리는, 태우는[볶는, 찌는] 듯한  ","바짝 말리는, 태우는[볶는, 찌는] 듯한  ",,"바짝 말리는, 태우는[볶는, 찌는] 듯한  ","바짝 말리는, 태우는 듯한",cold,"바짝 말리는, 태우는 듯한",boiling
391,peacemaking,VBG,"  조정[중재]하는, 화해[화평]를 가져오는  ","조정[중재]하는, 화해[화평]를 가져오는  ","조정[중재]하는, 화해[화평]를 가져오는  ",,"조정[중재]하는, 화해[화평]를 가져오는  ",조정를 가져오는,loud,조정를 가져오는,friendly
392,pelting,VBG,"[고어]  하찮은, 시시한(paltry)  ","  하찮은, 시시한(paltry)  ","  하찮은, 시시한(paltry)  ",,"  하찮은, 시시한(paltry)  ","하찮은, 시시한",,"하찮은, 시시한",bombardment
393,persevering,VBG,"[호감]  인내심이 강한, 불굴의  ","  인내심이 강한, 불굴의  ","  인내심이 강한, 불굴의  ",,"  인내심이 강한, 불굴의  ","인내심이 강한, 불굴의",inconstant,"인내심이 강한, 불굴의",assiduous
394,perturbing,VBG,[격식]  (심리적으로) 동요하게 하다 (=alarm)  ,  (심리적으로) 동요하게 하다 (=alarm)  ,  (심리적으로) 동요하게 하다 (=alarm)  ,,  (심리적으로) 동요하게 하다 (=alarm)  ,,encouraging,,agitating
395,pettifogging,VBG,"[구식]  좀스러운, 사소한 (=petty)  ","  좀스러운, 사소한 (=petty)  ","  좀스러운, 사소한 (=petty)  ",,"  좀스러운, 사소한 (=petty)  ","좀스러운, 사소한 ",,"좀스러운, 사소한 ",carping
396,piddling,VBG,"[비격식 못마땅함]  하찮은, 사소한 (=trivial)  ","  하찮은, 사소한 (=trivial)  ","  하찮은, 사소한 (=trivial)  ",,"  하찮은, 사소한 (=trivial)  ","하찮은, 사소한 ",major,"하찮은, 사소한 ",pettifogging
397,pindling,VBG,"  [미·방언] 아주 작은(puny), 허약한(sickly)  ","[미·방언] 아주 작은(puny), 허약한(sickly)  ","[미·방언] 아주 작은(puny), 허약한(sickly)  ",,"[미·방언] 아주 작은(puny), 허약한(sickly)  ", 아주 작은,, 아주 작은,NaN
398,pining,VBG,  (사람이 죽거나 떠난 후) 몹시 슬퍼하다[비통해 하다]  ,(사람이 죽거나 떠난 후) 몹시 슬퍼하다[비통해 하다]  ,(사람이 죽거나 떠난 후) 몹시 슬퍼하다[비통해 하다]  ,,(사람이 죽거나 떠난 후) 몹시 슬퍼하다[비통해 하다]  , 몹시 슬퍼하다,apathetic, 몹시 슬퍼하다,greedy
399,piping,VBG,  높은  ,높은  ,높은  ,,높은  ,높은,dull,높은,penetrating
400,pitying,VBG,  (흔히 우월감을 갖고) 동정하는  ,(흔히 우월감을 갖고) 동정하는  ,(흔히 우월감을 갖고) 동정하는  ,,(흔히 우월감을 갖고) 동정하는  , 동정하는,, 동정하는,condoling
401,pleasing,VBG,"  즐거운, 기분 좋은, 만족스러운  ","즐거운, 기분 좋은, 만족스러운  ","즐거운, 기분 좋은, 만족스러운  ",,"즐거운, 기분 좋은, 만족스러운  ","즐거운, 기분 좋은, 만족스러운",bitter,"즐거운, 기분 좋은, 만족스러운",amusing
402,plodding,VBG,  (특히 남이 볼 때 지겨울 정도로) 꾸준히[느릿느릿] 하는  ,(특히 남이 볼 때 지겨울 정도로) 꾸준히[느릿느릿] 하는  ,(특히 남이 볼 때 지겨울 정도로) 꾸준히[느릿느릿] 하는  ,,(특히 남이 볼 때 지겨울 정도로) 꾸준히[느릿느릿] 하는  , 꾸준히 하는,interesting, 꾸준히 하는,humdrum
403,plundering,VBG,"  (특히 전시에 어떤 장소를) 약탈[강탈]하다 (→pillage), (=loot)      2.    [명사]  약탈, 강탈      3.    [명사]  (특히 전시 등의) 약탈품[강탈품] (→pillage)  ",Longer,Longer,,Longer,Longer,,Longer,marauding
404,plunging,VBG,  (앞부분이 V자형으로) 깊이 패인  ,(앞부분이 V자형으로) 깊이 패인  ,(앞부분이 V자형으로) 깊이 패인  ,,(앞부분이 V자형으로) 깊이 패인  , 깊이 패인,, 깊이 패인,d?collet?
405,plying,VBG,"  날 수 있는      2.    [명사]  비행기 여행      3.    [명사]  비행기 조종, 비행  ",Longer,Longer,,Longer,Longer,ignore,Longer,employ
406,polluting,VBG,  오염시키다  ,오염시키다  ,오염시키다  ,,오염시키다  ,오염시키다,nonpoisonous,오염시키다,toxic
407,pondering,VBG,"[격식]  숙고하다, 곰곰이 생각하다 (=consider)  ","  숙고하다, 곰곰이 생각하다 (=consider)  ","  숙고하다, 곰곰이 생각하다 (=consider)  ",,"  숙고하다, 곰곰이 생각하다 (=consider)  ","숙고하다, 곰곰이 생각하다 ",unthoughtful,"숙고하다, 곰곰이 생각하다 ",meditative
408,ponderling,VBG,"[격식]  숙고하다, 곰곰이 생각하다 (=consider)  ","  숙고하다, 곰곰이 생각하다 (=consider)  ","  숙고하다, 곰곰이 생각하다 (=consider)  ",,"  숙고하다, 곰곰이 생각하다 (=consider)  ","숙고하다, 곰곰이 생각하다 ",,"숙고하다, 곰곰이 생각하다 ",NaN
409,pouncing,VBG,  (공격하거나 잡으려고 확) 덮치다[덤비다]  ,(공격하거나 잡으려고 확) 덮치다[덤비다]  ,(공격하거나 잡으려고 확) 덮치다[덤비다]  ,,(공격하거나 잡으려고 확) 덮치다[덤비다]  , 덮치다,, 덮치다,ambush
410,pouring,VBG,"  퍼붓는 듯한, 잇따라 쏟아져 나오는.  ","퍼붓는 듯한, 잇따라 쏟아져 나오는.  ","퍼붓는 듯한, 잇따라 쏟아져 나오는.  ",,"퍼붓는 듯한, 잇따라 쏟아져 나오는.  ","퍼붓는 듯한, 잇따라 쏟아져 나오는.",,"퍼붓는 듯한, 잇따라 쏟아져 나오는.",draining
411,pouting,VBG,"  입을 삐죽 내민, 뿌루퉁한  ","입을 삐죽 내민, 뿌루퉁한  ","입을 삐죽 내민, 뿌루퉁한  ",,"입을 삐죽 내민, 뿌루퉁한  ","입을 삐죽 내민, 뿌루퉁한",cheerful,"입을 삐죽 내민, 뿌루퉁한",fractious
412,prating,VBG,"  잘 떠드는, 재잘재잘 지껄이는.  ","잘 떠드는, 재잘재잘 지껄이는.  ","잘 떠드는, 재잘재잘 지껄이는.  ",,"잘 떠드는, 재잘재잘 지껄이는.  ","잘 떠드는, 재잘재잘 지껄이는.",silent,"잘 떠드는, 재잘재잘 지껄이는.",glib
413,prattling,VBG,[구식 흔히 못마땅함]  (쓸데없이 마구) 지껄이다  ,  (쓸데없이 마구) 지껄이다  ,  (쓸데없이 마구) 지껄이다  ,,  (쓸데없이 마구) 지껄이다  , 지껄이다,, 지껄이다,blathering
414,preceding,VBG,"  [A] [보통 the ~] (시간·장소의) 이전의(previous), 앞선, 선행하는; 바로 앞의; 전술의, 상기의  ",Longer,Longer,,Longer,Longer,back,Longer,previous
415,predealing,VBG,  (과거에 있었던 다른 것보다) 먼저 지어지다[형성되다/발생하다] (↔post-date)  ,(과거에 있었던 다른 것보다) 먼저 지어지다[형성되다/발생하다] (↔post-date)  ,(과거에 있었던 다른 것보다) 먼저 지어지다[형성되다/발생하다] (↔post-date)  ,,(과거에 있었던 다른 것보다) 먼저 지어지다[형성되다/발생하다] (↔post-date)  ,,,,NaN
416,presaging,VBG,[문예체]  (보통 불길한 일의) 전조가 되다  ,  (보통 불길한 일의) 전조가 되다  ,  (보통 불길한 일의) 전조가 되다  ,,  (보통 불길한 일의) 전조가 되다  , 전조가 되다,, 전조가 되다,fatidic
417,presuming,VBG,"  주제넘은, 뻔뻔스러운, 외람된  ","주제넘은, 뻔뻔스러운, 외람된  ","주제넘은, 뻔뻔스러운, 외람된  ",,"주제넘은, 뻔뻔스러운, 외람된  ","주제넘은, 뻔뻔스러운, 외람된",humble,"주제넘은, 뻔뻔스러운, 외람된",foolhardy
418,projecting,VBG,"  돌출한, 툭 튀어나온  ","돌출한, 툭 튀어나온  ","돌출한, 툭 튀어나온  ",,"돌출한, 툭 튀어나온  ","돌출한, 툭 튀어나온",,"돌출한, 툭 튀어나온",protruding
419,puling,VBG,"  훌쩍훌쩍(응아응아) 울고 있는, 삐악삐악 우는, 낑낑(쿵쿵)거리는(whining, whimpering).  ",Longer,Longer,,Longer,Longer,,Longer,repine
420,pussyfooting,VBG,"[비격식 보통 못마땅함]  우유부단하게 굴다, 지나치게 망설이다  ","  우유부단하게 굴다, 지나치게 망설이다  ","  우유부단하게 굴다, 지나치게 망설이다  ",,"  우유부단하게 굴다, 지나치게 망설이다  ","우유부단하게 굴다, 지나치게 망설이다",face,"우유부단하게 굴다, 지나치게 망설이다",creep
421,puzzling,VBG,  one of the most puzzling aspects of the crime      그 범행에서 가장 이해가 안 되는 측면들 가운데 하나  ,Longer,Longer,,Longer,Longer,comprehensible,Longer,baffling
422,quaking,VBG,  떨고 있는  ,떨고 있는  ,떨고 있는  ,,떨고 있는  ,떨고 있는,,떨고 있는,animated
423,quarreling,VBG,"  다투다, 언쟁을 벌이다, 싸우다  ","다투다, 언쟁을 벌이다, 싸우다  ","다투다, 언쟁을 벌이다, 싸우다  ",,"다투다, 언쟁을 벌이다, 싸우다  ","다투다, 언쟁을 벌이다, 싸우다",,"다투다, 언쟁을 벌이다, 싸우다",conflicting
424,quartering,VBG,"  직각으로 부착된, [해양] 풍파가 뒤에서 엇몰아치는  ","직각으로 부착된, [해양] 풍파가 뒤에서 엇몰아치는  ","직각으로 부착된, [해양] 풍파가 뒤에서 엇몰아치는  ",,"직각으로 부착된, [해양] 풍파가 뒤에서 엇몰아치는  ","직각으로 부착된,  풍파가 뒤에서 엇몰아치는",turn away,"직각으로 부착된,  풍파가 뒤에서 엇몰아치는",cut
425,quavering,VBG,  떨리는(tremulous)  ,떨리는(tremulous)  ,떨리는(tremulous)  ,,떨리는(tremulous)  ,떨리는,healthy,떨리는,broken-down
426,queesting,VBG,  탐색[탐구]하는.  ,탐색[탐구]하는.  ,탐색[탐구]하는.  ,,탐색[탐구]하는.  ,탐색하는.,,탐색하는.,NaN
427,quivering,VBG,"  떨리는, 진동하는, 떨고 있는(trembling)  ","떨리는, 진동하는, 떨고 있는(trembling)  ","떨리는, 진동하는, 떨고 있는(trembling)  ",,"떨리는, 진동하는, 떨고 있는(trembling)  ","떨리는, 진동하는, 떨고 있는",,"떨리는, 진동하는, 떨고 있는",shivering
428,racking,VBG,"  고문하는; 몸을 괴롭히는, 심한 <두통·기침·치통>      2.    [명사][석공]  (벽돌·돌 등의) 계단 모양 쌓기  ",Longer,Longer,,Longer,Longer,calm,Longer,fierce
429,raking,VBG,  빠른  ,빠른  ,빠른  ,,빠른  ,빠른,distribute,빠른,scour
430,raping,VBG,"  강간하다 (→rapist)      2.    [명사]  강간 (→date rape, rapist)      3.    [명사][문예체]  (어떤 지역에 대한) 훼손[짓밟기]  ",Longer,Longer,,Longer,Longer,,Longer,abuse
431,ravening,VBG,"[문예체]  먹이를 찾아 날뛰는, 게걸스러운  ","  먹이를 찾아 날뛰는, 게걸스러운  ","  먹이를 찾아 날뛰는, 게걸스러운  ",,"  먹이를 찾아 날뛰는, 게걸스러운  ","먹이를 찾아 날뛰는, 게걸스러운",,"먹이를 찾아 날뛰는, 게걸스러운",esurient
432,ravishing,VBG,  기가 막히게 아름다운 (=gorgeous)  ,기가 막히게 아름다운 (=gorgeous)  ,기가 막히게 아름다운 (=gorgeous)  ,,기가 막히게 아름다운 (=gorgeous)  ,기가 막히게 아름다운 ,ugly,기가 막히게 아름다운 ,captivating
433,reassuring,VBG,"  안심시키는, 걱정[불안감]을 없애 주는  ","안심시키는, 걱정[불안감]을 없애 주는  ","안심시키는, 걱정[불안감]을 없애 주는  ",,"안심시키는, 걱정[불안감]을 없애 주는  ","안심시키는, 걱정을 없애 주는",depressing,"안심시키는, 걱정을 없애 주는",refreshing
434,reawakening,VBG,  (어떤 감정·기억을) 다시 불러일으키다[되살리다/환기시키다] (=rekindle)  ,(어떤 감정·기억을) 다시 불러일으키다[되살리다/환기시키다] (=rekindle)  ,(어떤 감정·기억을) 다시 불러일으키다[되살리다/환기시키다] (=rekindle)  ,,(어떤 감정·기억을) 다시 불러일으키다[되살리다/환기시키다] (=rekindle)  ,,,,recovery
435,redoubling,VBG,  (노력 등을) 배가(倍加)[강화]하다  ,(노력 등을) 배가(倍加)[강화]하다  ,(노력 등을) 배가(倍加)[강화]하다  ,,(노력 등을) 배가(倍加)[강화]하다  ,하다,weaken,하다,intensify
436,reefing,VBG,"[전문 용어]  축범하다, 돛의 크기를 줄이다  ","  축범하다, 돛의 크기를 줄이다  ","  축범하다, 돛의 크기를 줄이다  ",,"  축범하다, 돛의 크기를 줄이다  ","축범하다, 돛의 크기를 줄이다",agitate,"축범하다, 돛의 크기를 줄이다",curb
437,reflecting,VBG,"  반사하는, 반영하는.  ","반사하는, 반영하는.  ","반사하는, 반영하는.  ",,"반사하는, 반영하는.  ","반사하는, 반영하는.",unthoughtful,"반사하는, 반영하는.",meditative
438,refueling,VBG,  연료 보급(용)의.  ,연료 보급(용)의.  ,연료 보급(용)의.  ,,연료 보급(용)의.  ,연료 보급의.,,연료 보급의.,NaN
439,relishing,VBG,"  (어떤 것을 대단히) 즐기다[좋아하다] (=enjoy)      2.    [명사]  (큰) 즐거움[기쁨]      3.    [명사]  렐리시(과일, 채소에 양념을 해서 걸쭉하게 끓인 뒤 차게 식혀 고기, 치즈 등에 얹어 먹는 소스)  ",Longer,Longer,,Longer,Longer,repulsive,Longer,agreeable
440,reprimanding,VBG,[격식]  질책하다 (=rebuke)  ,  질책하다 (=rebuke)  ,  질책하다 (=rebuke)  ,,  질책하다 (=rebuke)  ,질책하다 ,commend,질책하다 ,castigate
441,rering,VBG,[비격식]  (…하고 싶어) 몸이 근질거리는  ,  (…하고 싶어) 몸이 근질거리는  ,  (…하고 싶어) 몸이 근질거리는  ,,  (…하고 싶어) 몸이 근질거리는  , 몸이 근질거리는,, 몸이 근질거리는,NaN
442,restring,VBG,  (현악기·운동 라켓의) 줄을 다시 매다[바꾸다]  ,(현악기·운동 라켓의) 줄을 다시 매다[바꾸다]  ,(현악기·운동 라켓의) 줄을 다시 매다[바꾸다]  ,,(현악기·운동 라켓의) 줄을 다시 매다[바꾸다]  , 줄을 다시 매다,, 줄을 다시 매다,NaN
443,retaining,VBG,[전문 용어]  (어떤 것을 제자리에) 고정시키는  ,  (어떤 것을 제자리에) 고정시키는  ,  (어떤 것을 제자리에) 고정시키는  ,,  (어떤 것을 제자리에) 고정시키는  , 고정시키는,, 고정시키는,arresting
444,retiring,VBG,"  남과 잘 어울리지 않는, 내성적인 (=shy)  ","남과 잘 어울리지 않는, 내성적인 (=shy)  ","남과 잘 어울리지 않는, 내성적인 (=shy)  ",,"남과 잘 어울리지 않는, 내성적인 (=shy)  ","남과 잘 어울리지 않는, 내성적인 ",extroverted,"남과 잘 어울리지 않는, 내성적인 ",quiet
445,reviling,VBG,[격식]  매도하다  ,  매도하다  ,  매도하다  ,,  매도하다  ,매도하다,commendation,매도하다,berating
446,revolting,VBG,"  혐오스러운, 역겨운 (=disgusting)  ","혐오스러운, 역겨운 (=disgusting)  ","혐오스러운, 역겨운 (=disgusting)  ",,"혐오스러운, 역겨운 (=disgusting)  ","혐오스러운, 역겨운 ",lovable,"혐오스러운, 역겨운 ",abominable
447,revolving,VBG,  회전하는  ,회전하는  ,회전하는  ,,회전하는  ,회전하는,,회전하는,spinning
448,ripping,VBG,"[英 구식]  훌륭한, 멋진  ","  훌륭한, 멋진  ","  훌륭한, 멋진  ",,"  훌륭한, 멋진  ","훌륭한, 멋진",,"훌륭한, 멋진",boss
449,riveting,VBG,"[호감]  관심을 사로잡는, 눈을 못 떼게 하는 (=engrossing)  ","  관심을 사로잡는, 눈을 못 떼게 하는 (=engrossing)  ","  관심을 사로잡는, 눈을 못 떼게 하는 (=engrossing)  ",,"  관심을 사로잡는, 눈을 못 떼게 하는 (=engrossing)  ","관심을 사로잡는, 눈을 못 떼게 하는 ",repellent,"관심을 사로잡는, 눈을 못 떼게 하는 ",captivating
450,roistering,VBG,[구식]  떠들썩하니 노는  ,  떠들썩하니 노는  ,  떠들썩하니 노는  ,,  떠들썩하니 노는  ,떠들썩하니 노는,disappoint,떠들썩하니 노는,carouse
451,romancing,VBG,"  (사실이 아니거나 과장된) 모험담을 들려주다, (이야기를) 신나게[그럴듯하게] 하다      4.    ",Longer,Longer,,Longer,Longer,truth,Longer,imagination
452,romping,VBG,  (떠들어 대며) 즐겁게 뛰놀다      2.    [명사]  (유희적인) 성관계      3.    [명사]  액션[모험]이 많은 오락물(책연극영화)  ,Longer,Longer,,Longer,Longer,down,Longer,lively
453,rotating,VBG,  선회하는  ,선회하는  ,선회하는  ,,선회하는  ,선회하는,stationary,선회하는,moving
454,rotting,VBG,"  (자연스럽게 서서히) 썩다[부식/부패하다]; 썩히다, 부식[부패]시키다 (→rotten), (=decompose)      2.    [명사]  썩음, 부식, 부패 (→dry rot, wet rot)      3.    [명사]  상황 악화  ",Longer,Longer,,Longer,Longer,,Longer,rotten
455,rousting,VBG,"[美]  (사람을 어디에서) 밀어내다, 방해하다  ","  (사람을 어디에서) 밀어내다, 방해하다  ","  (사람을 어디에서) 밀어내다, 방해하다  ",,"  (사람을 어디에서) 밀어내다, 방해하다  "," 밀어내다, 방해하다",," 밀어내다, 방해하다",provoke
456,roving,VBG,"  이동해 다니는, 방랑하는  ","이동해 다니는, 방랑하는  ","이동해 다니는, 방랑하는  ",,"이동해 다니는, 방랑하는  ","이동해 다니는, 방랑하는",,"이동해 다니는, 방랑하는",peripatetic
457,rubbishing,VBG,"[구어]  시시한, 쓸데없는  ","  시시한, 쓸데없는  ","  시시한, 쓸데없는  ",,"  시시한, 쓸데없는  ","시시한, 쓸데없는",,"시시한, 쓸데없는",NaN
