,Unnamed: 0,"2) What happens when the decomposers (mushrooms, fungi) disappear from Earth?",Unnamed: 0,", q55_degradation, q55_food, q55_ecosystem, q55_degradation1"
873,873,"Without decomposers, living creatures that absorb only small substances cannot absorb large substances, making it difficult to survive",873.0,"903,0,0,0,"
874,874,Ecosystem destruction,874.0,"904,1,0,0,"
875,875,I don't think I can live on Earth. Things that have not been disturbed will pile up and pile up and eventually we will not be able to live.,875.0,"905,1,0,0,"
876,876,"For example, if nitrogen isn't decomposed, there's going to be a lot of confusion in the ecosystem on Earth, or there's going to be a lot of commitment to the Harbour Bosch Act",876.0,"906,0,0,0,"
877,877,The body doesn't decompose,877.0,"907,1,0,0,"
878,878,It's damaging to us,878.0,"908,0,0,0,"
879,879,Environmental pollution on Earth is likely to progress faster.,879.0,"909,1,0,0,"
880,880,"Rubbish, bodies overflow.",880.0,"910,0,0,0,"
881,881,"When the decomposer disappears, the environment becomes polluted as it fails to process the remains of producers and predators. As a result, producers and predators die, and the ecosystem is not formed.",881.0,"911,1,0,0,"
882,882,The earth will eventually perish.,882.0,"912,1,0,0,"
883,883,The producer can't buy it.,883.0,"913,0,0,1,"
884,884,"It will take a long time for dead creatures to return to nature, and the ecosystem will become increasingly dilapidated.",884.0,"914,1,0,0,"
885,885,"Problems will arise, such as that the bodies of living things cannot be decomposed quickly, so that nutrients for producers cannot be easily made.",885.0,"915,1,0,0,"
886,886,"Evolve consumers to dispose of corpses, etc",886.0,"916,0,0,0,"
887,887,"The decomposition of organic matter is not achieved, and the bodies continue to pile up.",887.0,"917,1,0,0,"
888,888,be unable to break down,888.0,"918,1,0,0,"
889,889,Materials to be used by producers disappear and both producers and consumers become extinct.,889.0,"919,1,0,0,"
890,890,The remains of an animal or plantEcological crabs are destroyed,890.0,"920,1,0,0,"
891,891,The ecosystem is destroyed,891.0,"921,0,0,1,"
892,892,It becomes a garbage paradise on Earth.,892.0,"922,0,0,1,"
893,893,The ecosystem will be destroyed,893.0,"923,1,0,0,"
894,894,The ecosystem is destroyed,894.0,"924,0,0,0,"
895,895,"Corrosion is rotting as it is, destroying the ecosystem.",895.0,"925,0,0,1,"
896,896,"The animals are dead and smell rotten, and without decomposers, the dead animals smell rotten and the whole world will be left with a smell of rot",896.0,"926,0,0,1,"
897,897,The ecosystem is destroyed.,897.0,"927,1,0,0,"
898,898,There's a lot of bodies.I think the ecosystem will be ruined a lot.,898.0,"928,1,0,0,929,1,0,0,"
899,899,"Rotten things don't decompose, so there's a lot of trash",899.0,"930,1,0,0,"
900,900,Rotten things don't decompose,900.0,"931,1,0,0,"
901,901,"The animals' bodies should rot and be eaten or eaten away, but if the decomposer disappears, the animals' bodies will not rot and smell bad everywhere",901.0,"932,1,0,0,"
902,902,The bodies of the animals don't rot. It smells,902.0,"933,1,0,0,"
903,903,"If the decomposer disappears from Earth, the body will not disappear from Earth, so it is expected to be very large.",903.0,"934,1,0,0,"
904,904,"When the decomposers are gone, there are more bodies and the Earth's ecosystem is destroyed",904.0,"935,1,0,0,"
905,905,"Dead bodies pile up, various diseases are raging, and the world is destroyed",905.0,"936,0,0,0,"
906,906,The ecosystem will be destroyed,906.0,"937,0,0,0,"
907,907,The ecosystem will be destroyed.,907.0,"938,0,0,0,"
908,908,The ecosystem is destroyed.,908.0,"939,0,0,0,"
909,909,The ecosystem is destroyed.,909.0,"940,0,0,0,"
910,910,Things that need to rot don't rot properly.,910.0,"941,0,0,1,"
911,911,The mushroom light disappears.,911.0,"942,1,0,0,"
912,912,"There should be creatures that need to decompose dead creatures, but if they disappear, there are no creatures to decompose.",912.0,"943,1,0,0,"
913,913,"Since the decomposer decomposes animal corpses and excrement, if the decomposer disappears, the number of corpses will increase and excrement will pile up.",913.0,"944,1,0,1,"
914,914,be dead and unable to dispose of rotten food,914.0,"945,0,0,0,"
915,915,The earth will be polluted because animals or plant bodies will not decompose.,915.0,"946,1,1,0,"
916,916,the state of the world being cleansed,916.0,"947,0,0,1,"
917,917,Don't know,917.0,"948,0,0,0,"
918,918,The earth will smell rotten,918.0,"949,0,0,0,"
919,919,:(,919.0,"950,1,0,0,"
920,920,The objects don't go bad,920.0,"951,0,0,0,"
921,921,There will be a lot of bodies. There will also be many decaying plants.,921.0,"952,0,0,1,"
922,922,I don't know because it's not gone.,922.0,"953,0,0,0,"
923,923,There will be many dead bodies of living things,923.0,"954,0,0,1,"
924,924,The air gets dirty,924.0,"955,0,0,0,"
925,925,a pile of corpses,925.0,"956,1,0,0,"
926,926,"People suffer, too",926.0,"957,1,0,0,"
927,927,All the bodies will be connected,927.0,"958,0,1,0,959,0,0,0,"
928,928,The body remains as usual.,928.0,"960,0,0,1,"
929,929,All animals and plants will die because ecosystem equilibrium is not maintained.,929.0,"961,1,1,0,"
930,930,It takes a long time for the body to survive,930.0,"962,0,0,0,"
931,931,I can't break down the dead body and smell it,931.0,"963,1,0,0,"
932,932,......,932.0,"964,0,0,0,"
933,933,"Bodies, bodies will increase.",933.0,"965,0,0,1,"
934,934,"There are many things that are not rotten, so there should be decomposers.",934.0,"966,1,0,0,"
935,935,The bodies are nudging.,935.0,"967,0,0,1,"
936,936,The body stretches.,936.0,"968,1,0,0,"
937,937,Ecological balance gain,937.0,"969,1,0,0,"
938,938,"When fungi survive, the ecosystem collapses",938.0,"970,0,0,0,"
939,939,"The dead bodies will not decompose and remain intact, causing the rotten smell to vibrate and contaminate the air.",939.0,"971,0,0,1,"
940,940,"I don't knowOh, my. Oh, my",940.0,"972,0,0,0,"
941,941,Ecological crab destroyed,941.0,"973,0,0,0,"
942,942,Producers are also gone,942.0,"974,0,1,0,"
943,943,be unable to break down LOL <<<<<ㅇㄱ<,943.0,"975,0,0,0,"
944,944,The dead animals do not disappear and remain where they are.,944.0,"976,0,0,0,"
945,945,Everything's not gone,945.0,"977,0,0,0,"
946,946,The garbage won't rot,946.0,"978,0,0,0,"
947,947,the failure of the garbage to decompose,947.0,"979,0,0,1,"
948,948,The garbage doesn't break down,948.0,"980,0,0,0,"
949,949,The garbage doesn't break down,949.0,"981,1,0,0,"
950,950,The bodies will continue.,950.0,"982,0,0,0,"
951,951,The body remains and becomes a nuisance and cannot be nourished by the land.,951.0,"983,0,0,1,"
952,952,"When fungi and mushrooms disappear, people are now happy to sleep.",952.0,"984,0,1,0,"
953,953,..,953.0,"985,0,1,0,"
954,954,I don't know,954.0,"986,0,1,0,"
955,955,????,955.0,"987,0,0,0,"
956,956,hard to live,956.0,"988,0,0,0,989,0,0,0,"
957,957,The ecosystem is destroyed.,957.0,"990,0,0,0,"
958,958,Rotten substances will not disappear and continue to decay.,958.0,"991,0,0,0,"
959,959,Everything in the world will not go to waste,959.0,"992,0,0,0,"
960,960,"Pyramid balance will collapse, plants will not grow, and the earth will be full of trash.",960.0,"993,0,0,1,"
961,961,The earth is going to perish,961.0,"994,0,0,1,"
962,962,"The body won't rot. Just 100 years later, I dug up the tomb, and the body remained intact, and I couldn't grill delicious mushrooms and eat them.That's so sad. I can't eat doenjang, meju, gochujang, and kimchi.",962.0,"995,0,0,0,"
963,963,I think they're all gonna die,963.0,"996,1,0,0,"
964,964,ah ah,964.0,"997,0,0,0,"
965,965,I don't know,965.0,"998,0,0,0,"
966,966,be unable to break down dead lives,966.0,"999,1,0,0,"
967,967,Bad things happen,967.0,"1000,0,0,0,"
968,968,"The ecosystem is destroying this, too",968.0,"1001,1,0,0,"
969,969,I don't know.,969.0,"1002,0,0,1,"
970,970,ecological destruction,970.0,"1003,1,0,0,"
971,971,I don't think anything will happen,971.0,"1004,1,0,0,"
972,972,Waste and other unnecessary things don't disappear,972.0,"1005,0,0,1,"
973,973,Things that the decomposer disintegrated remain intact,973.0,"1006,0,0,1,"
974,974,Food with mushrooms and green mold cheese will disappear.,974.0,"1007,0,0,1,"
975,975,I don't know.,975.0,"1008,0,0,0,"
976,976,The ecosystem is destroyed,976.0,"1009,0,0,1,"
977,977,"Things like corpses won't rot, and they'll grow and become a pain in the neck. And the fermentation products will disappear",977.0,"1010,0,0,1,"
978,978,I don't know.,978.0,"1011,1,0,0,"
979,979,Dead bodies and fallen leaves don't rot,979.0,"1012,0,0,1,"
980,980,I'm in big trouble.,980.0,"1013,0,0,0,"
981,981,"The food chain will be cut off as consumers, etc. are decomposed by decomposers to form nutrients for producers to survive, and producers and consumers will soon disappear.",981.0,"1014,0,0,0,"
982,982,The garbage doesn't break down,982.0,"1015,0,0,0,"
983,983,"As the factor to break down consumers disappears, the ecosystem's balance is broken as producers run out of nutrition.",983.0,"1016,0,0,0,"
984,984,The body won't rot,984.0,"1017,1,0,1,"
985,985,the failure of the garbage to decompose,985.0,"1018,0,0,0,1019,1,0,0,"
986,986,I don't know,986.0,"1020,0,0,0,"
987,987,The earth is destroyed,987.0,"1021,0,1,0,"
988,988,I don't know,988.0,"1022,1,0,0,"
989,989,I don't knowI can't eat a dish with mushrooms,989.0,"1023,0,0,0,"
990,990,Competition will not improve that part,990.0,"1024,0,0,1,"
991,991,I don't know,991.0,"1025,1,0,0,"
992,992,I don't know because I didn't learn it,992.0,"1026,1,0,0,"
993,993,It doesn't taste good when you eat meat,993.0,"1027,1,0,0,"
994,994,It is expected to become extinct because of the lack of gas,994.0,"1028,1,0,0,"
995,995,I don't know,995.0,"1029,0,0,1,"
996,996,"Animal corpses, trash, etc. will not be broken down and will remain",996.0,"1030,0,0,0,"
997,997,The earth will not live,997.0,"1031,0,0,0,"
998,998,The earth will be in bad shape.,998.0,"1032,1,0,0,"
999,999,I can't eat mushrooms.,999.0,"1033,0,0,0,"
1000,1000,I can't eat mushrooms,1000.0,"1034,0,0,1,"
1001,1001,I can't eat mushrooms.,1001.0,"1035,1,0,0,"
1002,1002,Nature gets better,1002.0,"1036,1,0,0,"
1003,1003,I can't eat delicious food.,1003.0,"1037,1,0,1,"
1004,1004,I don't know.,1004.0,"1038,0,0,0,"
1005,1005,I don't know,1005.0,"1039,0,0,0,"
1006,1006,I don't know.,1006.0,"1040,0,0,0,"
1007,1007,?,1007.0,"1041,0,0,0,"
1008,1008,ecological destruction,1008.0,"1042,0,0,1,"
1009,1009,All living things go extinct,1009.0,"1043,0,0,1,"
1010,1010,I don't know,1010.0,"1044,1,0,0,"
1011,1011,No way.,1011.0,"1045,1,0,0,"
1012,1012,It's hard to read,1012.0,"1046,0,0,0,"
1013,1013,Gimojji,1013.0,"1047,0,0,1,"
1014,1014,The environment is polluted,1014.0,"1048,1,0,0,1049,1,0,1,"
1015,1015,"No, I can't",1015.0,"1050,1,0,0,"
1016,1016,The garbage is overflowing,1016.0,"1051,1,0,0,"
1017,1017,The balance of the ecosystem collapses,1017.0,"1052,1,0,0,"
1018,1018,It doesn't rot,1018.0,"1053,1,0,0,"
1019,1019,be indissoluble,1019.0,"1054,0,0,0,"
1020,1020,Ecological pyramid collapsing from below,1020.0,"1055,0,1,0,"
1021,1021,The ecosystem cracks,1021.0,"1056,1,0,0,"
1022,1022,be on the verge of extinction,1022.0,"1057,1,0,1,"
1023,1023,n,1023.0,"1058,1,0,1,"
1024,1024,The ecosystem will not function properly.,1024.0,"1059,0,0,1,"
1025,1025,The ecosystem is destroyed,1025.0,"1060,1,0,1,"
1026,1026,It will rot in the body,1026.0,"1061,1,0,1,"
1027,1027,There is no life,1027.0,"1062,1,0,0,"
1028,1028,no,1028.0,"1063,1,0,0,"
1029,1029,I don't know,1029.0,"1064,0,0,0,"
1030,1030,It'll be clean,1030.0,"1065,0,0,1,"
1031,1031,"""Evebbbbbbbbbbbbbbb""",1031.0,"1066,0,0,1,"
1032,1032,"The remains of producers and consumers will not decompose and accumulate on Earth. Soon, there is no circulation of nutrients.",1032.0,"1067,0,0,1,"
1033,1033,The whole place will vibrate with the smell of rotting bodies.,1033.0,"1068,0,0,1,"
1034,1034,The body won't rot,1034.0,"1069,1,0,0,"
1035,1035,The stomach lives only when the lower ones are present.,1035.0,"1070,1,0,1,"
1036,1036,I can't eat mushroom spicy soup.,1036.0,"1071,1,0,0,"
1037,1037,It's rotting,1037.0,"1072,0,0,1,"
1038,1038,I'm getting bald a lot,1038.0,"1073,1,0,1,"
1039,1039,You're going to die,1039.0,"1074,0,0,0,"
1040,1040,be indissoluble,1040.0,"1075,0,0,0,"
1041,1041,Substances such as rotten bodies are not decomposed.,1041.0,"1076,0,0,1,"
1042,1042,"Bodies, fallen leaves and excrement will not be decomposed.",1042.0,"1077,1,0,0,"
1043,1043,Invoices will be a field,1043.0,"1078,1,0,0,1079,1,0,0,"
1044,1044,Consumption will only remain remain to be getting dirty.,1044.0,"1080,1,0,0,"
1045,1045,Break down a creature was no period of last year will be something new because it can not be created.,1045.0,"1081,1,0,0,"
1046,1046,I can't achieve required for production materials.,1046.0,"1082,0,0,1,"
1047,1047,The ppyuppyu be filled with trash.,1047.0,"1083,1,0,1,"
1048,1048,I'm in trouble.,1048.0,"1084,1,0,0,"
1049,1049,Beneficial biological creatures are gone and a bad influence on the ecosystem.,1049.0,"1085,0,0,1,"
1050,1050,Not many hazardous waste is dismantled on Earth and will … and it's growing.,1050.0,"1086,1,0,0,"
1051,1051,Not of the ingredients are too many trash.,1051.0,"1087,1,0,0,"
1052,1052,"Environmental pollution and residue as it is not broken down in the number of the environment, including animal bodies of the plant will cause.",1052.0,"1088,1,0,0,"
1053,1053,Sadness,1053.0,"1089,1,0,0,"
1054,1054,I'm in trouble.,1054.0,"1090,1,0,1,"
1055,1055,Earth is not for the better.,1055.0,"1091,0,0,1,"
1056,1056,Dirty.,1056.0,"1092,1,0,0,"
1057,1057,Destroys our environment.,1057.0,"1093,0,0,1,"
1058,1058,Earth's polluted environment.,1058.0,"1094,0,0,1,"
1059,1059,Dirty.,1059.0,"1095,1,0,0,"
1060,1060,full of trash,1060.0,"1096,1,0,1,"
1061,1061,I'm in trouble,1061.0,"1097,0,0,0,"
1062,1062,There is chaos in the ecosystem.,1062.0,"1098,1,0,0,"
1063,1063,It'll be full of trash,1063.0,"1099,1,0,1,"
1064,1064,Forests are overflowing with dead bodies and the earth is polluted faster than it is now,1064.0,"1100,0,0,1,"
1065,1065,It seems like there are bodies all over the world.,1065.0,"1101,0,0,0,"
1066,1066,All kinds of bodies are piled up on the earth without decaying,1066.0,"1102,0,0,0,"
1067,1067,"When a producer or consumer dies, the body cannot be dismantled and the earth cannot rot.",1067.0,"1103,1,0,0,"
1068,1068,"I don't know, but something won't break down and it'll get messy.",1068.0,"1104,1,0,0,"
1069,1069,It's covered with grass,1069.0,"1105,1,0,0,"
1070,1070,You can't eat mushrooms and make aspirin,1070.0,"1106,1,0,0,"
1071,1071,Environmental pollution will be very severe because it cannot purify nature.,1071.0,"1107,1,0,0,"
1072,1072,"Even when living things die, things that decompose and disappear and become nutrients for the soil disappear. Since the cleanliness is very low and animal waste and human waste are not decomposed, the odor is very severe, and the life patterns of plants that are not supplied with nutrients are shaken little by little.",1072.0,"1108,1,0,0,1109,1,0,0,"
1073,1073,Consumers and dead bodies not disposed of,1073.0,"1110,0,0,1,"
1074,1074,Ecosystem order collapses,1074.0,"1111,1,0,0,"
1075,1075,The system collapses after a lot of time because it is not decomposed.,1075.0,"1112,1,0,0,"
1076,1076,Organisms do not circulate because they cannot decompose,1076.0,"1113,1,0,0,"
1077,1077,The bodies pile up.,1077.0,"1114,1,0,0,"
1078,1078,be unable to break down,1078.0,"1115,0,0,0,"
1079,1079,I don't know.,1079.0,"1116,0,0,0,"
1080,1080,There is an ecosystem disturbance,1080.0,"1117,0,0,1,"
1081,1081,"Mushrooms, fungi and symbiotic organisms die",1081.0,"1118,1,0,0,"
1082,1082,Material circulation is not achieved,1082.0,"1119,1,0,1,"
1083,1083,The nutrient cycle will not occur.,1083.0,"1120,1,0,1,"
1084,1084,The body cannot decompose and the odor increases.,1084.0,"1121,1,0,1,"
1085,1085,Waste builds up and the global environment deteriorates,1085.0,"1122,0,0,1,"
1086,1086,The body doesn't break down,1086.0,"1123,0,0,1,"
1087,1087,The ecosystem will be destroyed due to the lack of material circulation,1087.0,"1124,0,0,1,"
1088,1088,"The bodies don't break down, the nutrients that the producers will absorb disappear, and they all dieWithout decomposers, there is no earth.",1088.0,"1125,1,0,1,"
1089,1089,"High-tech development using mushrooms and fungi is helpful, but trees do not grow well if two are missing",1089.0,"1126,0,0,0,"
1090,1090,There is a problem with the ecosystem,1090.0,"1127,1,0,0,"
1091,1091,The poo that animals poo doesn't break down.,1091.0,"1128,0,0,0,"
1092,1092,The styles in the world are not broken down and continue to pile up.,1092.0,"1129,0,0,0,"
1093,1093,It's going to turn into a trash world,1093.0,"1130,1,0,0,"
1094,1094,"When a creature that decomposes a dead creature disappears, dead animals, plants, or excrement will remain intact without decomposition.",1094.0,"1131,1,0,0,"
1095,1095,The earth gets dirty.,1095.0,"1132,1,0,0,"
1096,1096,The ecosystem will be broken.,1096.0,"1133,1,0,0,"
1097,1097,"In order to control a certain number in an ecosystem, one is bound to die to some extent as one is born anew. After death, it is decomposed and used as a nutrient to maintain the ecosystem again, and if the decomposer disappears and the dead creatures do not decompose, the ecosystem will be at risk.",1097.0,"1134,0,0,1,"
1098,1098,Garbage builds up on the earth.,1098.0,"1135,1,0,0,"
1099,1099,"If decomposers such as mushrooms and fungi disappear, other living creatures will disappear, which will destroy the ecosystem.",1099.0,"1136,0,0,0,"
1100,1100,The bodies don't break down. They pile up dead bodies and organic material,1100.0,"1137,1,0,0,"
1101,1101,Garbage will be generated continuously.,1101.0,"1138,1,0,0,1139,0,0,0,"
1102,1102,"The decomposer is responsible for decomposing dead animals' corpses or excrements, and if they disappear from Earth, the dead animals' corpses or dung will be left unattended, which will stink and pile up dead bodies.",1102.0,"1140,0,0,0,"
1103,1103,The earth becomes supersaturated.,1103.0,"1141,1,0,0,"
1104,1104,"If the decomposer disappears, ecosystem circulation becomes impossible, and the ecosystem cannot be maintained because dead creatures cannot be decomposed.",1104.0,"1142,1,0,0,"
1105,1105,"It will not be able to deliver nutrients remaining on the consumer's body to the producer and the producer will not be able to provide nutrients to the consumer. Eventually, the ecosystem will collapse.",1105.0,"1143,0,0,0,"
1106,1106,"The decomposer acts as an ecosystem reducer by decomposing substrates that do not reach the domain of bacteria. Therefore, if the decomposer disappears, the organic matter will not decompose and the earth will be covered with garbage.",1106.0,"1144,0,0,1,"
1107,1107,"Since the creatures that decompose the dead bodies of producers such as grass and trees and their consumer animals into various nutrients disappear, the creatures that live by eating the nutrients that decomposers make cannot live. Therefore, as a part of the food chain disappears, the food chain is destroyed and the ecosystem is destroyed.",1107.0,"1145,1,0,0,"
1108,1108,"Only organic materials produced by producers and consumers will continue to accumulate in the world, and producers who convert inorganic materials into organic materials will eventually starve to death due to lack of minerals made by decomposers. Then the ecosystem will be destroyed and all living things will be extinct.",1108.0,"1146,1,0,0,"
1109,1109,The bodies of dead creatures will pile up on the earth and pollute the earth.,1109.0,"1147,1,0,0,"
1110,1110,"A decomposer is a creature that breaks down dead creatures and makes them available to other creatures. The disappearance of these decomposers will result in the accumulation of dead creatures and consequently the number of creatures present in the ecosystem will decrease, which will adversely affect humans as well as the ecosystem.",1110.0,"1148,1,0,0,"
1111,1111,"We need decomposers that break down again, return to the natural state, act as producers, and break down ecosystems",1111.0,"1149,0,0,1,"
1112,1112,"After the consumers die, the bodies will be preserved intact and the smell of rot will blow. However, if there is a decomposer, the body can be decomposed to create a clean environment.",1112.0,"1150,1,0,0,"
1113,1113,"If the corpses of producers and consumers are not decomposed, there will be an ecosystem imbalance.",1113.0,"1151,,,,"
1114,1114,"When decomposers such as mushrooms and fungi disappear from the Earth, they play a role in converting organic matter into inorganic matter and interacting with producers who convert inorganic matter into organic matter. The disappearance of decomposers will only increase the activity of producers who convert inorganic substances into organic substances, breaking the balance of the ecosystem.",1114.0,"1152,,,,"
1115,1115,h,1115.0,"1153,49.3%,5.4%,26.3%,"
1116,1116,Don't know,,
1117,1117,The earth will be covered with decaying leaves and corpses,,
1118,1118,The body or food will not rot and the earth will smell.,,
1119,1119,The bodies of dead creatures will roam.,,
1120,1120,Bodies and trash don't rot and remain on Earth,,
1121,1121,The bodies of the creatures will roam,,
1122,1122,The bodies of the creatures will remain,,
1123,1123,I'm not going to use it?,,
1124,1124,The ecosystem is not working,,
1125,1125,The rotten body doesn't break down.,,
1126,1126,It is rotten to the core and cannot be decomposed.,,
1127,1127,It's contaminated,,
1128,1128,There will be rotten bodies all over the street.,,
1129,1129,I don't know.,,
1130,1130,It's getting uncomfortable,,
1131,1131,Ecosystem destruction,,
1132,1132,The body doesn't rot,,
1133,1133,The bodies of animals and plants do not disappear and the ecosystem is destroyed,,
1134,1134,Organic matter builds up and destroys the ecosystem,,
1135,1135,Organic matter builds up and destroys the ecosystem.,,
1136,1136,The ecosystem is destroyed,,
1137,1137,Organic matter builds up and destroys the ecosystem.,,
1138,1138,"As mentioned above, because the producer survives by obtaining the energy needed by the decomposer using the decomposer's decomposed nutrients, if the decomposer disappears from the Earth, the producer will also not exist. The absence of producers will cause the absence of consumers, and eventually the ecosystem will not exist.",,
1139,1139,"Dead consumers (bear tigers, etc.) will rot, stink, or the environment will be dirty",,
1140,1140,It's hard for us to live,,
1141,1141,The environment becomes dirty due to the accumulation of waste on the earth.,,
1142,1142,"There will be no soil, so plants or producers will not grow",,
1143,1143,",,",,
1144,1144,The bodies will remain intact.,,
1145,1145,Dead creatures are not decomposing,,
1146,1146,Then the rot doesn't go away and it stays.,,
1147,1147,Animal corpses and manure remain and become dirty,,
1148,1148,The ecosystem is not working properly.,,
1149,1149,The earth will be covered with dead bodies,,
1150,1150,I don't know,,
1151,1151,The earth will be a heap of corpses,,
1152,1152,The whole earth is a heap of corpses,,
1153,1153,I don't know,,
1154,1154,.,,
1155,1155,The bodies of animals and plants are likely to be rolling in nature,,
1156,1156,The earth can be polluted,,
1157,1157,.,,
1158,1158,It won't be able to dispose of the garbage.  The ecosystem could be destroyed,,
1159,1159,It's likely to be full of dead plants and animals,,
1160,1160,Environmental pollution is caused by the non-decomposition of living things,,
1161,1161,The dead bodies in the whole village and in the mountains are likely to remain intact.,,
1162,1162,The dead bodies or excrements of other living things do not decompose and rot as they are.,,
1163,1163,The ecosystem is going to be ruined,,
1164,1164,The rotten smell of the earth will vibrate because of the failure to break down bodies or excrement and the whole world will be buried in garbage.,,
1165,1165,Evaluation Only. Created with Aspose.Cells for Python via Java.Copyright 2003 - 2022 Aspose Pty Ltd.,,
