,Unnamed: 0,"20. Abnormal kidney function can lead to various diseases and, in severe cases, death. What does the kidney do in our body, so if something goes wrong, will it cause disease? Let's explain it in detail using knowledge of kidney function. ",Unnamed: 0,",q20_Ozoom,q20_Hormone,q20_Hormone,q20_Waste,q20_Reabsorption,q20_Waste.1,q20_Hormone.1,q20_Hormone.1,q20_Waste.1,q20_Waste.1"
732,732.0,It's like a kidney man,732,"757,0,0,0,0,0,,,,,"
733,733.0,Filtration of waste,733,"758,0,0,0,0,0,,,,,"
734,734.0,It's a toxin-filtering job,734,"759,0,0,0,1,0,,,,,"
735,735.0,Filter out all kinds of no-feathers,735,"760,0,0,0,1,0,,,,,"
736,736.0,Make me pee,736,"761,0,0,0,1,0,,,,,"
737,737.0,It filters out the wastes.,737,"762,0,0,0,1,0,,,,,"
738,738.0,PASS,738,"763,1,0,0,1,0,,,,,"
739,739.0,get rid of toxins,739,"764,0,0,0,0,1,,,,,"
740,740.0,I don't know.,740,"765,0,0,0,0,0,,,,,"
741,741.0,The kidney is responsible for removing and discharging the no-fefe water from our body.,741,"766,0,0,0,1,0,,,,,"
742,742.0,It eliminates toxins in the body and divides them into nutrients that the body needs and essential nutrients before releasing urine,742,"767,0,0,0,0,0,,,,,"
743,743.0,The kidneys play a role in removing toxins from our bodies.,743,"768,0,0,0,1,1,,,,,"
744,744.0,"As an excretory organ, it reabsorbs what the body needs and filters what it doesn't need.",744,"769,0,0,0,1,0,,,,,"
745,745.0,The kidneys play a role in trapping waste from our bodies.,745,"770,0,0,0,1,0,,,,,"
746,746.0,"Since it is involved in excretion, it can cause various diseases by not properly discharging waste.",746,"771,0,0,1,1,0,,,,,"
747,747.0,"It works to purify the blood. If there is an abnormality in the kidney, the blood cannot be cleaned.",747,"772,0,0,1,1,0,,,,,"
748,748.0,This is because the kidneys filter bad substances in our bodies.,748,"773,0,0,0,1,0,,,,,"
749,749.0,1234,749,"774,0,0,0,1,0,,,,,"
750,750.0,I don't know,750,"775,0,0,0,1,1,,,,,"
751,751.0,123,751,"776,0,0,0,1,1,,,,,"
752,752.0,123,752,"777,0,0,0,1,0,,,,,"
753,753.0,Let us live,753,"778,0,0,0,1,0,,,,,779,0,0,0,1,0,,,,,"
754,754.0,"Yes, it is",754,"780,0,0,0,1,0,,,,,"
755,755.0,123,755,"781,0,0,0,0,0,,,,,"
756,756.0,I don't know,756,"782,0,0,0,1,0,,,,,"
757,757.0,I don't know.,757,"783,1,0,0,1,0,,,,,"
758,758.0,It makes us live,758,"784,0,0,0,1,0,,,,,"
759,759.0,It makes us live,759,"785,1,0,0,1,1,,,,,"
760,760.0,I don't know the details,760,"786,0,0,0,1,0,,,,,"
761,761.0,The heart plays many roles in many organs in our bodies. The organs that are mentally beneficial to the body keep us healthy,761,"787,0,0,0,0,0,,,,,"
762,762.0,S and O,762,"788,0,0,0,0,0,,,,,"
763,763.0,The heart plays many roles in many organs in our bodies. The organs that are mentally beneficial to the body keep us healthy,763,"789,0,0,0,0,0,,,,,"
764,764.0,on a cigarette,764,"790,0,0,0,0,0,,,,,"
765,765.0,Filter the dust,765,"791,0,0,0,0,0,,,,,"
766,766.0,I don't know.,766,"792,0,0,0,1,0,,,,,"
767,767.0,It filters out our body's waste,767,"793,0,0,0,0,1,,,,,"
768,768.0,I don't know.,768,"794,0,0,0,0,0,,,,,"
769,769.0,You get abnormalities in your body by inhaling coal or something.,769,"795,0,0,0,1,0,,,,,"
770,770.0,It's because our body needs it and we have a kidney,770,"796,0,0,0,0,0,,,,,"
771,771.0,"Wow, I don't know",771,"797,1,0,0,1,0,,,,,"
772,772.0,"If you eat a lot of spicy food, your kidneys lose their function",772,"798,0,0,0,1,0,,,,,"
773,773.0,"If you like someone, your heart starts pounding So I can know your heart And you need a heart to have good blood",773,"799,0,0,0,1,0,,,,,"
774,774.0,Die.,774,"800,0,0,0,1,0,,,,,"
775,775.0,I don't know,775,"801,0,0,0,1,0,,,,,"
776,776.0,I don't know,776,"802,0,0,0,1,0,,,,,"
777,777.0,"""I defecated in an empty pot""",777,"803,0,0,0,1,0,,,,,"
778,778.0,"""",778,"804,0,0,0,1,0,,,,,"
779,779.0,....,779,"805,0,0,0,1,0,,,,,"
780,780.0,be in one's body,780,"806,0,0,0,1,0,,,,,"
781,781.0,I can't go to the bathroom.,781,"807,0,0,0,1,0,,,,,"
782,782.0,I don't know,782,"808,0,0,0,1,0,,,,,809,0,0,0,1,0,,,,,"
783,783.0,I don't understand.,783,"810,0,0,0,1,0,,,,,"
784,784.0,I don't know.,784,"811,0,0,0,1,0,,,,,"
785,785.0,I'm going to clean it's purifying,785,"812,0,0,0,0,0,,,,,"
786,786.0,"When kidney problems occur, the ability to filter toxins decreases.",786,"813,0,0,0,1,0,,,,,"
787,787.0,"It releases substances that are harmful to the body, such as excrement or urine.",787,"814,0,0,0,0,0,,,,,"
788,788.0,"""The kidneys filter out the bad things in the body, and the brain helps us think, and the heart is a variety of respiratory organs, which allow us to breathe. Finally, the blood vessels move the blood in our bodies to other places and move it so that our bodies work smoothly.",788,"815,1,0,0,1,0,,,,,"
789,789.0,"""",789,"816,0,0,0,1,0,,,,,"
790,790.0,The kidneys remove the bacteria in our blood and send it to the urine.,790,"817,0,0,0,0,0,,,,,"
791,,,791,"818,0,0,0,1,0,,,,,"
792,,,792,"819,0,0,0,1,0,,,,,"
793,,,793,"820,0,0,0,0,0,,,,,"
794,,,794,"821,0,0,0,1,0,,,,,"
795,,,795,"822,0,0,0,1,0,,,,,"
796,,,796,"823,0,0,0,0,0,,,,,"
797,,,797,"824,0,0,0,0,0,,,,,"
798,,,798,"825,0,0,0,1,0,,,,,"
799,,,799,"826,0,0,0,1,0,,,,,"
800,,,800,"827,0,0,0,1,1,,,,,"
801,,,801,"828,0,0,0,1,0,,,,,"
802,,,802,"829,0,0,0,1,0,,,,,"
803,,,803,"830,0,0,0,1,0,,,,,"
804,,,804,"831,0,0,0,1,0,,,,,"
805,,,805,"832,0,0,0,1,0,,,,,"
806,,,806,"833,0,0,0,1,0,,,,,"
807,,,807,"834,0,0,1,1,0,,,,,"
808,,,808,"835,0,0,0,1,0,,,,,"
809,,,809,"836,0,0,0,1,0,,,,,"
810,,,810,"837,0,0,0,0,0,,,,,"
811,,,811,"838,0,0,0,1,1,,,,,839,0,0,0,1,1,,,,,"
812,,,812,"840,0,0,0,0,0,,,,,"
813,,,813,"841,0,0,0,1,0,,,,,"
814,,,814,"842,0,0,0,1,0,,,,,"
815,,,815,"843,0,0,0,1,0,,,,,"
816,,,816,"844,0,0,0,0,0,,,,,"
817,,,817,"845,0,0,0,1,0,,,,,"
818,,,818,"846,0,0,0,1,0,,,,,"
819,,,819,"847,1,0,0,1,0,,,,,"
820,,,820,"848,0,0,0,1,0,,,,,"
821,,,821,"849,0,0,0,1,0,,,,,"
822,,,822,"850,0,0,0,0,0,,,,,"
823,,,823,"851,0,0,0,1,0,,,,,"
824,,,824,"852,0,0,0,0,0,,,,,"
825,,,825,"853,,,,,,,,,,"
826,,,826,"854,,,,,,,,,,"
827,,,827,"855,6.4%,1.2%,3.6%,53.0%,4.9%,,,,,"
