,Unnamed: 0,"2) The wooden ladle wasn't hot, but why did the metal ladle get hot?",Unnamed: 0,", q40_column movement, q40_material, q40_column movement1, q40_material.1"
851,851,This is because the metal ladle has a relatively high thermal conductivity and changes in temperature quickly.,851.0,"880,1,1,,"
852,852,"Metal conducts heat better than wood, so I don't know why",852.0,"881,1,1,,"
853,853,This is because the metal ladle is heated as the answer above.,853.0,"882,1,1,,"
854,854,This is because metal ladles conduct better than wooden ladles.,854.0,"883,1,1,,"
855,855,This is because metal ladles conduct better than wooden ladles.,855.0,"884,1,1,,"
856,856,This is because wooden ladles are semiconductors and metal ladles are conductors.,856.0,"885,1,1,,"
857,857,Metal transfers heat faster than wood,857.0,"886,1,1,,"
858,858,It's a conductor that carries heat,858.0,"887,1,1,,"
859,859,It's a conductor that carries heat,859.0,"888,1,1,,"
860,860,I couldn't move the heat,860.0,"889,1,1,,"
861,861,Metal is good at heat transfer,861.0,"890,1,1,,"
862,862,The heat conductivity is faster than the trees,862.0,"891,1,1,,"
863,863,k,863.0,"892,1,1,,"
864,864,I don't know.,864.0,"893,0,1,,"
865,865,This is because the metal ladle conducts heat better,865.0,"894,1,1,,"
866,866,Because metal conducts heat better than wood,866.0,"895,1,1,,"
867,867,This is because metal conducts heat faster than wood.,867.0,"896,1,1,,"
868,868,The heat doesn't work well with the wooden ladle and the metal ladle works well,868.0,"897,0,0,,"
869,869,Because of its high thermal conductivity,869.0,"898,0,1,,899,0,0,,"
870,870,This is because the conductivity of the metal ladle is high.,870.0,"900,1,1,,"
871,871,Because metals have good thermal conductivity.,871.0,"901,0,0,,"
872,872,Difference in thermal conductivity,872.0,"902,1,1,,"
873,873,This is because metal has higher thermal conductivity than wood,873.0,"903,1,0,,"
874,874,Because the heat transfer power is low,874.0,"904,1,0,,"
875,875,It's metal,875.0,"905,1,1,,"
876,876,It's highly conductive,876.0,"906,1,1,,"
877,877,This is because the thermal conductivity of the wooden ladle and the metal ladle is different.,877.0,"907,0,0,,"
878,878,Metal conducts heat better than wood,878.0,"908,1,1,,"
879,879,.,879.0,"909,1,1,,"
880,880,It's because metal heats up better than wood,880.0,"910,0,1,,"
881,881,This is because wood has little heat conduction and metal ladle has a large conduction,881.0,"911,0,1,,"
882,882,This is because metal ladles have higher thermal conductivity than wooden ladles,882.0,"912,0,1,,"
883,883,"This is because wood does not conduct, but metal does.",883.0,"913,0,1,,"
884,884,This is because the metal has higher thermal conductivity.,884.0,"914,1,1,,"
885,885,I'm bald,885.0,"915,0,1,,"
886,886,"This is because heat conduction does not occur well in wooden ladles, and heat conduction occurs well in metal ladles.",886.0,"916,0,0,,"
887,887,"This is because wood has a small heat conduction, but metal has a large heat conduction.",887.0,"917,1,1,,"
888,888,a difference in conductivity,888.0,"918,0,1,,"
889,889,The heat conduction of metal is fast,889.0,"919,0,1,,"
890,890,Metals conduct wellThis is because metal ladles have lower thermal conductivity than wooden ladles.,890.0,"920,0,0,,"
891,891,This is because the metal ladle has higher thermal conductivity than the wooden ladle.,891.0,"921,1,1,,"
892,892,"This is because wood does not conduct heat well, but metals conduct heat well.",892.0,"922,0,1,,"
893,893,This is because metal conducts heat faster than wood.,893.0,"923,1,1,,"
894,894,"This is because wood does not carry heat, but only metal",894.0,"924,1,1,,"
895,895,"Wood has little thermal conductivity, but metal has high thermal conductivity",895.0,"925,1,1,,"
896,896,Metal has a lower specific heat than wood,896.0,"926,1,1,,"
897,897,"This is because wood does not conduct heat well, but metals conduct heat well.",897.0,"927,1,1,,"
898,898,Metal has higher thermal conductivity than wood,898.0,"928,1,1,,929,1,1,,"
899,899,This is because metal conducts heat faster than wood.,899.0,"930,1,1,,"
900,900,This is because wooden ladle has low thermal conductivity,900.0,"931,1,1,,"
901,901,Because wooden ladles are nonconductors and metal ladles are conductors.,901.0,"932,0,1,,"
902,902,"Because the metal ladle is fast,",902.0,"933,1,1,,"
903,903,This is because wooden ladles have low thermal conductivity and metal ladles have high thermal conductivity.,903.0,"934,0,0,,"
904,904,Because metal has a higher thermal conductivity than wood,904.0,"935,0,1,,"
905,905,I don't know,905.0,"936,1,1,,"
906,906,Metal has high electrical conductivity,906.0,"937,0,1,,"
907,907,sorry,907.0,"938,1,1,,"
908,908,Metal conducts heat faster than wood,908.0,"939,0,1,,"
909,909,M,909.0,"940,0,1,,"
910,910,Metal ladles did not get hotter than wooden ladles because of the high heat conductivity due to the free electrons of the metal.,910.0,"941,1,1,,"
911,911,Heat transfer is fast,911.0,"942,1,1,,"
912,912,This is because the metal ladle has a very high thermal conductivity compared to the wooden ladle.,912.0,"943,0,1,,"
913,913,"The wooden ladle was not hot due to its low thermal conductivity, but the metal ladle has high thermal conductivity and is heated by radiation.",913.0,"944,1,0,,"
914,914,Because the heat conductivity is small and the metal ladle is high,914.0,"945,1,1,,"
915,915,Same as 5-1,915.0,"946,1,1,,"
916,916,Metal can move heat well,916.0,"947,0,0,,"
917,917,Wooden ladle is not a conductive object,917.0,"948,0,1,,"
918,918,"Wooden ladles in hot water have the property of sucking water, and metal ladles have the property of getting hot.",918.0,"949,0,1,,"
919,919,Wood doesn't heat well and metal does heat well,919.0,"950,0,0,,"
920,920,Wood and metal are different materials,920.0,"951,1,1,,"
921,921,"Trees burn, but they don't touch water.",921.0,"952,1,1,,"
922,922,The metal ladle itself absorbs heat faster,922.0,"953,0,1,,"
923,923,The tree drips the heat,923.0,"954,1,1,,"
924,924,Metal products received more heat when making them,924.0,"955,1,1,,"
925,925,This is because wooden ladle and metal ladle have different electronic properties,925.0,"956,0,1,,"
926,926,Wooden and metal ladle have different properties,926.0,"957,1,1,,"
927,927,Metal ladles have more heat than wooden ladles,927.0,"958,0,1,,959,1,1,,"
928,928,I don't know.,928.0,"960,0,1,,"
929,929,Metal transfers heat faster than wood.,929.0,"961,1,1,,"
930,930,The hot seaweed comes up with a metal ladle,930.0,"962,0,0,,"
931,931,The water temperature is high and the heat conductivity of the metal ladle is fast,931.0,"963,0,1,,"
932,932,This is because the heat conduction of the wooden ladle and the metal ladle is different.,932.0,"964,1,1,,"
933,933,"""",933.0,"965,0,0,,"
934,934,"Wooden ladles do not heat up quickly due to their low thermal conductivity, but metal ladles have high thermal conductivity, so heat rises quickly.",934.0,"966,0,1,,"
935,935,The metal ladle absorbs heat faster,935.0,"967,1,1,,"
936,936,Metal ladles conduct heat faster than wooden ladles,936.0,"968,1,1,,"
937,937,This is because metal ladles transfer heat relatively quickly.,937.0,"969,0,0,,"
938,938,Metal ladle has high thermal conductivity,938.0,"970,1,1,,"
939,939,Metal ladle has high thermal conductivity,939.0,"971,0,0,,"
940,940,"Wood burns, but metal heats up",940.0,"972,0,1,,"
941,941,This is because the metal ladle has a material to heat up.,941.0,"973,0,0,,"
942,942,This is because metal ladle stores and receives heat more easily.,942.0,"974,1,0,,"
943,943,We have different personalities,943.0,"975,0,0,,"
944,944,"Because metal is hot because heat does not move outside, and wooden ladle is not hot because heat spreads outside.",944.0,"976,1,0,,"
945,945,This is because metal ladle stores and receives heat more easily.,945.0,"977,1,1,,"
946,946,Because metal is more heated than a wooden ladle,946.0,"978,0,1,,"
947,947,"This is because the heat of the wooden ladle was not transferred to the handle, and the heat of the metal ladle was transferred to the handle.",947.0,"979,1,1,,"
948,948,"Because wooden ladles are less affected by temperature than metal ladles, and metal ladles are more affected by temperature than wooden ladles",948.0,"980,0,0,,"
949,949,"The wooden ladle blocks heat, but the metal ladle receives heat, so the heat is reduced and the metal ladle gets hot",949.0,"981,1,1,,"
950,950,Wood doesn't have heat,950.0,"982,0,0,,"
951,951,Because metal conducts heat faster than wood,951.0,"983,0,1,,"
952,952,"The wooden ladle absorbs water and is not hot, but the metal ladle is hot because it cannot absorb water",952.0,"984,0,1,,"
953,953,Wooden ladle doesn't absorb heat,953.0,"985,0,1,,"
954,954,Metal can transfer heat easily,954.0,"986,1,1,,"
955,955,"The wood is not hot because it is not metal, and the metal is railroaded, so the heat gets right quickly and gets hot.",955.0,"987,0,1,,"
956,956,I don't know,956.0,"988,1,1,,989,1,1,,"
957,957,Because wooden ladles are not easily affected by heat and metal ladles are easily affected by heat.,957.0,"990,0,0,,"
958,958,"The temperature of the wood does not rise, but the temperature of the metal does",958.0,"991,1,1,,"
959,959,I don't know,959.0,"992,1,1,,"
960,960,"This is because heat does not move with wooden ladles, but metal ladles move heat.",960.0,"993,1,1,,"
961,961,This is because metal ladles conduct heat faster than wooden ladles,961.0,"994,1,1,,"
962,962,in iron,962.0,"995,1,1,,"
963,963,This is because heat is difficult to move on wooden ladles.,963.0,"996,1,0,,"
964,964,The metal ladle has a greater heat conduction than a wooden ladle,964.0,"997,1,0,,"
965,965,"Wood does not absorb temperature, but metal can absorb temperature, so wooden ladles are not hot, but metal ladles are hot",965.0,"998,1,0,,"
966,966,"This is because wood is a material that transfers heat well, but metal is a material that transfers heat quickly and well.",966.0,"999,1,0,,"
967,967,"The wooden ladle is not hot, but the metal can absorb the temperature, so the metal ladle is hot",967.0,"1000,1,1,,"
968,968,"This is because wooden ladles have low thermal conductivity and do not heat up quickly, while metal ladles have high thermal conductivity and heat rises quickly.",968.0,"1001,1,1,,"
969,969,"The wooden ladle gets hot by burning it, but it doesn't get hot in just hot water. However, only the metal ladle became hot because it melts easily in hot things or gets hot easily.",969.0,"1002,1,1,,"
970,970,"Wooden ladle has low thermal conductivity, so it does not get hot unless it is kept in hot water for a long time. On the other hand, metal ladle has high thermal conductivity, so it gets hot quickly when put in hot water.",970.0,"1003,1,1,,"
971,971,I'm sorry,971.0,"1004,1,1,,"
972,972,The tree doesn't seem to be affected no matter how hot it is,972.0,"1005,1,1,,"
973,973,This is because wooden ladles have low thermal conductivity and metal ladles have high thermal conductivity.,973.0,"1006,1,1,,"
974,974,I don't know,974.0,"1007,0,1,,"
975,975,Wooden ladles are less hot than metal ladles because they lack the ability to absorb heat than metal.,975.0,"1008,1,1,,"
976,976,Metal absorbs heat,976.0,"1009,1,1,,"
977,977,"Wood doesn't move heat, but metal does",977.0,"1010,0,0,,"
978,978,I don't know.,978.0,"1011,1,1,,"
979,979,Because trees don't move heat,979.0,"1012,1,1,,"
980,980,A wooden ladle cannot move heat,980.0,"1013,1,1,,"
981,981,Because the temperature of trees doesn't go up,981.0,"1014,1,1,,"
982,982,Don't know,982.0,"1015,1,1,,"
983,983,The heat travels well.,983.0,"1016,0,0,,"
984,984,I don't know,984.0,"1017,0,0,,"
985,985,Because the thermal conductivity is different,985.0,"1018,1,1,,1019,0,1,,"
986,986,Metal moves heat quickly,986.0,"1020,0,0,,"
987,987,Because the temperature of trees stabilizes?,987.0,"1021,1,0,,"
988,988,"""Because wood doesn't carry heat, and metal does",988.0,"1022,0,0,,"
989,989,"""I don't know.",989.0,"1023,1,1,,"
990,990,Because the metal ladle received heat from hot water,990.0,"1024,1,1,,"
991,991,I don't know,991.0,"1025,1,1,,"
992,992,Metals are subject to thermal damage,992.0,"1026,0,1,,"
993,993,Because metal is made of hot material,993.0,"1027,1,1,,"
994,994,"The wooden ladle is wood, but the metal ladle is metal",994.0,"1028,1,0,,"
995,995,"Wood does not move heat, but metal does",995.0,"1029,1,1,,"
996,996,Metal changes immediately even in hot water.,996.0,"1030,1,0,,"
997,997,"Wood can't transfer heat, metal can",997.0,"1031,1,0,,"
998,998,"Because heat was not transferred well to the trees and heat was transferred to the metal,",998.0,"1032,1,0,,"
999,999,I don't know.,999.0,"1033,1,0,,"
1000,1000,"Wood can dampen heat, but metal can dampen heat",1000.0,"1034,1,1,,"
1001,1001,"Because wood is a material that does not heat well, and metal is a material that heat well",1001.0,"1035,1,1,,"
1002,1002,The heat doesn't travel very well in trees.,1002.0,"1036,1,1,,"
1003,1003,Metal ladles have higher thermal conductivity.,1003.0,"1037,1,0,,"
1004,1004,Iron conducts faster than trees,1004.0,"1038,1,1,,"
1005,1005,This is because the heat conduction constant is different.,1005.0,"1039,1,1,,"
1006,1006,It has high thermal conductivity,1006.0,"1040,1,1,,"
1007,1007,"In the formula for heat conduction, the heat conduction constant, k, is extremely small, so it does not get hot quickly.",1007.0,"1041,0,0,,"
1008,1008,It has low thermal conductivity,1008.0,"1042,0,0,,"
1009,1009,Metal has higher thermal conductivity than wood,1009.0,"1043,0,0,,"
1010,1010,This is because metal atoms conduct heat quickly.,1010.0,"1044,0,1,,"
1011,1011,This is because metals have high thermal conductivity.,1011.0,"1045,0,0,,"
1012,1012,This is because metal has higher thermal conductivity than wood.,1012.0,"1046,1,1,,"
1013,1013,This is because wooden ladles have lower thermal conductivity than metal ladles.,1013.0,"1047,1,0,,"
1014,1014,This is because metal ladles have high thermal conductivity.,1014.0,"1048,1,1,,1049,1,1,,"
1015,1015,"This is because heat conduction is easy for metal ladles, and heat conduction is difficult for wooden ladles.",1015.0,"1050,1,1,,"
1016,1016,This is because metal ladle moves faster in temperature,1016.0,"1051,1,0,,"
1017,1017,This is because metals have higher conductivity.,1017.0,"1052,1,1,,"
1018,1018,This is because the metal ladle has higher thermal conductivity,1018.0,"1053,1,1,,"
1019,1019,I'm embarrassed,1019.0,"1054,1,1,,"
1020,1020,This is because wood has low thermal conductivity and metal ladle has high thermal conductivity.,1020.0,"1055,1,1,,"
1021,1021,"Wood has low thermal conductivity, but metal has high thermal conductivity",1021.0,"1056,1,1,,"
1022,1022,I think it is because the thermal conductivity of the metal is higher.,1022.0,"1057,0,1,,"
1023,1023,Metals have high thermal conductivity,1023.0,"1058,1,1,,"
1024,1024,This is because the conductivity of the wooden ladle was lower than that of the metal ladle.,1024.0,"1059,0,0,,"
1025,1025,"Because of the hot air,",1025.0,"1060,1,0,,"
1026,1026,"Because of the hot air,",1026.0,"1061,0,0,,"
1027,1027,"The metal ladle is hot and heat is transferred well, so the wood does not heat well",1027.0,"1062,1,0,,"
1028,1028,The tree doesn't have a fever,1028.0,"1063,0,0,,"
1029,1029,I don't know.,1029.0,"1064,1,1,,"
1030,1030,Heat conduction is much faster,1030.0,"1065,1,1,,"
1031,1031,I don't know,1031.0,"1066,1,1,,"
1032,1032,"Wood does not conduct heat, because metal has high thermal conductivity.",1032.0,"1067,1,1,,"
1033,1033,Because iron has high thermal conductivity,1033.0,"1068,1,1,,"
1034,1034,Metal conducts better than wood,1034.0,"1069,0,1,,"
1035,1035,The temperature of the tree goes up late,1035.0,"1070,1,1,,"
1036,1036,Metals conduct heat well,1036.0,"1071,0,0,,"
1037,1037,Thermal conductivity,1037.0,"1072,1,1,,"
1038,1038,This is because the thermal conductivity is faster than wood.,1038.0,"1073,1,1,,"
1039,1039,The conductivity is different,1039.0,"1074,1,1,,"
1040,1040,specific heat dissipation,1040.0,"1075,1,1,,"
1041,1041,Because the thermal conductivity is different,1041.0,"1076,1,1,,"
1042,1042,This is because the conductivity is low.,1042.0,"1077,1,1,,"
1043,1043,Because the metal ladle is more suitable for thermal conductivity,1043.0,"1078,1,1,,1079,1,1,,"
1044,1044,This is because wooden ladles conduct heat slowly and metals conduct quickly,1044.0,"1080,1,1,,"
1045,1045,Heat conduction is better than wood,1045.0,"1081,0,0,,"
1046,1046,It is because of the difference in specific heat.,1046.0,"1082,1,1,,"
1047,1047,The wood has a higher specific heat than metal,1047.0,"1083,1,1,,"
1048,1048,The difference in heat conduction caused the metal ladle to heat up faster.,1048.0,"1084,1,1,,"
1049,1049,This is because wood has low thermal conductivity but high metal.,1049.0,"1085,1,0,,"
1050,1050,I don't know,1050.0,"1086,0,0,,"
1051,1051,h,1051.0,"1087,1,1,,"
1052,1052,h,1052.0,"1088,1,1,,"
1053,1053,"Because the heat doesn't work with wooden ladle,",1053.0,"1089,1,0,,"
1054,1054,.,1054.0,"1090,1,1,,"
1055,1055,Wood is less heat-conducting and metal is large,1055.0,"1091,1,1,,"
1056,1056,"Wood ladle, which is a nonmetal, has low thermal conductivity and ladle, which is a metal, has high thermal conductivity.",1056.0,"1092,0,0,,"
1057,1057,Metal has higher thermal conductivity,1057.0,"1093,1,1,,"
1058,1058,Metal conducts heat better,1058.0,"1094,1,1,,"
1059,1059,Metal absorbs heat well,1059.0,"1095,1,1,,"
1060,1060,high specific heat characteristic,1060.0,"1096,1,1,,"
1061,1061,This is because wooden ladle has low thermal conductivity but high metal,1061.0,"1097,1,1,,"
1062,1062,Because metals have high thermal conductivity,1062.0,"1098,1,1,,"
1063,1063,Metal has a higher thermal conductivity than wood,1063.0,"1099,1,1,,"
1064,1064,"Wood does not conduct heat, but metal does.",1064.0,"1100,1,1,,"
1065,1065,This is because wood has lower thermal conductivity than metal.,1065.0,"1101,1,0,,"
1066,1066,This is because wooden ladles are less heated than metal ladles,1066.0,"1102,1,0,,"
1067,1067,This is because metal ladle has fast thermal conductivity,1067.0,"1103,1,0,,"
1068,1068,I don't know.,1068.0,"1104,1,1,,"
1069,1069,Because of the high heat conduction,1069.0,"1105,1,1,,"
1070,1070,Hing,1070.0,"1106,1,1,,"
1071,1071,It has low thermal conductivity,1071.0,"1107,1,1,,"
1072,1072,I don't know.,1072.0,"1108,1,1,,1109,1,0,,"
1073,1073,This is because the thermal conductivity of the metal ladle is higher,1073.0,"1110,1,0,,"
1074,1074,This is because wooden ladles have low thermal conductivity and metal ladles have high thermal conductivity.,1074.0,"1111,1,0,,"
1075,1075,Metal has higher thermal conductivity than wood,1075.0,"1112,1,1,,"
1076,1076,This is because wooden ladle does not transfer heat well and metal ladle transfers heat well,1076.0,"1113,1,1,,"
1077,1077,Wood has lower thermal conductivity than metal,1077.0,"1114,1,0,,"
1078,1078,Because wood is nonmetallic and ladle is metal,1078.0,"1115,1,1,,"
1079,1079,This is because the metal ladle has higher heat conduction than the wooden ladle.,1079.0,"1116,1,1,,"
1080,1080,I don't know.,1080.0,"1117,1,0,,"
1081,1081,This is because wood has low thermal conductivity and high metal,1081.0,"1118,1,1,,"
1082,1082,This is because metal ladles conduct more heat than wooden ladles,1082.0,"1119,1,0,,"
1083,1083,Wooden ladle has low heat conductivity,1083.0,"1120,1,1,,"
1084,1084,Because it has much better thermal conductivity than wood,1084.0,"1121,1,1,,"
1085,1085,This is because metal has much higher thermal conductivity than wood.,1085.0,"1122,0,1,,"
1086,1086,This is because metal ladle has a higher heat than wooden ladle,1086.0,"1123,1,1,,"
1087,1087,"Because the thermal conductivity of the wood is low and the thermal conductivity of the metal is high, the wooden ladle does not get hot, but the metal ladle gets hot.",1087.0,"1124,1,1,,"
1088,1088,"The thermal conductivity of the wooden ladle is much lower than that of the metal ladle. This means that the metal ladle has more heat energy than the wooden ladle during the same time. Since there are many metal ladles for heat energy transfer, the temperature of the metal ladle increases and the temperature of the wooden ladle is insufficient.Metal transfers heat better than wood",1088.0,"1125,1,1,,"
1089,1089,I don't know.,1089.0,"1126,1,1,,"
1090,1090,The metal ladle is good at transferring heat,1090.0,"1127,0,0,,"
1091,1091,Because metal transfers heat well,1091.0,"1128,1,1,,"
1092,1092,Metal ladles conduct better than wooden ladles,1092.0,"1129,1,0,,"
1093,1093,It's because the specific heat is different,1093.0,"1130,1,1,,"
1094,1094,in the heat of one's heart,1094.0,"1131,1,0,,"
1095,1095,The heat conduction is faster,1095.0,"1132,1,1,,"
1096,1096,The heat conduction is faster,1096.0,"1133,1,1,,"
1097,1097,It's a different proportion,1097.0,"1134,1,1,,"
1098,1098,This is because metal has much faster thermal conductivity than wood.,1098.0,"1135,1,1,,"
1099,1099,Because metal is heat-transferable,1099.0,"1136,1,1,,"
1100,1100,I can't feel the heat,1100.0,"1137,1,0,,"
1101,1101,"Since the thermal conductivity is higher than the wooden ladle,",1101.0,"1138,1,0,,1139,0,0,,"
1102,1102,This is because the thermal conductivity of the wooden ladle is lower than that of the metal ladle.,1102.0,"1140,0,1,,"
1103,1103,The heat doesn't move well in the trees,1103.0,"1141,1,1,,"
1104,1104,Because metal transfers heat well,1104.0,"1142,0,1,,"
1105,1105,This is because metal has higher thermal conductivity than wood.,1105.0,"1143,1,0,,"
1106,1106,Metal ladles have high thermal conductivity and wooden ladles have low thermal conductivity,1106.0,"1144,1,0,,"
1107,1107,"The wooden ladle had a small temperature change due to its large specific heat, but the metal ladle had a large temperature change due to its small specific heat.",1107.0,"1145,1,1,,"
1108,1108,This is because the thermal conductivity of the metal is larger than that of the wood.,1108.0,"1146,1,1,,"
1109,1109,Difference in thermal conductivity,1109.0,"1147,0,1,,"
1110,1110,Because the conductivity is different,1110.0,"1148,1,1,,"
1111,1111,Thermal conductivity,1111.0,"1149,1,0,,"
1112,1112,Because of the specific heat difference between wood and metal,1112.0,"1150,1,1,,"
1113,1113,"Wooden ladle has a higher specific heat than metal, so the temperature does not change well.",1113.0,"1151,1,1,,"
1114,1114,"The thermal conductivity of the wooden ladle is low, but the thermal conductivity of the metal ladle is high",1114.0,"1152,1,1,,"
1115,1115,Metal ladles conduct heat more easily than wooden ladles.,1115.0,"1153,1,1,,"
1116,1116,Wood has lower thermal conductivity than metal,1116.0,"1154,1,1,,"
1117,1117,"The specific heat of the wooden ladle is large, so even if you heat it a lot, it becomes relatively less hot.",1117.0,"1155,1,1,,"
1118,1118,Because the specific heat is different.,1118.0,"1156,1,1,,"
1119,1119,"Because the thermal conductivity of the two targets is different,",1119.0,"1157,1,1,,"
1120,1120,"Because metal has high thermal conductivity,",1120.0,"1158,1,1,,"
1121,1121,The metal ladle has a smaller specific heat,1121.0,"1159,1,1,,"
1122,1122,This is because the thermal conductivity is different.,1122.0,"1160,0,0,,"
1123,1123,This is because the thermal conductivity of wood and metal is different.,1123.0,"1161,0,0,,"
1124,1124,"""At a given time, the wooden ladle was not hot because of its slow heat conduction",1124.0,"1162,0,1,,"
1125,1125,"This is because the metal ladle quickly heats up due to its fast heat conduction.""",1125.0,"1163,0,1,,"
1126,1126,I have a big fever,1126.0,"1164,0,0,,"
1127,1127,"The specific heat of the metal ladle is relatively lower than the specific heat of the wooden ladle, so the metal ladle heats up much faster.",1127.0,"1165,1,1,,"
1128,1128,be due to different thermal conductivity,1128.0,"1166,1,1,,"
1129,1129,Metal has higher thermal conductivity than wood,1129.0,"1167,1,1,,"
1130,1130,"Wood has slow heat conduction, but metal ladle has good heat conduction.",1130.0,"1168,1,1,,1169,1,1,,"
1131,1131,The metal ladle heats up better than the wooden ladle,1131.0,"1170,0,1,,"
1132,1132,Trees have low thermal conductivity,1132.0,"1171,0,1,,"
1133,1133,Iron has high thermal conductivity.,1133.0,"1172,1,1,,"
1134,1134,This is because the metal ladle works better in heat.,1134.0,"1173,1,1,,"
1135,1135,This is because the metal has higher thermal conductivity.,1135.0,"1174,0,1,,"
1136,1136,The concentration is high,1136.0,"1175,0,1,,"
1137,1137,It's because it's made of metal that transfers heat well,1137.0,"1176,1,1,,"
1138,1138,The heat conduction is slow,1138.0,"1177,0,0,,"
1139,1139,This is because trees have a lower degree of conduction that transfers heat than metals.,1139.0,"1178,1,1,,"
1140,1140,This is because heat is well conducted.,1140.0,"1179,1,1,,"
1141,1141,This is because the metal ladle is a metal that transfers heat well.,1141.0,"1180,1,1,,"
1142,1142,Metals conduct heat easily,1142.0,"1181,1,0,,"
1143,1143,Because the thermal conductivity is much higher in metal ladle than in wooden ladle,1143.0,"1182,1,1,,"
1144,1144,This is because the conduction heat of the metal is low and the conduction heat of the wooden ladle is high,1144.0,"1183,1,1,,"
1145,1145,This is because trees are not moved by heat.,1145.0,"1184,1,1,,"
1146,1146,Thermal conduction,1146.0,"1185,1,1,,"
1147,1147,"Because it deals with thermal conductivity,",1147.0,"1186,1,1,,"
1148,1148,I don't know,1148.0,"1187,0,1,,"
1149,1149,It's metal,1149.0,"1188,1,1,,"
1150,1150,This is because metal ladle has higher thermal conductivity than wooden ladle,1150.0,"1189,1,1,,"
1151,1151,The wood doesn't rub,1151.0,"1190,1,0,,"
1152,1152,heat conduction is fast,1152.0,"1191,0,1,,"
1153,1153,This is because heat conduction is slow.,1153.0,"1192,1,1,,"
1154,1154,"Metals have high thermal conductivity, but trees have low",1154.0,"1193,1,1,,"
1155,1155,Iron and metal light conduct heat,1155.0,"1194,1,1,,"
1156,1156,made of metal. It's made of metal,1156.0,"1195,1,1,,"
1157,1157,This is because metal ladles have much higher thermal conductivity than wooden ladles.,1157.0,"1196,1,1,,"
1158,1158,have high thermal conductivity,1158.0,"1197,1,1,,"
1159,1159,"The wooden ladle is made of wood, so hot heat is not transferred well, but the metal ladle is made of metal, so hot heat is transferred by the metal properties.",1159.0,"1198,1,1,,1199,1,1,,"
1160,1160,"Since the metal is more conductive,",1160.0,"1200,0,1,,"
1161,1161,"Because the heat transfer rate is different, it is faster than a wooden ladle",1161.0,"1201,1,1,,"
1162,1162,Metal has better thermal conductivity than wood,1162.0,"1202,1,1,,"
1163,1163,It was because the tree had a high specific heat,1163.0,"1203,1,1,,"
1164,1164,It was because the tree had a high specific heat,1164.0,"1204,0,1,,"
1165,1165,The wood does not carry heat.,1165.0,"1205,1,1,,"
1166,1166,This is because metal ladles have better thermal conductivity than wooden ladles.,1166.0,"1206,1,1,,"
1167,1167,"Metal ladle is made of metal material and metal material gets hot quickly because of high thermal conductivity, but wooden ladle is made of wood and wood has low thermal conductivity, so it gets hot later than metal ladle.",1167.0,"1207,0,0,,"
1168,1168,"The wooden ladle has a high specific heat, and the metal ladle has a low specific heat, so the metal ladle got hotter faster.",1168.0,"1208,1,1,,"
1169,1169,The reason why the trees in the desert do not get hot is similar,1169.0,"1209,1,1,,"
1170,1170,"I explained it above, right?",1170.0,"1210,1,0,,"
1171,1171,Because metal is heated and wood is not heated,1171.0,"1211,1,1,,"
1172,1172,It's metal,1172.0,"1212,1,1,,"
1173,1173,The water is hot,1173.0,"1213,1,1,,"
1174,1174,"The heat does not move in the wooden ladle, but the metal ladle does because the heat moves",1174.0,"1214,1,1,,"
1175,1175,Wooden ladle is less heat conduction than metal ladle,1175.0,"1215,1,1,,"
1176,1176,Wooden ladle has a lower conductivity than metal ladle,1176.0,"1216,0,0,,"
1177,1177,Wooden ladle has less heat conduction than metal ladle,1177.0,"1217,1,1,,"
1178,1178,Metal has the properties of heat transfer and trees do not have the properties of heat transfer,1178.0,"1218,0,0,,"
1179,1179,This is because iron or metal moves actively in heat,1179.0,"1219,1,1,,"
1180,1180,"""Metals change with temperature",1180.0,"1220,0,1,,"
1181,1181,"Metal is iron, so the temperature lasts for a long time, but wood is not iron, so the temperature does not last for a long time.""",1181.0,"1221,1,0,,"
1182,1182,"""The wooden ladle is made of wood, so it doesn't heat up because it doesn't transfer heat well",1182.0,"1222,1,1,,"
1183,1183,"Metal ladle is metal, so heat transfer is good and it gets hot """,1183.0,"1223,1,0,,"
1184,1184,Metals are easier to conduct heat,1184.0,"1224,0,0,,"
1185,1185,"Wooden ladles emit heat well, but metal ladles do not emit heat well.",1185.0,"1225,1,1,,"
1186,1186,It's metal,1186.0,"1226,1,1,,"
1187,1187,This is because the metal ladle has high thermal conductivity.I don't know.,1187.0,"1227,1,1,,"
1188,1188,This is because wood has a higher specific heat than metal.,1188.0,"1228,1,0,,1229,1,0,,"
1189,1189,This is because metal is more heat-resistant than wood.,1189.0,"1230,1,1,,"
1190,1190,"Gold heats up, but wood doesn't",1190.0,"1231,1,1,,"
1191,1191,It's getting delivered well,1191.0,"1232,1,1,,"
1192,1192,Metal has higher thermal conductivity than wood,1192.0,"1233,1,1,,"
1193,1193,Metal works well,1193.0,"1234,1,1,,"
1194,1194,Metal is heat-resistant heat,1194.0,"1235,1,1,,"
1195,1195,"Wood is a nonconductor, so it cannot transfer heat, and metal is a conductor, so heat is transferred",1195.0,"1236,1,1,,"
1196,1196,This is because the metal ladle has high thermal conductivity,1196.0,"1237,0,0,,"
1197,1197,"Because it was metal, it became hot because of the heat.",1197.0,"1238,1,1,,"
1198,1198,The thermal conductivity of the metal is higher than that of a wooden ladle,1198.0,"1239,0,0,,"
