,Unnamed: 0,2) Why do plastic bottles that are left outside in the summer get crushed when they are put in the refrigerator?,Unnamed: 0,", q38_temperature, q38_pressure, q38_gas molecule, q38_temperature.1,q38_Pressure.1,q38_a gas molecule.1"
900,900,a sudden change in temperature,900.0,"931,0,0,0,,,"
901,901,Volume contraction,901.0,"932,0,1,1,,,"
902,902,due to the temperature difference,902.0,"933,1,1,0,,,"
903,903,There's a huge difference in temperature,903.0,"934,1,0,0,,,"
904,904,"When the air in the plastic bottle outside is heated and then put into the refrigerator, the air in the plastic bottle cools rapidly, causing the plastic bottle to be crushed.",904.0,"935,1,0,0,,,"
905,905,I don't know.,905.0,"936,1,0,0,,,"
906,906,"When the pressure is constant, the temperature and volume are proportional to each other (Charl law), so if you put a plastic bottle in the refrigerator, the temperature decreases, and the volume decreases in proportion to that, causing the plastic bottle to be crushed.",906.0,"937,0,1,0,,,"
907,907,"Water is made of hydrogen bonds and when it becomes ice from water, it is made up of a hexagonal structure, which gradually expands and collapses.",907.0,"938,1,0,0,,,"
908,908,I don't know.,908.0,"939,1,1,0,,,"
909,909,Hot things suddenly get cold (the same theory that glass breaks when you put it in the refrigerator),909.0,"940,1,0,0,,,"
910,910,I don't know,910.0,"941,0,1,0,,,"
911,911,The pressure is different,911.0,"942,1,0,0,,,"
912,912,"Put it in a hot place and put it in a cold place, it will be crushed.",912.0,"943,1,0,0,,,"
913,913,I suddenly put hot things in a cool place,913.0,"944,0,0,0,,,"
914,914,I don't know.,914.0,"945,1,0,0,,,"
915,915,It's because the pressure is gone.,915.0,"946,1,0,0,,,"
916,916,Crushed by temperature difference in air pressure.,916.0,"947,0,0,0,,,"
917,917,When you put a plastic bottle outside in the refrigerator in the summer,917.0,"948,1,0,0,,,"
918,918,The pressure difference is different,918.0,"949,1,0,0,,,"
919,919,.,919.0,"950,0,1,0,,,"
920,920,Because it expands?,920.0,"951,1,0,0,,,"
921,921,"It's hot outside, but coming into the cold refrigerator,",921.0,"952,1,1,0,,,"
922,922,"The plastic bottle was outside in the summer, so it went into the refrigerator and froze and crushed.",922.0,"953,1,0,0,,,"
923,923,The temperature decreases and the volume decreases.,923.0,"954,0,0,0,,,"
924,924,There's no air,924.0,"955,1,1,0,,,"
925,925,The density inside is low,925.0,"956,1,1,1,,,"
926,926,"The temperature changes drastically due to the difference in temperature, so the shape changes.",926.0,"957,1,1,0,,,"
927,927,"""",927.0,"958,1,1,1,,,959,1,1,0,,,"
928,928,"The temperature is very high outside in the summer. The higher the temperature, the lower the pressure applied to the plastic bottle, and the higher the pressure applied, because the pressure increases when the plastic bottle outside enters the refrigerator.",928.0,"960,1,0,0,,,"
929,929,It's because of the air pressure difference depending on the temperature,929.0,"961,1,0,0,,,"
930,930,This is because the volume of the gas changed due to the cold temperature in the plastic bottle in the warm place.,930.0,"962,1,0,0,,,"
931,931,I'm not really sure.,931.0,"963,0,0,0,,,"
932,932,"The density of the material inside increases, creating a vacuum. Part of the plastic bottle around is pulled in to fill the vacuum",932.0,"964,1,0,0,,,"
933,933,"The density of the material inside increases and a vacuum is created, and a part of the plastic bottle around it is pulled in to fill the vacuum",933.0,"965,0,0,0,,,"
934,934,There's not a lot of air,934.0,"966,0,0,0,,,"
935,935,"The density of the material inside increases, resulting in a vacuum, and part of the plastic bottle around it is dragged to heat the vacuum.",935.0,"967,0,0,0,,,"
936,936,"Because the pressure is low in the hot and the pressure is high in the cold, the plastic bottle that was in the low pressure goes to the high pressure, so the plastic bottle is crushed.",936.0,"968,1,1,0,,,"
937,937,"Due to the temperature difference,",937.0,"969,1,0,0,,,"
938,938,"Because if you put the plastic bottle outside and put it in the cold internal storage again, the plastic bottle shrinks when it becomes hot and then becomes cold.",938.0,"970,1,0,0,,,"
939,939,"The difference in temperature is conflicting. Plastic bottles left outside in summer have a lot of temperature because if you put them in a refrigerator with a low temperature, there is a lot of temperature difference.",939.0,"971,1,0,0,,,"
940,940,High pressure is crushed in a plastic bottle as it enters the refrigerator and becomes low pressure,940.0,"972,1,0,0,,,"
941,941,This is because the difference between the air in the plastic bottle and the air temperature outside the plastic bottle is large.,941.0,"973,0,0,0,,,"
942,942,The high pressure in the hot plastic bottle is crushed as it enters the refrigerator and becomes low pressure,942.0,"974,0,0,0,,,"
943,943,"The temperature of the summer is high, but the temperature of the refrigerator is low, so it is crushed",943.0,"975,0,0,0,,,"
944,944,Pressure,944.0,"976,0,0,0,,,"
945,945,the sudden cooling of the gas in the bottle and contracting,945.0,"977,0,0,0,,,"
946,946,"""I put a warm plastic bottle in the cold refrigerator",946.0,"978,1,0,0,,,"
947,947,"""",947.0,"979,1,0,0,,,"
948,948,I don't know.,948.0,"980,0,0,0,,,"
949,949,"The temperature in summer is hot, but the temperature difference from the refrigerator causes it to be crushed",949.0,"981,1,0,0,,,"
950,950,The temperature outside and inside are different,950.0,"982,0,0,0,,,"
951,951,I don't know,951.0,"983,1,0,0,,,"
952,952,"The plastic bottle is warm and the refrigerator is cold, so the warm air in the plastic bottle escapes.",952.0,"984,1,0,0,,,"
953,953,This is because the temperature suddenly increased after entering the refrigerator after receiving sunlight.,953.0,"985,0,0,0,,,"
954,954,Because of the pressure,954.0,"986,1,0,0,,,"
955,955,It is because the gas in the bottle suddenly cools.,955.0,"987,0,0,0,,,"
956,956,It's because the air pressure difference is different depending on the temperature,956.0,"988,1,0,0,,,989,1,0,0,,,"
957,957,I was in the hot weather and went into the cold weather,957.0,"990,1,0,0,,,"
958,958,The sunlight melted,958.0,"991,1,1,0,,,"
959,959,"Plastic bottles outside in the summer are under hot heat and pressure, and if you put them in the refrigerator in that state, they are crushed due to temperature differences and pressure.",959.0,"992,1,0,0,,,"
960,960,"It's probably because of the pressure difference between the temperature and the air inside becomes active and rises, because the air outside the low pressure is relatively cold, and the air moves from the high pressure to the low pressure to the inside of the bottle",960.0,"993,1,0,0,,,"
961,961,"If the temperature is high, heat is generated inside and expands, but if the temperature is suddenly low, cold air creates pressure to press the PET bottle.",961.0,"994,0,1,0,,,"
962,962,"It's probably because of the difference in temperature and pressure. Hot water makes the air in it active and rises. It's relatively cold outside the low pressure. It moves from high pressure to low pressure, so I think it's because it's trying to get inside the bottle.",962.0,"995,1,0,0,,,"
963,963,"If the temperature is high, the pressure is low, and if the temperature is low, the pressure is high, so it is crushed.",963.0,"996,0,1,0,,,"
964,964,"Plastic bottles outside in the summer are crushed when they are put in a refrigerator with a high temperature and a low temperature, and the plastic bottles that were suddenly high are crushed because the temperature is lowered.",964.0,"997,1,1,0,,,"
965,965,"If you suddenly put a plastic bottle outside in the refrigerator in summer, the plastic bottle outside is hot because it is hot in summer, but if you suddenly put it in the refrigerator, the temperature change will worsen and the shape of the plastic bottle will change.",965.0,"998,0,0,0,,,"
966,966,I was hot in the heat and I met the cold air,966.0,"999,1,0,0,,,"
967,967,I don't know.,967.0,"1000,1,0,0,,,"
968,968,"If you suddenly put a plastic bottle outside in the refrigerator in summer, the plastic bottle outside is hot because it is hot in summer, but if you suddenly put it in the refrigerator, the temperature change becomes severe, changing the shape of the plastic bottle.",968.0,"1001,0,0,0,,,"
969,969,I don't know,969.0,"1002,0,0,0,,,"
970,970,Because the air is compressed into one place.,970.0,"1003,1,0,0,,,"
971,971,Yeah.,971.0,"1004,0,0,0,,,"
972,972,The refrigerator is cold and there's pressure,972.0,"1005,1,0,1,,,"
973,973,It's cold,973.0,"1006,0,1,0,,,"
974,974,"""In summer, because it's hot, plastic bottles get warm, and refrigerators get cold",974.0,"1007,0,1,0,,,"
975,975,"When you put plastic outside in the refrigerator in the summer, the sudden cold air mixes with the warm plastic bottle, causing the plastic bottle to be crushed by sudden heat transfer",975.0,"1008,1,0,0,,,"
976,976,"""",976.0,"1009,1,0,0,,,"
977,977,This is because the temperature difference is too big.,977.0,"1010,0,0,0,,,"
978,978,Because of the temperature problem,978.0,"1011,1,1,0,,,"
979,979,ㅣㄴ모ㅑㅐㅗㅑㄹ호ㅕㅏ류혀ㅑㄴㅁ퍄ㅠㅀㅍ휴펴ㅑㅁ,979.0,"1012,1,0,0,,,"
980,980,I don't know.,980.0,"1013,0,0,0,,,"
981,981,I don't know,981.0,"1014,0,0,0,,,"
982,982,I don't know,982.0,"1015,1,0,0,,,"
983,983,I don't know,983.0,"1016,0,0,0,,,"
984,984,I think it's a matter of temperature,984.0,"1017,0,0,0,,,"
985,985,The temperature of the surrounding area changed so much,985.0,"1018,0,1,0,,,1019,0,0,0,,,"
986,986,I don't know,986.0,"1020,1,0,0,,,"
987,987,There's a lot of heat change,987.0,"1021,1,0,1,,,"
988,988,I don't know,988.0,"1022,0,0,1,,,"
989,989,I'll get some sunlight and put it in the middle of the coldIt's because it suddenly got cold.,989.0,"1023,0,0,0,,,"
990,990,It's humid in the summer,990.0,"1024,0,1,0,,,"
991,991,Because the air was in a warm place and then came to a cold place.,991.0,"1025,0,1,0,,,"
992,992,"It is sunny in summer, so I think it will be like that if I put it in the refrigerator.",992.0,"1026,0,1,0,,,"
993,993,The temperature difference between the outside air and the refrigerated high-speed air is big,993.0,"1027,1,0,0,,,"
994,994,"Because there is hot air in plastic bottles and cold air in refrigerator,",994.0,"1028,0,0,0,,,"
995,995,"It is hot outside, but it is crushed because it is cold in the refrigerator.",995.0,"1029,0,0,0,,,"
996,996,The temperature of the refrigerator is so high that it is crushed,996.0,"1030,0,0,1,,,"
997,997,"It was inflated when it was outside, but the cold air in the refrigerator was compressed into a plastic bottle",997.0,"1031,1,0,0,,,"
998,998,"If you crush a ping-pong ball and soak it in hot water, it expands as the temperature rises, and if you soak it in cold water, it does not expand. That's why plastic bottles expand and shrink as well.",998.0,"1032,0,0,0,,,"
999,999,Because the pressure is low,999.0,"1033,0,0,0,,,"
1000,1000,The plastic generates heat,1000.0,"1034,0,0,0,,,"
1001,1001,It's because there's a difference in air pressure,1001.0,"1035,0,1,0,,,"
1002,1002,"When the temperature goes down, the pressure goes up",1002.0,"1036,1,0,0,,,"
1003,1003,I don't know.,1003.0,"1037,1,0,0,,,"
1004,1004,There was a sudden temperature difference,1004.0,"1038,1,0,1,,,"
1005,1005,Because the plastic that was expanded by heat suddenly enters the refrigerator and shrinks due to the temperature decrease,1005.0,"1039,0,0,0,,,"
1006,1006,It's because the air is gone and the expansion is low,1006.0,"1040,0,0,0,,,"
1007,1007,I don't know.,1007.0,"1041,1,0,0,,,"
1008,1008,This is because the volume decreases as the temperature decreases.,1008.0,"1042,1,0,0,,,"
1009,1009,The air in the bottle expands,1009.0,"1043,1,0,0,,,"
1010,1010,"If you put it outside and put it in the refrigerator, the temperature of the plastic decreases rapidly, slowing molecular motion, which causes the bottle to contract.",1010.0,"1044,1,0,0,,,"
1011,1011,This is because there is a difference in air pressure between inside and outside the bottle.,1011.0,"1045,0,0,0,,,"
1012,1012,It's because of the difference in air pressure difference,1012.0,"1046,1,0,0,,,"
1013,1013,This is because the temperature has decreased and the volume has decreased. PV =nRT,1013.0,"1047,1,0,0,,,"
1014,1014,at a reduced temperature,1014.0,"1048,0,0,0,,,1049,1,1,0,,,"
1015,1015,It doesn't squish.,1015.0,"1050,1,1,0,,,"
1016,1016,It is a change in pressure caused by a change in temperature,1016.0,"1051,0,0,0,,,"
1017,1017,"When the heat is high, the volume expands, but as it enters the refrigerator, the heat decreases and the volume decreases",1017.0,"1052,1,0,0,,,"
1018,1018,I don't understand.,1018.0,"1053,1,0,0,,,"
1019,1019,.,1019.0,"1054,0,0,0,,,"
1020,1020,This is because the volume decreased as the air or liquid expanded in the hot temperature became cold as it entered the refrigerator.,1020.0,"1055,1,0,0,,,"
1021,1021,I don't know,1021.0,"1056,1,0,0,,,"
1022,1022,I don't know,1022.0,"1057,1,0,0,,,"
1023,1023,Because oxygen disappears,1023.0,"1058,1,0,0,,,"
1024,1024,I dont know,1024.0,"1059,0,0,0,,,"
1025,1025,Because it's hot,1025.0,"1060,1,0,0,,,"
1026,1026,Lower temperature reduces molecular activity,1026.0,"1061,0,0,0,,,"
1027,1027,Molecular activity slows down,1027.0,"1062,0,0,0,,,"
1028,1028,I don't know.,1028.0,"1063,0,0,0,,,"
1029,1029,It's because the air pressure is low,1029.0,"1064,1,0,0,,,"
1030,1030,The air pressure got smaller,1030.0,"1065,0,0,0,,,"
1031,1031,The oxygen inside disappears,1031.0,"1066,1,0,0,,,"
1032,1032,The temperature outside and the refrigerator are different,1032.0,"1067,1,0,0,,,"
1033,1033,It's because the air contracts inside,1033.0,"1068,1,0,0,,,"
1034,1034,I don't know.,1034.0,"1069,1,0,0,,,"
1035,1035,It shrinks as molecular activity decreases,1035.0,"1070,1,0,0,,,"
1036,1036,The air in the plastic contracted due to a sudden change in temperature,1036.0,"1071,1,0,0,,,"
1037,1037,It's because the air contracts inside,1037.0,"1072,0,0,0,,,"
1038,1038,This is because the air in the plastic bottle contracts.,1038.0,"1073,1,0,0,,,"
1039,1039,The volume of the gas in the bottle changes,1039.0,"1074,1,0,0,,,"
1040,1040,"Because the oxygen inside disappears,",1040.0,"1075,1,1,0,,,"
1041,1041,This is because the volume of gas in plastic decreases as the temperature decreases.,1041.0,"1076,1,1,0,,,"
1042,1042,This is because the temperature decreases and the volume of the gas in the bottle decreases.,1042.0,"1077,1,1,0,,,"
1043,1043,"While left outside in summer, the plastic bottle contracts as molecular motion becomes active due to the high temperature in the plastic bottle, and then expands again and contracts in the refrigerator with a low temperature.",1043.0,"1078,1,0,0,,,1079,1,1,0,,,"
1044,1044,It's because the plastic contracted,1044.0,"1080,0,0,1,,,"
1045,1045,The expanded air suddenly contracts and dents.,1045.0,"1081,1,0,0,,,"
1046,1046,"Since it's hot and then cold, the strength to hold it is weak",1046.0,"1082,1,0,0,,,"
1047,1047,The temperature dropped sharply,1047.0,"1083,1,0,0,,,"
1048,1048,The temperature suddenly dropped,1048.0,"1084,1,0,0,,,"
1049,1049,Because the temperature in the refrigerator is low,1049.0,"1085,1,0,0,,,"
1050,1050,.,1050.0,"1086,0,0,0,,,"
1051,1051,Because of the temperature change,1051.0,"1087,1,0,0,,,"
1052,1052,It's because of the temperature difference.,1052.0,"1088,1,0,0,,,"
1053,1053,I don't know.,1053.0,"1089,1,0,0,,,"
1054,1054,Because of the expansion by heat,1054.0,"1090,1,0,0,,,"
1055,1055,"Due to the air pressure difference caused by the temperature difference,",1055.0,"1091,1,0,0,,,"
1056,1056,with one's eyes glued to the ground,1056.0,"1092,0,0,0,,,"
1057,1057,"The air is in a warm place, so it gets bulky, but it shrinks and dents",1057.0,"1093,0,0,0,,,"
1058,1058,This is because the volume shrinks as the temperature increases,1058.0,"1094,1,0,0,,,"
1059,1059,It's because the volume has decreased,1059.0,"1095,0,0,0,,,"
1060,1060,"This is because the plastic bottle, which had been expanded due to heat, was put in a refrigerator with a low temperature.",1060.0,"1096,1,0,0,,,"
1061,1061,"The hot air that had been heated outside in a plastic bottle in the summer would have suddenly cooled, reducing the volume.",1061.0,"1097,1,0,0,,,"
1062,1062,Because there is a difference between the temperature outside and the temperature of the refrigerator,1062.0,"1098,1,0,0,,,"
1063,1063,The difference in temperature changes dramatically,1063.0,"1099,1,1,0,,,"
1064,1064,I don't know.,1064.0,"1100,0,0,0,,,"
1065,1065,The temperature suddenly dropped,1065.0,"1101,0,0,0,,,"
1066,1066,I don't know,1066.0,"1102,1,0,0,,,"
1067,1067,I don't know,1067.0,"1103,0,0,0,,,"
1068,1068,I don't know.,1068.0,"1104,0,1,0,,,"
1069,1069,"The lower the temperature, the more the volume contracts",1069.0,"1105,1,0,0,,,"
1070,1070,I don't know.,1070.0,"1106,1,0,0,,,"
1071,1071,Because of the temperature difference,1071.0,"1107,1,0,0,,,"
1072,1072,This is because the temperature decreases and the air contracts,1072.0,"1108,1,0,0,,,1109,1,0,0,,,"
1073,1073,be crushed by rapid cooling,1073.0,"1110,0,0,0,,,"
1074,1074,The volume expanded rapidly as it became warm and then cold,1074.0,"1111,1,0,0,,,"
1075,1075,This is because the temperature has decreased.,1075.0,"1112,1,0,0,,,"
1076,1076,"The air in the plastic bottle expands because of the high temperature, but the refrigerator has a low temperature, so the temperature decreases momentarily, causing the plastic bottle to be crushed",1076.0,"1113,1,0,0,,,"
1077,1077,I wasn't confident outside,1077.0,"1114,0,0,0,,,"
1078,1078,It's because the temperature has decreased,1078.0,"1115,1,1,1,,,"
1079,1079,The temperature changed,1079.0,"1116,1,0,0,,,"
1080,1080,This is because the air pressure difference is caused by the temperature difference,1080.0,"1117,0,0,0,,,"
1081,1081,"In summer, the gas outside the bottle was expanded due to high temperature, but the temperature in the refrigerator is much lower than outside on summer days, so the volume of the gas decreases a lot, so the pressure in the bottle decreases, which causes it to be crushed.",1081.0,"1118,1,0,0,,,"
1082,1082,"""It's because of the air pressure difference in temperature said",1082.0,"1119,1,0,0,,,"
1083,1083,"When you're in a hot place, you get low pressure",1083.0,"1120,0,0,0,,,"
1084,1084,"If you're in a cold place, you get high pressure",1084.0,"1121,0,0,0,,,"
1085,1085,Move from high pressure to low pressure,1085.0,"1122,1,0,0,,,"
1086,1086,"""It's dented""",1086.0,"1123,0,0,0,,,"
1087,1087,Plastic bottles are crushed because the temperature decreases and the volume of the gas decreases.,1087.0,"1124,1,0,0,,,"
1088,1088,"The volume of air in the plastic bottle outside in the summer increases because of the high temperature. However, if you put it back in the refrigerator, the temperature drops sharply and the volume of the gas decreases, so the internal gas pressure on the surface of the plastic bottle decreases. Therefore, the plastic bottle is crushed from the outside to the inside.Molecular motion not activated",1088.0,"1125,1,0,0,,,"
1089,1089,The temperature is different,1089.0,"1126,1,1,0,,,"
1090,1090,The air got hot and then cold,1090.0,"1127,0,0,0,,,"
1091,1091,The temperature suddenly changed,1091.0,"1128,0,1,0,,,"
1092,1092,Because it's cold,1092.0,"1129,0,0,0,,,"
1093,1093,The volume changed because of the sudden temperature difference,1093.0,"1130,1,1,0,,,"
1094,1094,"The refrigerator is cold, so the plastic bottle outside is crushed by the cold air",1094.0,"1131,1,0,0,,,"
1095,1095,The temperature changed,1095.0,"1132,1,0,0,,,"
1096,1096,The temperature changed,1096.0,"1133,0,1,0,,,"
1097,1097,Because of the temperature,1097.0,"1134,0,0,0,,,"
1098,1098,be due to a drop in temperature,1098.0,"1135,1,0,0,,,"
1099,1099,a sudden change in temperature,1099.0,"1136,1,0,0,,,"
1100,1100,Because of the volume,1100.0,"1137,0,0,0,,,"
1101,1101,"The air in the plastic bottle, which used to be active when it was hot, became cold and lost its vitality",1101.0,"1138,1,0,0,,,1139,0,0,0,,,"
1102,1102,"As the temperature went down, the plastic bottle contracted.",1102.0,"1140,0,0,0,,,"
1103,1103,The plastic bottle shrank because it was cold,1103.0,"1141,0,0,0,,,"
1104,1104,The temperature went down,1104.0,"1142,0,0,0,,,"
1105,1105,"When the temperature decreases, the air pressure increases, so it is crushed when plastic outside the refrigerator in the summer when the temperature is higher than in the refrigerator.",1105.0,"1143,0,0,0,,,"
1106,1106,Because of the temperature difference,1106.0,"1144,0,0,0,,,"
1107,1107,This is because the temperature decreases and the pressure inside the bottle decreases (the volume decreases because the gas molecular motion becomes less active and the pressure decreases),1107.0,"1145,0,0,0,,,"
1108,1108,"The air in the bottle is heated and expanded, and when cooled rapidly, molecular motion is significantly reduced and volume is reduced.",1108.0,"1146,0,0,0,,,"
1109,1109,Reduced internal pressure,1109.0,"1147,1,0,0,,,"
1110,1110,The temperature of the gas decreases and the volume decreases.,1110.0,"1148,1,0,1,,,"
1111,1111,Air contraction inside the bottle (Charles' law),1111.0,"1149,0,0,0,,,"
1112,1112,"When the internal air is inflated and put in the refrigerator, the volume of air in the closed system decreases, reducing the pressure.",1112.0,"1150,1,1,0,,,"
1113,1113,"As the temperature decreases, the volume decreases.",1113.0,"1151,0,0,0,,,"
1114,1114,"As the temperature decreases, the volume decreases.",1114.0,"1152,0,0,0,,,"
1115,1115,"Because plastic bottles in summer become cold when they are put into the refrigerator while they are warm, the volume increases when the temperature is high due to these temperature changes, but the volume decreases when the temperature is low.",1115.0,"1153,1,0,0,,,"
1116,1116,Gas volume inside the container decreases as temperature decreases,1116.0,"1154,0,0,0,,,"
1117,1117,The heat shield shrinks as the temperature decreases in one state.,1117.0,"1155,0,0,0,,,"
1118,1118,"As the volume of gas inside the plastic is reduced,",1118.0,"1156,1,1,0,,,"
1119,1119,Heat is drained by the temperature difference. Decrease in volume as temperature decreases (Charles' law),1119.0,"1157,0,1,0,,,"
1120,1120,Air contracts when the temperature is low,1120.0,"1158,1,0,0,,,"
1121,1121,Because the volume decreased as the temperature of the gas decreased (external pressure schedule),1121.0,"1159,0,1,0,,,"
1122,1122,The air contracts,1122.0,"1160,0,0,0,,,"
1123,1123,"As the temperature decreases, the motion of the gas molecules decreases, increasing density and decreasing volume.",1123.0,"1161,1,0,0,,,"
1124,1124,"""The hot temperature outside the summer and the cold refrigerator temperature",1124.0,"1162,0,0,0,,,"
1125,1125,"Because it is different (difference in temperature).""",1125.0,"1163,0,0,0,,,"
1126,1126,I don't know.,1126.0,"1164,0,0,0,,,"
1127,1127,"Because the air in the plastic bottle heats up and enters the cold place, the air pressure decreases.",1127.0,"1165,1,0,0,,,"
1128,1128,be greatly influenced by heat,1128.0,"1166,1,1,0,,,"
1129,1129,Because the volume of air decreases,1129.0,"1167,1,1,0,,,"
1130,1130,Youngchun meat story is delicious,1130.0,"1168,1,1,0,,,1169,1,0,0,,,"
1131,1131,Because of the temperature change,1131.0,"1170,1,0,0,,,"
1132,1132,I don't know,1132.0,"1171,1,0,0,,,"
1133,1133,The heat caused the air to expand.,1133.0,"1172,1,0,0,,,"
1134,1134,It shrinks by temperature differences.,1134.0,"1173,0,0,0,,,"
1135,1135,It is because the air density in hot places is low and the air density in cold places is high,1135.0,"1174,1,0,0,,,"
1136,1136,be a natural phenomenon,1136.0,"1175,0,0,0,,,"
1137,1137,It's because the pressure is strong,1137.0,"1176,1,1,0,,,"
1138,1138,I don't understand.,1138.0,"1177,0,0,0,,,"
1139,1139,This is because the pressure caused by the temperature difference increases.,1139.0,"1178,1,0,0,,,"
1140,1140,Because the temperature is different,1140.0,"1179,1,0,0,,,"
1141,1141,This is because the temperature difference has occurred.,1141.0,"1180,1,0,0,,,"
1142,1142,under pressure,1142.0,"1181,1,0,0,,,"
1143,1143,"Because of the expansion and contraction of the air,",1143.0,"1182,0,0,0,,,"
1144,1144,The volume of air that had grown at a high temperature has shrunk and is crushed,1144.0,"1183,0,0,0,,,"
1145,1145,It's because of the temperature difference.,1145.0,"1184,1,0,0,,,"
1146,1146,I don't know,1146.0,"1185,1,0,0,,,"
1147,1147,It's hot,1147.0,"1186,0,0,0,,,"
1148,1148,I don't know,1148.0,"1187,1,0,0,,,"
1149,1149,I don't know.,1149.0,"1188,1,0,0,,,"
1150,1150,Air contraction,1150.0,"1189,0,0,0,,,"
1151,1151,I don't know,1151.0,"1190,1,0,0,,,"
1152,1152,I don't know.,1152.0,"1191,1,0,0,,,"
1153,1153,I don't know,1153.0,"1192,0,0,0,,,"
1154,1154,ㅗ,1154.0,"1193,1,1,0,,,"
1155,1155,The substance inside swells up,1155.0,"1194,1,0,0,,,"
1156,1156,Because the temperature is low,1156.0,"1195,1,0,0,,,"
1157,1157,"Molecules that were active outside in the heat?This is because it is suddenly moved to a cold place, reducing activity and gathering at the center.",1157.0,"1196,1,0,0,,,"
1158,1158,I don't know,1158.0,"1197,1,0,0,,,"
1159,1159,Pressure and temperature difference,1159.0,"1198,1,0,0,,,1199,0,0,0,,,"
1160,1160,I don't know.,1160.0,"1200,1,0,0,,,"
1161,1161,I don't know.,1161.0,"1201,1,1,0,,,"
1162,1162,"The warm becomes cold and the volume in the plastic bottle becomes smaller, so the plastic bottle is crushed because it is tightly closed",1162.0,"1202,1,0,0,,,"
1163,1163,It's because the expanded air contracted,1163.0,"1203,1,0,0,,,"
1164,1164,It's because the expanded air contracted,1164.0,"1204,0,1,0,,,"
1165,1165,This is because the temperature increases and the pressure increases.,1165.0,"1205,0,0,0,,,"
1166,1166,This is because there is a difference in air pressure.,1166.0,"1206,0,0,0,,,"
1167,1167,"When the heat rises, the gas expands and the bottle swells, but in refrigerators with low heat, the gas shrinks and the bottle is crushed.",1167.0,"1207,0,0,0,,,"
1168,1168,This is because the pressure of the bottle is different from the pressure in the refrigerator.,1168.0,"1208,0,1,0,,,"
1169,1169,That's why people shrink when they're cold,1169.0,"1209,1,1,1,,,"
1170,1170,It's because the refrigerator is sullen because it's cold.,1170.0,"1210,0,0,0,,,"
1171,1171,I don't know.,1171.0,"1211,1,1,0,,,"
1172,1172,Because of the volume?,1172.0,"1212,0,1,0,,,"
1173,1173,"Because of the moisture difference,",1173.0,"1213,0,1,0,,,"
1174,1174,"If you leave a plastic bottle outside in summer, the plastic bottle gets hot, and if you put it in a cold refrigerator in that state, it will be crushed because the temperature difference is large.",1174.0,"1214,1,0,0,,,"
1175,1175,"When you put it in the refrigerator, the temperature decreases and the pressure in the plastic decreases and it is crushed",1175.0,"1215,0,0,0,,,"
1176,1176,"As soon as you put it in the refrigerator, the temperature decreases, and the pressure in the plastic decreases, causing it to be crushed.",1176.0,"1216,0,0,0,,,"
1177,1177,"When you put it in the refrigerator, the temperature decreases and the pressure in the plastic decreases and it is crushed",1177.0,"1217,0,0,0,,,"
1178,1178,It's cold,1178.0,"1218,0,0,0,,,"
1179,1179,The plastic in the refrigerator is crushed because the heat temperature suddenly changes,1179.0,"1219,0,0,0,,,"
1180,1180,"If you pour hot water on plastic, it shrinks when you pour too cold water on plastic, such as melting plastic.",1180.0,"1220,0,0,0,,,"
1181,1181,"""The plastic bottle in the summer is warm and expands But if you put it in the refrigerator,",1181.0,"1221,0,0,0,,,"
1182,1182,"""It got cold and the plastic bottle that expanded shrinks.""",1182.0,"1222,0,0,0,,,"
1183,1183,Ha,1183.0,"1223,0,0,0,,,"
1184,1184,The hot plastic bottle was crushed by the cold air in the refrigerator.,1184.0,"1224,1,0,0,,,"
1185,1185,Because it's bulky,1185.0,"1225,0,0,0,,,"
1186,1186,This is because of the difference in air pressure depending on the temperature.,1186.0,"1226,0,0,0,,,"
1187,1187,"I don't know.In summer, the temperature outside is high, so the air in the bottle is expanded, but the temperature inside the refrigerator is low, causing air to shrink and crush.",1187.0,"1227,0,0,0,,,"
1188,1188,"The temperature outside was hot, but the refrigerator was cold, so the temperature changed.",1188.0,"1228,0,0,0,,,1229,0,0,0,,,"
1189,1189,"It was hot outside, but the refrigerator was cold, so there was a temperature difference",1189.0,"1230,1,0,0,,,"
1190,1190,Because of the temperature difference,1190.0,"1231,1,0,1,,,"
1191,1191,"If the water becomes ice, the volume decreases",1191.0,"1232,0,0,0,,,"
1192,1192,Put it in the refrigerator,1192.0,"1233,0,0,0,,,"
1193,1193,I used to laugh when I was outsideIt gets dented because it's getting cold,1193.0,"1234,0,0,0,,,"
1194,1194,The temperature went down,1194.0,"1235,1,0,0,,,"
1195,1195,The water expands,1195.0,"1236,1,0,0,,,"
1196,1196,It is because it meets hot and cold air.,1196.0,"1237,0,0,0,,,"
1197,1197,Temperature difference,1197.0,"1238,1,0,0,,,"
1198,1198,It is because of the change in air.,1198.0,"1239,1,1,1,,,"
1199,1199,"As the temperature decreases, the volume of the gas decreases",1199.0,"1240,1,0,0,,,"
1200,1200,Due to the temperature differential,1200.0,"1241,0,0,0,,,"
1201,1201,I don't know...,1201.0,"1242,1,0,0,,,"
1202,1202,This is because of the difference in air pressure depending on the temperature.,1202.0,"1243,0,0,0,,,"
1203,1203,This is because the volume of the gas in the plastic bottle decreases when the temperature decreases.,1203.0,"1244,1,0,0,,,"
1204,1204,The air in the plastic bottle decreases in volume as the temperature drops.,1204.0,"1245,1,1,1,,,"
1205,1205,Air in plastic bottles becomes cold and becomes smaller,1205.0,"1246,1,0,0,,,"
