,Unnamed: 0,"8. Patients who have a sudden heart attack risk serious brain damage. At this time, performing CPR on the patient as shown in the picture can prevent brain damage. Why can CPR prevent brain damage? Let's focus on the circulation of blood in our bodies and explain why.",Unnamed: 0,",q63_blood,q63_heart,q63_ oxygen, blood circulation, heart function> Isn't this blood circulation and oxygen supply?,,, oxygen and substance exchange"
715,715,Cardiopulmonary resuscitation can prevent brain damage as blood carries oxygen to the brain.,715.0,"739,0,0,1,,,"
716,716,"When the heart stops and blood is not supplied to the whole body, cardiopulmonary resuscitation forces the heart to pump, causing blood to circulate throughout the body.",716.0,"740,0,0,0,,,"
717,717,"This is because cardiopulmonary resuscitation can have a similar effect as the heart beating, which can supply oxygen to the brain.",717.0,"741,0,0,1,,,"
718,718,"""Cardiopulmonary resuscitation can cause oxygen to carry blood to the brain",718.0,"742,1,0,0,,,"
719,719,"""",719.0,"743,1,0,0,,,"
720,720,"When blood flow to the brain stops, brain damage begins to occur from four minutes, and CPR can cause blood flow to move again, preventing brain damage.",720.0,"744,1,0,0,,,"
721,721,"When the heart stops, the blood doesn't circulate to the brain and the brain doesn't function again",721.0,"745,1,0,0,,,"
722,722,"By pressing the heart through simpesosynthesis, the heart can have a beating effect. It can have the effect of beating the heart, so it can send blood to the whole body. Blood red blood cells carry oxygen to the brain, which can prevent brain damage.",722.0,"746,0,0,0,,,"
723,723,"The blood travels with oxygen, and the part that we press when we do CPR is the heart, which is where all the blood passes because it moves all over the body and supplies oxygen to the brain",723.0,"747,0,0,1,,,"
724,724,"When the heart stops due to cardiac arrest, blood does not circulate to the brain, which prevents the brain from functioning properly, thereby preventing brain damage by circulating blood through CPR.",724.0,"748,0,0,1,,,749,1,0,0,,,"
725,725,???????,725.0,"750,1,0,0,,,"
726,726,Cardiopulmonary resuscitation presses the heart and sends blood to the brain,726.0,"751,1,0,0,,,"
727,727,It's because cardiopulmonary resuscitation helps the body circulate blood,727.0,"752,0,0,0,,,"
728,728,"Since blood flows to the brain, CPR circulates to the brain and improves the brain.",728.0,"753,1,0,0,,,"
729,729,I don't know.,729.0,"754,0,0,1,,,"
730,730,"The brain needs oxygen to move the brain, which can prevent damage to the brain because oxygen enters the whole body through parenchyma resuscitation.",730.0,"755,1,0,0,,,"
731,731,Prevent brain cell damage by continuously supplying oxygen to the brain that requires a lot of oxygen,731.0,"756,0,0,0,,,"
732,732,"When blood circulation stops, the brain is damaged due to a lack of oxygen supplied to the brain, but cardiopulmonary resuscitation prevents brain damage because it can continue to supply blood.",732.0,"757,0,0,1,,,"
733,733,Compression of the heart enables oxygenation to the brain.,733.0,"758,1,0,0,,,"
734,734,It supplies blood to the brain to prevent cell death of brain cells.,734.0,"759,1,0,0,,,"
735,735,This is because it shocks the heart and increases the speed of blood circulation.,735.0,"760,1,0,0,,,"
736,736,The air goes into the blood,736.0,"761,1,0,0,,,"
737,737,an ancient past life,737.0,"762,1,0,0,,,"
738,738,Cardiopulmonary resuscitation can prevent brain damage because blood circulates to the heart and supplies blood to the brain.,738.0,"763,1,0,0,,,"
739,739,It gives oxygen to the brain,739.0,"764,0,0,0,,,"
740,740,Pumps the heart and carries blood throughout the body,740.0,"765,0,0,0,,,"
741,741,Cardiopulmonary resuscitation allows the entire body to flow well so that blood circulation is artificially good.,741.0,"766,0,0,0,,,"
742,742,It makes your heart beat fast,742.0,"767,1,0,0,,,"
743,743,Because it gives oxygen to the brain,743.0,"768,0,0,0,,,"
744,744,"""When the heart stops, blood circulation stops, which causes brain damage because blood is not supplied to the brain",744.0,"769,1,0,0,,,"
745,745,Cardiopulmonary resuscitation can help supply blood and prevent brain damage,745.0,"770,1,0,0,,,"
746,746,It can prevent brain damage by supplying oxygen to the brain.,746.0,"771,1,0,0,,,"
747,747,.,747.0,"772,1,0,0,,,"
748,748,"Through CPR, the heart is pressed to act as the original heart, causing blood to circulate throughout the body.",748.0,"773,1,0,0,,,"
749,749,"The blood supply, which is the main cause of brain damage, can be solved by blurring the blood.",749.0,"774,1,0,0,,,"
750,750,It seems to apply pressure to the heart to allow blood to flow from the heart to the body.,750.0,"775,1,0,0,,,"
751,751,"When the supply of blood to the brain is stopped, brain damage occurs, and if first aid is provided quickly and blood is supplied artificially, brain damage can be prevented.",751.0,"776,0,0,0,,,"
752,752,Helps blood circulation to the brain,752.0,"777,1,0,0,,,"
753,753,"As the heart beats, oxygen is supplied to the brain.",753.0,"778,1,0,0,,,779,1,0,0,,,"
754,754,a supply of oxygen to the brain,754.0,"780,0,0,1,,,"
755,755,the supply of oxygen through the blood circulation,755.0,"781,0,0,0,,,"
756,756,"It can circulate blood, so oxygen can be transferred to the brain through blood, so damage can be prevented.",756.0,"782,0,0,0,,,"
757,757,"Cardiopulmonary resuscitation compresses the heart and increases blood circulation, increasing blood directed to the brain. It prevents brain damage by increasing oxygen supplied to the brain through the blood.",757.0,"783,1,0,0,,,"
758,758,oxygenation,758.0,"784,0,0,1,,,"
759,759,Circulate the heat fluid.,759.0,"785,0,0,1,,,"
760,760,It has a strong impact on the heart and supplies blood to the brain.,760.0,"786,1,0,0,,,"
761,761,"By using human power to circulate blood, the brain can be constantly supplied with oxygen",761.0,"787,0,0,0,,,"
762,762,"Oxygen is supplied to the brain, enabling brain cell survival.",762.0,"788,1,0,0,,,"
763,763,Blood circulation to the brain can occur and supply oxygen to the brain.,763.0,"789,1,0,0,,,"
764,764,The heart that is lost in the event of a cardiac arrest circulates blood throughout the body instead of functioning.,764.0,"790,1,0,0,,,"
765,765,"When the heart and intestines are artificially pumped through cardiac resuscitation, blood escapes from the heart, blood circulation occurs, and oxygen is supplied to the brain.",765.0,"791,0,0,0,,,"
766,766,"It puts pressure on the heart, so the heart beats and blood circulates.",766.0,"792,1,0,0,,,"
767,767,"When blood circulation stops, brain damage occurs. Therefore, if the blood is purified by pressing the heart, brain damage can be prevented.",767.0,"793,1,0,0,,,"
768,768,Cardiopulmonary resuscitation prevents damage to the brain by sending blood from the heart to the brain.,768.0,"794,1,0,0,,,"
769,769,Cardiopulmonary resuscitation circulates the blood by giving the effect of beating the heart instead.,769.0,"795,0,0,1,,,"
770,770,"It forces the heart to act as a pump, causing blood circulation.",770.0,"796,0,1,0,,,"
771,771,Cardiopulmonary resuscitation prevents brain damage to allow blood to circulate because it allows the stopped heart to contract and relax artificially,771.0,"797,0,1,0,,,"
772,772,It is because the heart does not work and the blood in the brain is insufficient.,772.0,"798,0,1,0,,,"
773,773,This is because CPR can stimulate the heart and supply blood to the brain.,773.0,"799,1,0,0,,,"
774,774,The heart carries blood. Transporting blood can cause oxygen in the blood to move to the brain and prevent brain damage.,774.0,"800,1,0,0,,,"
775,775,We need to secure the airway and keep the legs above the heart,775.0,"801,1,0,0,,,"
776,776,Pump it up and let the blood touch the head,776.0,"802,1,0,0,,,"
777,777,This is because it compresses the heart so that blood can be continuously supplied to the brain.,777.0,"803,1,0,0,,,"
778,778,"Cardiopulmonary resuscitation puts pressure on the heart, which moves the heart and moves the blood elsewhere.",778.0,"804,0,0,0,,,"
779,779,"Pressure is applied to the atrium to trap the heartbeat, so blood in the atrium circulates through the arteries",779.0,"805,1,0,0,,,"
780,780,It pumps the heart and the blood circulates,780.0,"806,0,0,0,,,"
781,781,"When brain damage occurs, blood flowing from the heart is difficult to flow to the brain. Cardiopulmonary resuscitation improves the heartbeat and allows blood to flow to the brain.",781.0,"807,1,0,0,,,"
782,782,"Because the heart acts as a puff, CPR goes to the brain and circulatesI",782.0,"808,1,0,0,,,809,1,0,0,,,"
783,783,Cardiopulmonary resuscitation does not cause brain damage because blood circulates in the body and blood circulates in the brain,783.0,"810,0,0,0,,,"
784,784,"Since our body's blood passes through the heart to the brain, if CPR allows the heart to beat, blood to the brain can prevent brain damage.",784.0,"811,0,0,0,,,"
785,785,This is because it allows a person to breathe.,785.0,"812,0,0,1,,,"
786,786,It puts pressure on the heart and sends oxygen directly,786.0,"813,0,1,0,,,"
787,787,It can supply oxygen to the brain,787.0,"814,1,0,0,,,"
788,788,"Blood is supplied to the whole body as a pump of the heart, and due to a heart attack, the pump of the heart stops, causing brain damage because blood cannot be supplied to the brain. Cardiopulmonary resuscitation can prevent brain damage by passive pumping the heart.",788.0,"815,0,0,0,,,"
789,789,"Through CPR, blood and oxygen can be continuously supplied to the brain of cardiac arrest patients to prevent brain damage.",789.0,"816,1,0,0,,,"
790,790,"Cardiopulmonary resuscitation replaces the pumping of the heart, allowing blood to flow to the brain, preventing brain damage.",790.0,"817,1,0,0,,,"
791,791,"Cardiopulmonary resuscitation allows blood to circulate throughout the body, and blood can enter the brain to prevent brain damage.This is because CPR delivers blood to the head.",791.0,"818,1,0,0,,,"
792,792,It pumps the heart and supplies blood to the brain,792.0,"819,1,0,0,,,"
793,793,Because it helps blood circulation by compressing the heart,793.0,"820,1,0,0,,,"
794,794,"If the heart doesn't beat, the blood doesn't circulate throughout the body, including the brain, but then you temporarily oxygenate the brain by performing CPR?",794.0,"821,0,0,0,,,"
795,795,"Since the heartbeat circulates blood throughout the body, it can supply blood in the brain to the blood in the body to prevent brain damage.",795.0,"822,1,0,0,,,"
796,796,Yes,796.0,"823,1,0,0,,,"
797,797,"Pressure is applied to the stopped heart, causing blood to flow artificially.",797.0,"824,1,0,0,,,"
798,798,It compresses the chest and allows you to breathe,798.0,"825,0,0,1,,,"
799,799,"When the heart beats, the blood circulates and blood goes to the brain",799.0,"826,1,0,0,,,"
800,800,I don't know,800.0,"827,0,0,0,,,"
801,801,It can supply blood to the brain,801.0,"828,1,0,0,,,"
802,802,"If you put pressure on the heart, the heart will circulate the blood that it originally did in our body, so we need CPR",802.0,"829,0,0,0,,,"
803,803,This is because it compresses the heart to circulate blood.,803.0,"830,1,0,0,,,"
804,804,This is because blood is supplied.,804.0,"831,1,0,0,,,"
805,805,It helps the body's blood run smoothly by physically beating the heart that does not run,805.0,"832,1,0,0,,,"
806,806,Cardiopulmonary resuscitation can prevent brain damage by circulating blood.,806.0,"833,1,0,0,,,"
807,807,It makes the heart beat and helps blood circulation,807.0,"834,1,0,0,,,"
808,808,It's because you have to pump the heart and let the blood flow to stop it.,808.0,"835,,,,,,"
809,809,Because it supplies blood,809.0,"836,,,,,,"
810,810,"This is because the heart automatically circulates blood into the body, passively circulates blood, and supplies blood to the brain",810.0,"837,60.4%,9.5%,17.8%,,,"
811,811,This is because the blood in the heart was artificially pumped and blood was sent to the entire body to provide smooth blood circulation.,,
812,812,"Blood supplies oxygen to the brain through the heart, and when a heart attack occurs, the activity bites. Therefore, CPR can prevent brain damage.",,
813,813,This is because the heart can escape from a heart attack.,,
814,814,Because the heart is in the middle,,
815,815,Touching the heart to circulate the blood in the heart,,
816,816,Pumps up oxygen in your brain,,
817,817,"When the heart stops, oxygen cannot be delivered to the brain, but oxygen is supplied to the brain by CPR.",,
818,818,It presses down on the stopped heart and circulates the blood,,
819,819,Pump to trigger a heartbeat.,,
820,820,Cardiopulmonary resuscitation allows blood circulation by making the heart beat again,,
821,821,It's because it pumps through cardiopulmonary resuscitation and artificially circulates blood,,
822,822,"""Because the heart artificially beats and circulates the blood",,
823,823,"""",,
824,824,by artificially sending blood to the brain,,
825,825,"Our body's blood circulates throughout the body through the heart. However, if the heart is suddenly paralyzed, oxygen in the blood is not supplied to the brain, so it is manually pressed.",,
826,826,in a loop,,
827,827,This is because CPR can prevent the brain from dying by resuming circulation of blood that has stopped the heart and has stopped.,,
828,828,This is because the heart artificially beats and supplies blood to the brain so that there is no shortage of oxygen.,,
829,829,Temporary role of the heart,,
830,830,"Instead of pumping the heart, it supplies blood and oxygen to the brain",,
831,831,It pumps the heart and supplies blood to the brain,,
832,832,It's because you have to press the heart and let blood flow all over your body,,
833,833,This is because cardiopulmonary resuscitation causes blood to circulate and transmits oxygen to the brain.,,
834,834,"""Our body's blood always revolves around our bodies and prevents our organs from being damaged.",,
835,835,"But if the heart stops, our blood stops our organs from being damaged",,
836,836,Failure to perform the role may result in organ damage.,,
837,837,It takes over the role of the heart,,
838,838,"When CPR is performed, blood is supplied again to prevent damage to our organs.""",,
839,839,"Since brain damage occurs because blood does not circulate, if blood is circulated by hand using CPR, it can be reduced even if it does not prevent brain damage at all.",,
840,840,"It moves the heart artificially, and it circulates the blood",,
841,841,I don't know,,
842,842,To pump the heart instead so that the blood can spread all over the body,,
843,843,a heart attack,,
844,844,"By making the heart beat, blood circulates, and the blood is supplied to the brain to supply oxygen.",,
845,845,The blood circulates better,,
846,846,It can cause the heart to beat temporarily and save the blood by circulating it,,
847,847,M and D,,
848,848,I don't understand.,,
849,849,This is because oxygen is supplied to the brain by passively playing the role of the heart,,
850,850,"If you have a heart attack, there's no blood flow, but CPR can prevent brain damage because it manually acts as the heart",,
851,851,with blood circling,,
852,852,I don't know. I get excited when I touch my chest,,
853,853,It's because it pushes the heart and sends blood to the head,,
854,854,"Instead of the function of the heart, it sends blood to the brain to help blood circulation",,
855,855,"Since the heart, which is important for the blood circulation of the body, has stopped, if oxygen does not go to the brain, it will cause brain damage. Press the heart with your hands to pump it so that blood can circulate artificially.",,
856,856,Cardiopulmonary resuscitation helps the minimum blood circulate to the brain without the heart beating.,,
857,857,It circulates the blood in place of the heart,,
858,858,Oxygen needs to be transferred to the brain.,,
859,859,"The reason for performing CPR is to be performed on patients who no longer have a pulse due to problems with their heart and lung function. In the case of patients who need CPR, pulse and blood pressure drop, and blood does not circulate throughout the body. If blood cannot circulate throughout the body, blood cannot be supplied to the brain, and oxygen required for cell activity cannot be supplied. If CPR is performed, brain damage can be prevented by directly circulating blood.",,
860,860,To supply blood to the brain,,
861,861,"By pressing the heart, you can make blood flow all over your body like when the heart beats",,
862,862,"When a heart attack occurs, the heart stops and oxygen is not supplied to the brain. At this time, if the chest is compressed and blood is sent, oxygen is supplied to the brain, which can save the cardiac arrest patient.",,
863,863,"Our heart is a pump that supplies blood. Therefore, heart attack patients whose hearts have stopped cannot supply blood to the body alone. Therefore, cardiopulmonary resuscitation is necessary to supply blood to the whole body and maintain body temperature.",,
864,864,e,,
865,865,This is because cardiopulmonary resuscitation causes blood circulation around the heart to circulate.,,
866,866,My face turns red because I'm excited and my head is bleeding,,
867,867,This is because blood is supplied to the brain through CPR.,,
868,868,This is because it can supply blood to the whole body by making the heart beat.,,
869,869,"Blood is supplied from the heart, and when a heart attack occurs, the heart stops working. At this time, compressing the heart through cardiopulmonary resuscitation can prevent brain damage by supplying blood to the brain.",,
870,870,"Since blood is supplied to the whole body, CPR can prevent brain damage.",,
871,871,It pumps the stopped blood and sends it to the brain,,
872,872,Evaluation Only. Created with Aspose.Cells for Python via Java.Copyright 2003 - 2022 Aspose Pty Ltd.,,
