,Unnamed: 0,1) What happened to the air in the bag after several breaths?,Unnamed: 0,", q41_oxygen, q41_carbon dioxide, q41_moisture, q41_oxygen.1, q41_carbon dioxide.1,q41_Moisture.1"
755,755,A man died of difficulty.,755.0,"781,1,1,0,,,"
756,756,I'm not sure.,756.0,"782,1,1,1,,,"
757,757,I don't know,757.0,"783,0,1,0,,,"
758,758,It has risen in volume,758.0,"784,0,1,0,,,"
759,759,I didn't learn it.,759.0,"785,0,1,0,,,"
760,760,It has risen in volume,760.0,"786,1,1,0,,,"
761,761,"""I don't know",761.0,"787,1,1,0,,,"
762,762,"""",762.0,"788,1,1,0,,,"
763,763,I don't know.,763.0,"789,0,1,0,,,"
764,764,the bag is full,764.0,"790,1,0,0,,,"
765,765,There is no air.,765.0,"791,1,1,0,,,"
766,766,Moe.,766.0,"792,0,1,0,,,"
767,767,I don't know.,767.0,"793,1,0,0,,,"
768,768,The air is gone and carbon dioxide is produced,768.0,"794,0,1,0,,,"
769,769,The air disappears. Carbon dioxide is coming in.,769.0,"795,1,1,0,,,"
770,770,Converted to carbon dioxide,770.0,"796,1,1,0,,,"
771,771,Air goes into the bag and the bag swells.,771.0,"797,0,1,0,,,"
772,772,It's full of carbon dioxide.,772.0,"798,0,1,0,,,"
773,773,Pardon?,773.0,"799,1,1,0,,,"
774,774,Don't know,774.0,"800,0,1,0,,,"
775,775,"It's not oxygen, it's carbon dioxide.",775.0,"801,0,1,0,,,"
776,776,The air is gone,776.0,"802,1,1,0,,,"
777,777,There is air left in the bag.,777.0,"803,1,1,0,,,"
778,778,It's full of carbon dioxide,778.0,"804,1,1,0,,,"
779,779,Oxygen disappears and only carbon dioxide remains,779.0,"805,1,1,1,,,"
780,780,"Water supply, water supply, water supply",780.0,"806,1,1,0,,,"
781,781,The concentration of carbon dioxide in the air in the bag of confectionary after hooping several times than the ratio of air in the original atmosphere.,781.0,"807,0,1,0,,,"
782,782,"The concentration of oxygen in the air decreases, and the concentration of carbon dioxide and underwater air increases, so that the temperature of the air in the bag increases.(It becomes similar to body temperature.)",782.0,"808,0,1,0,,,809,0,1,0,,,"
783,783,The carbon dioxide ratio in the bag increases and the oxygen ratio decreases.,783.0,"810,1,1,0,,,"
784,784,Oxygen concentration in the air would have decreased and carbon dioxide concentration would have increased.,784.0,"811,1,1,0,,,"
785,785,"Oxygen gas decreased, carbon dioxide and water vapor increased.",785.0,"812,1,1,0,,,"
786,786,"The concentration of carbon dioxide increases, and the concentration of oxygen decreases.",786.0,"813,0,1,0,,,"
787,787,"The amount of oxygen in the bag decreased, and the amount of carbon dioxide increased.",787.0,"814,0,1,0,,,"
788,788,"In the composition of air, the amount of oxygen will decrease and the amount of carbon dioxide will increase. Also, the temperature of the air will go up.",788.0,"815,0,1,0,,,"
789,789,The concentration of carbon dioxide has increased.,789.0,"816,0,1,0,,,"
790,790,The carbon dioxide fraction has always been mentioned.,790.0,"817,0,0,0,,,"
791,791,The carbon dioxide is cold.Oxygen gas decreases and carbon dioxide gas increases.,791.0,"818,1,1,0,,,"
792,792,Carbon dioxide concentration increases and oxygen concentration decreases,792.0,"819,1,1,0,,,"
793,793,It will be filled with carbon dioxide,793.0,"820,0,1,0,,,"
794,794,The concentration of carbon dioxide has increased.,794.0,"821,1,1,0,,,"
795,795,The oxygen concentration has decreased.,795.0,"822,0,0,0,,,"
796,796,The ratio of oxygen decreases and the ratio of carbon dioxide increases.,796.0,"823,1,1,0,,,"
797,797,The carbon dioxide content increases.,797.0,"824,1,1,0,,,"
798,798,Oxygen,798.0,"825,0,0,1,,,"
799,799,The bag is filled with carbon dioxide,799.0,"826,1,1,0,,,"
800,800,"At first, various gas molecules such as nitrogen/oxygen/carbon dioxide would have been mixed in the plastic bag according to the composition ratio of the atmosphere, but after breathing several times, the oxygen concentration in the bag would have decreased and the carbon dioxide concentration would have increased.",800.0,"827,0,1,0,,,"
801,801,Oxygen -> Carbon Dioxide,801.0,"828,0,1,0,,,"
802,802,Carbon dioxide increases.,802.0,"829,0,0,0,,,"
803,803,It was changed to carbon dioxide instead of oxygen by exhaling.,803.0,"830,1,0,0,,,"
804,804,The air with oxygen and carbon dioxide will be converted into air with more carbon dioxide.,804.0,"831,0,1,0,,,"
805,805,The air is reduced and carbon dioxide is produced,805.0,"832,1,1,0,,,"
806,806,The carbon dioxide fills up.,806.0,"833,0,1,0,,,"
807,807,The concentration of oxygen decreases and the concentration of carbon dioxide increases,807.0,"834,0,0,0,,,"
808,808,The proportion of oxygen decreases and the proportion of carbon dioxide increases.,808.0,"835,1,1,0,,,"
809,809,The fresh air turned into carbon dioxide.,809.0,"836,0,1,0,,,"
810,810,The amount of oxygen decreases and the amount of carbon dioxide increases.Water vapor is also produced.,810.0,"837,0,0,0,,,"
811,811,Oxygen decreases and carbon dioxide decreases.,811.0,"838,0,1,0,,,839,0,1,0,,,"
812,812,It fills up with carbon dioxide.,812.0,"840,0,1,0,,,"
813,813,The amount of carbon dioxide has increased.,813.0,"841,1,1,0,,,"
814,814,The amount of carbon dioxide increases than before breathing.,814.0,"842,0,1,0,,,"
815,815,Oxygen has decreased and carbon dioxide has increased.,815.0,"843,1,1,0,,,"
816,816,Oxygen decreases and carbon dioxide increases.,816.0,"844,0,0,0,,,"
817,817,The oxygen ratio decreases and the carbon dioxide ratio increases.,817.0,"845,0,0,0,,,"
818,818,It will be filled with carbon dioxide.,818.0,"846,0,0,0,,,"
819,819,Carbon dioxide has increased.,819.0,"847,1,0,0,,,"
820,820,It is filled with carbon dioxide.,820.0,"848,1,1,0,,,"
821,821,There is a lot of carbon dioxide.,821.0,"849,0,1,0,,,"
822,822,The ingredients are different when you drink and when you spit it out,822.0,"850,0,1,0,,,"
823,823,Oxygen would have disappeared and the carbon dioxide rate would have been higher.,823.0,"851,1,1,0,,,"
824,824,"The amount of oxygen in the bag would have decreased, and the amount of carbon dioxide would have increased.",824.0,"852,1,1,0,,,"
825,825,Carbon dioxide concentration increases,825.0,"853,1,1,0,,,"
826,826,"The air in the bag is similar to fat in the atmosphere, but there is less oxygen in the bag and carbon dioxide remains.",826.0,"854,0,1,0,,,"
827,827,Why are you asking? Why are you so strict?,827.0,"855,1,1,0,,,"
828,828,"Inhalation requires oxygen, so you drink oxygen in the bag. However, in exhalation, carbon dioxide produced as a product comes out of oxygen respiration, so the oxygen ratio in the bag gradually decreases and the carbon dioxide ratio increases.",828.0,"856,0,1,0,,,"
829,829,The ratio of oxygen would have decreased and the ratio of carbon dioxide would have increased.,829.0,"857,1,1,0,,,"
830,830,The air intake is full,830.0,"858,1,1,0,,,"
831,831,There is no oxygen and there is a lot of carbon dioxide,831.0,"859,0,1,0,,,"
832,832,More carbon dioxide,832.0,"860,0,0,0,,,"
833,833,It has carbon dioxide in it,833.0,"861,0,1,0,,,"
834,834,in and out,834.0,"862,1,1,0,,,"
835,835,Oxygen would have been reduced in the bag.,835.0,"863,1,1,0,,,"
836,836,It will contain carbon dioxide.,836.0,"864,1,1,0,,,"
837,837,Oxygen is converted to carbon dioxide,837.0,"865,1,0,0,,,"
838,838,Carbon dioxide increases,838.0,"866,0,0,1,,,"
839,839,bacterial growth,839.0,"867,0,0,0,,,"
840,840,The exchange of oxygen and carbon dioxide in the lungs will reduce the proportion of oxygen in the air and increase the proportion of carbon dioxide.,840.0,"868,0,1,0,,,869,1,0,0,,,"
841,841,carbon dioxide,841.0,"870,1,1,0,,,"
842,842,The air seems to be fading away,842.0,"871,0,1,0,,,"
843,843,carbon dioxide production,843.0,"872,1,0,0,,,"
844,844,carbon dioxide,844.0,"873,0,1,0,,,"
845,845,be full of carbon dioxide,845.0,"874,1,1,0,,,"
846,846,"Because humans have relatively less oxygen and more carbon dioxide in the air they exhale than they do when they breathe in, the oxygen concentration in the bag would have been lower and the carbon dioxide concentration would have been higher.",846.0,"875,0,1,0,,,"
847,847,full of carbon dioxide,847.0,"876,0,0,1,,,"
848,848,Oxygen is reduced and carbon dioxide is high,848.0,"877,1,1,0,,,"
849,849,The air seems to have changed,849.0,"878,1,1,0,,,"
850,850,The air expanded and the air pressure increased.,850.0,"879,0,1,0,,,"
851,851,The air pressure in the bag would have increased.,851.0,"880,0,0,1,,,"
852,852,This is because the amount of oxygen has decreased.,852.0,"881,0,0,0,,,"
853,853,The air filled with oxygen turned into carbon dioxide,853.0,"882,0,1,0,,,"
854,854,Increased carbon phosphorylation,854.0,"883,0,0,0,,,"
855,855,Increased carbon phosphorylation,855.0,"884,0,1,0,,,"
856,856,Oxygen is gone and carbon dioxide is produced,856.0,"885,1,0,0,,,"
857,857,Oxygen is lost in the bag and only carbon dioxide is left.,857.0,"886,0,0,0,,,"
858,858,"Oxygen is scarce, carbon dioxide is increased.",858.0,"887,1,1,0,,,"
859,859,Increase in carbon dioxide,859.0,"888,1,1,0,,,"
860,860,Oxygen is reduced and carbon dioxide is increased amount of carbon dioxide increases.,860.0,"889,1,1,0,,,"
861,861,The plastic bag is filled with carbon dioxide,861.0,"890,0,1,0,,,"
862,862,The bag contains more carbon dioxide than oxygen,862.0,"891,0,1,0,,,"
863,863,The air component changed from oxygen to carbon dioxide.,863.0,"892,1,1,0,,,"
864,864,It's full of carbon dioxide inside,864.0,"893,0,1,0,,,"
865,865,It's decreasing,865.0,"894,1,1,0,,,"
866,866,The concentration of carbon dioxide would have increased.,866.0,"895,1,1,0,,,"
867,867,"Oxygen is gradually lost, and it is filled with carbon dioxide.",867.0,"896,1,1,0,,,"
868,868,Oxygen Reduction Carbon Dioxide Increase,868.0,"897,0,1,0,,,"
869,869,Oxygen has decreased and carbon dioxide has increased,869.0,"898,0,1,0,,,899,0,1,0,,,"
870,870,Oxygen is reduced,870.0,"900,0,1,0,,,"
871,871,It's getting damp,871.0,"901,0,0,0,,,"
872,872,Eating all the air,872.0,"902,1,1,0,,,"
873,873,Increase in carbon dioxide content,873.0,"903,0,1,0,,,"
874,874,The air that we can rest gradually disappears. Oxygen disappears.,874.0,"904,1,1,0,,,"
875,875,Oxygen would have decreased and carbon dioxide would have increased.,875.0,"905,0,0,0,,,"
876,876,Carbon dioxide increases.,876.0,"906,0,1,0,,,"
877,877,Oxygen has decreased,877.0,"907,0,1,0,,,"
878,878,The amount of carbon dioxide in the bag increases,878.0,"908,0,0,1,,,"
879,879,Oxygen has decreased and carbon dioxide has increased,879.0,"909,0,1,0,,,"
880,880,It's full of carbon dioxide.,880.0,"910,0,1,0,,,"
881,881,There is water in the plastic bag,881.0,"911,0,0,0,,,"
882,882,Oxygen in the bag would have decreased and carbon dioxide would have increased.,882.0,"912,0,0,0,,,"
883,883,"Oxygen enters into the inhalation, and carbon dioxide comes out from exhalation, and the bag is filled with carbon dioxide.",883.0,"913,0,0,0,,,"
884,884,an increase in carbon dioxide,884.0,"914,0,0,0,,,"
885,885,Moisture develops,885.0,"915,0,0,0,,,"
886,886,The air has shrunk,886.0,"916,0,0,0,,,"
887,887,The concentration of carbon dioxide in the bag increases,887.0,"917,0,1,0,,,"
888,888,The air has shrunk.,888.0,"918,0,1,0,,,"
889,889,It's full of carbon dioxide.,889.0,"919,0,0,0,,,"
890,890,Breathing will kill oxygen and fill it with nitrogen.a decrease in the amount of air,890.0,"920,0,0,0,,,"
891,891,"The oxygen in the bag is consumed by inhalation, and the carbon dioxide in the bag by exhalation becomes difficult to breathe",891.0,"921,0,1,0,,,"
892,892,The amount of oxygen decreases and the amount of carbon dioxide increases,892.0,"922,0,0,1,,,"
893,893,Oxygen is reduced and carbon dioxide is produced.,893.0,"923,1,1,0,,,"
894,894,The percentage of carbon dioxide increases.,894.0,"924,1,0,1,,,"
895,895,Carbon dioxide has increased,895.0,"925,0,1,0,,,"
896,896,"First, breathe oxygen into the bag and exhale carbon dioxide",896.0,"926,0,0,0,,,"
897,897,The sacred air is full of carbon dioxide because I inhale and exhale carbon dioxide.,897.0,"927,0,0,0,,,"
898,898,Increased carbon dioxide concentration and decreased oxygen concentration,898.0,"928,1,1,0,,,929,1,0,0,,,"
899,899,Oxygen is lost in the fresh air and carbon dioxide is produced.,899.0,"930,1,0,0,,,"
900,900,"When carbon dioxide is released by exhalation, it reduces oxygen in the bag and becomes humid because of moisture in the bag",900.0,"931,0,1,0,,,"
901,901,There's carbon dioxide in it,901.0,"932,0,0,0,,,"
902,902,There is a lot of carbon dioxide has increased,902.0,"933,0,1,0,,,"
903,903,The carbon dioxide concentration increases,903.0,"934,0,1,0,,,"
904,904,It produces carbon dioxide,904.0,"935,0,1,0,,,"
905,905,It's shrunk.,905.0,"936,1,1,0,,,"
906,906,The oxygen ratio in the bag increases and the carbon dioxide ratio decreases.,906.0,"937,0,1,0,,,"
907,907,carbon dioxide production,907.0,"938,1,1,0,,,"
908,908,The amount of oxygen in the bag decreases and the amount of carbon dioxide increases.,908.0,"939,0,1,0,,,"
909,909,"After several breaths, the air will increase and decrease.",909.0,"940,0,0,0,,,"
910,910,an increase in carbon dioxide,910.0,"941,0,1,0,,,"
911,911,Ingredients (air is carbon dioxide),911.0,"942,1,1,0,,,"
912,912,The air has warmed up,912.0,"943,0,0,0,,,"
913,913,It will be filled with carbon dioxide,913.0,"944,0,1,0,,,"
914,914,It looks like carbon dioxide is in a bag.,914.0,"945,0,0,0,,,"
915,915,The air will be much less than the first time.,915.0,"946,0,0,1,,,"
916,916,I don't think there's much air.,916.0,"947,0,0,0,,,"
917,917,There is no air.,917.0,"948,0,0,0,,,"
918,918,,918.0,"949,0,0,0,,,"
919,919,,919.0,"950,0,0,0,,,"
920,920,"""",920.0,"951,0,1,0,,,"
921,921,The good air in the bag disappears and only the stuffy air is filled.,921.0,"952,0,1,0,,,"
922,922,The air is gone.,922.0,"953,0,0,0,,,"
923,923,The inside of the plastic bag becomes blurry,923.0,"954,0,1,0,,,"
924,924,The proportion of carbon dioxide has increased,924.0,"955,0,0,0,,,"
925,925,"If you have done it several times, carbon dioxide will enter the bag and there will be no air in the large bag.",925.0,"956,0,0,1,,,"
926,926,The bag with air in it will shrink,926.0,"957,0,1,0,,,"
927,927,The air is going to be more drained than the first time.,927.0,"958,0,0,1,,,959,0,0,0,,,"
928,928,Moisture and a little carbon dioxide are produced.,928.0,"960,0,1,0,,,"
929,929,The air in the bag is likely to warm up,929.0,"961,1,1,0,,,"
930,930,Oxygen instead of fresh air,930.0,"962,0,0,0,,,"
931,931,"When you breathe in, there is no air, so oxygen disappears, and your breath warms you",931.0,"963,1,1,0,,,"
932,932,"The amount of carbon dioxide will increase, and the amount of air will decrease.",932.0,"964,1,1,0,,,"
933,933,The bag is filled with air,933.0,"965,0,0,0,,,"
934,934,The air in the bag has decreased,934.0,"966,0,0,0,,,"
935,935,The oxygen in the bag disappears and is filled with carbon dioxide.,935.0,"967,0,0,0,,,"
936,936,absorb oxygen and other substances into the body and exhale the rest,936.0,"968,1,1,0,,,"
937,937,"""Take oxygen and other substances into your body and exhale the rest, and you're done",937.0,"969,0,0,0,,,"
938,938,"""",938.0,"970,0,0,0,,,"
939,939,be filled with carbon dioxide,939.0,"971,1,1,0,,,"
940,940,The air in the bag will be reduced.,940.0,"972,0,0,1,,,"
941,941,The fresh air in the big plastic bag will be exhausted and only carbon dioxide will remain in the plastic bag.,941.0,"973,0,0,0,,,"
942,942,Full of carbon dioxide,942.0,"974,0,0,0,,,"
943,943,This is because the air turns into carbon dioxide.,943.0,"975,0,0,0,,,"
944,944,"This is because the air exhaled when breathing in and discharging fresh air turned into carbon dioxide, and the fresh air in the bag disappeared and turned into carbon dioxide.",944.0,"976,0,0,0,,,"
945,945,There will be a lot of carbon dioxide in the plastic bag,945.0,"977,0,0,0,,,"
946,946,There will be more carbon dioxide and less oxygen,946.0,"978,0,0,1,,,"
947,947,There is likely to be more carbon dioxide in the bag.,947.0,"979,1,1,0,,,"
948,948,"""The bag expands because of the air in it",948.0,"980,0,0,0,,,"
949,949,"""",949.0,"981,0,0,0,,,"
950,950,an increase in carbon dioxide,950.0,"982,0,0,0,,,"
951,951,The air in the bag would have changed from oxygen to carbon dioxide.,951.0,"983,0,0,0,,,"
952,952,The air in the bag must have disappeared a lot,952.0,"984,0,0,1,,,"
953,953,The air has turned into carbon dioxide.,953.0,"985,0,0,1,,,"
954,954,I think the air is going to cool off a little bit,954.0,"986,1,0,0,,,"
955,955,The temperature of the air in the bag warms up.,955.0,"987,0,0,0,,,"
956,956,I don't know,956.0,"988,0,0,1,,,989,0,0,0,,,"
957,957,The air has decreased.,957.0,"990,0,0,0,,,"
958,958,There will be wrinkles in the bag and some air will remain.,958.0,"991,0,0,0,,,"
959,959,Air gradually disappears from a large plastic bag,959.0,"992,0,0,0,,,"
960,960,The carbon dioxide we breathe and exhale in the bag mixes with the air in the bag.,960.0,"993,1,1,0,,,"
961,961,There will be more carbon dioxide,961.0,"994,0,1,0,,,"
962,962,be likely to swell,962.0,"995,1,1,0,,,"
963,963,There must have been some fresh air in the bag.,963.0,"996,1,1,0,,,"
964,964,"The bag, which has been breathed several times, seems to contain air.",964.0,"997,0,1,0,,,"
965,965,"The bag will be full of moisture, so the air will be bad and humid.",965.0,"998,1,0,0,,,"
966,966,"The air in the bag is inhaled through the breathing process and disappeared, and the space where the air is lost is filled with carbon dioxide that comes out when you exhale during the breathing process.",966.0,"999,1,0,1,,,"
967,967,"The bag will be full of moisture, so the air will be bad and humid.",967.0,"1000,1,1,0,,,"
968,968,The amount of air is gradually decreasing.,968.0,"1001,0,0,0,,,"
969,969,There was a change in the plastic bag that produced carbon dioxide.,969.0,"1002,1,1,0,,,"
970,970,"In the first big bag, there was a lot of oxygen that we could breathe, but if we continue to breathe, it becomes increasingly difficult to breathe because there is more carbon dioxide in the big bag than oxygen.",970.0,"1003,1,1,0,,,"
971,971,I'm sorry. I don't know,971.0,"1004,1,1,0,,,"
972,972,The fresh air is likely to change carbon dioxide,972.0,"1005,0,1,0,,,"
973,973,"There was a lot of oxygen in the first bag that we could breathe, but the more we breathe, the more carbon dioxide there is in the bag, so it will become increasingly difficult to breathe.",973.0,"1006,1,1,0,,,"
974,974,swelling of the bag,974.0,"1007,0,1,0,,,"
975,975,I don't know.,975.0,"1008,1,1,0,,,"
976,976,The bag is likely to be full of air.,976.0,"1009,1,0,0,,,"
977,977,Oxygen is gone and carbon dioxide is formed,977.0,"1010,0,1,0,,,"
978,978,It's swelling up,978.0,"1011,0,1,0,,,"
979,979,I can't breathe as the air in the bag disappears,979.0,"1012,0,1,0,,,"
980,980,Oxygen is gone and carbon dioxide is likely to form,980.0,"1013,1,1,0,,,"
981,981,I think the air will warm up,981.0,"1014,1,0,0,,,"
982,982,Don't know,982.0,"1015,1,0,0,,,"
983,983,The bag swelled up.,983.0,"1016,0,0,0,,,"
984,984,The bag will be wrinkled,984.0,"1017,0,0,0,,,"
985,985,I didn't learn it,985.0,"1018,1,1,0,,,1019,0,1,0,,,"
986,986,Air seems to have escaped,986.0,"1020,1,1,0,,,"
987,987,It will be warm because the temperature is high,987.0,"1021,0,0,0,,,"
988,988,It's filled with carbon dioxide from our mouths instead of oxygen,988.0,"1022,0,1,0,,,"
989,989,air disappearanceA lot of air disappears.,989.0,"1023,0,1,0,,,"
990,990,I don't know,990.0,"1024,0,0,1,,,"
991,991,I don't know,991.0,"1025,1,1,0,,,"
992,992,The air in the bag gets warm.,992.0,"1026,0,0,0,,,"
993,993,"""It will be damp",993.0,"1027,0,0,0,,,"
994,994,"""",994.0,"1028,0,1,0,,,"
995,995,There is less oxygen.,995.0,"1029,1,0,0,,,"
996,996,I don't know,996.0,"1030,1,0,0,,,"
997,997,Moisture and air temperature is high,997.0,"1031,0,1,0,,,"
998,998,"When we breathe air, the air disappears, and when we exhale, the air comes back.",998.0,"1032,0,1,0,,,"
999,999,The air disappeared in the bag because of the inhalation of air.,999.0,"1033,0,1,0,,,"
1000,1000,Bubbles formed and air was carried on my back,1000.0,"1034,1,1,0,,,"
1001,1001,The air inside the plastic bag will look blurry,1001.0,"1035,0,1,0,,,"
1002,1002,"When clean air is in a bag and breathes, CO2 is released, and oxygen is lost, making it difficult to breathe.",1002.0,"1036,0,1,0,,,"
1003,1003,The proportion of carbon dioxide in the air increases,1003.0,"1037,1,1,0,,,"
1004,1004,Part of the oxygen would have been converted to carbon dioxide.,1004.0,"1038,0,1,0,,,"
1005,1005,Oxygen disappears and carbon dioxide increases,1005.0,"1039,0,1,0,,,"
1006,1006,contain carbon dioxide,1006.0,"1040,1,1,0,,,"
1007,1007,I'm running out of oxygen,1007.0,"1041,0,0,0,,,"
1008,1008,"When hyperventilation occurs, the body is forced to supply too much oxygen to prevent more oxygen from entering the body by inhaling and exhaling using the bag, resulting in water in the bag",1008.0,"1042,0,1,0,,,"
1009,1009,"The oxygen in the bag goes into the body, the carbon dioxide in the body fills the bag, and the oxygen concentration decreases, making it difficult to breathe",1009.0,"1043,0,1,0,,,"
1010,1010,The atoms in the air must be running wild.,1010.0,"1044,0,0,1,,,"
1011,1011,"Carbon dioxide in the body is released, which increases carbon dioxide in the bag and reduces oxygen concentration because humans consume oxygen.",1011.0,"1045,0,1,0,,,"
1012,1012,"The number of oxygen decreased and carbon dioxide increased. Therefore, as the number of oxygen decreases, you may have felt discomfort in breathing.",1012.0,"1046,0,0,0,,,"
1013,1013,Oxygen became carbon dioxide,1013.0,"1047,0,0,0,,,"
1014,1014,The carbon dioxide from the exhalation fills the bag and becomes hazy.,1014.0,"1048,1,1,0,,,1049,0,1,0,,,"
1015,1015,Oxygen water decreases and carbon dioxide water increases.,1015.0,"1050,0,1,0,,,"
1016,1016,There's a lot of carbon dioxide,1016.0,"1051,0,0,0,,,"
1017,1017,There's less oxygen and more carbon dioxide,1017.0,"1052,1,0,0,,,"
1018,1018,Oxygen has decreased,1018.0,"1053,1,1,0,,,"
1019,1019,Carbon dioxide is really,1019.0,"1054,0,1,0,,,"
1020,1020,It fills up with exhaled carbon dioxide,1020.0,"1055,1,1,0,,,"
1021,1021,The amount of carbon dioxide will increase,1021.0,"1056,1,1,0,,,"
1022,1022,I think there is less oxygen and more carbon dioxide.,1022.0,"1057,0,1,0,,,"
1023,1023,Oxygen is almost gone,1023.0,"1058,0,0,0,,,"
1024,1024,This is because oxygen disappears.,1024.0,"1059,0,1,0,,,"
1025,1025,It's swelling up,1025.0,"1060,0,1,0,,,"
1026,1026,It's swelling up,1026.0,"1061,0,1,0,,,"
1027,1027,"The carbon dioxide in our body is in the bag, and all the oxygen is gone, and only carbon dioxide is left",1027.0,"1062,1,0,0,,,"
1028,1028,There's only carbon dioxide left,1028.0,"1063,0,0,0,,,"
1029,1029,Oxygen is reduced and carbon dioxide is produced,1029.0,"1064,1,1,0,,,"
1030,1030,I think it's going to decrease,1030.0,"1065,0,1,0,,,"
1031,1031,More carbon dioxide,1031.0,"1066,0,1,0,,,"
1032,1032,"""When you breathe out, carbon dioxide comes out",1032.0,"1067,1,1,0,,,"
1033,1033,"The more you breathe, the higher the amount of carbon dioxide in the bag air.""",1033.0,"1068,1,1,0,,,"
1034,1034,Water drops form,1034.0,"1069,1,0,0,,,"
1035,1035,Oxygen has decreased and carbon dioxide has increased.,1035.0,"1070,1,0,0,,,"
1036,1036,It's disappearing,1036.0,"1071,1,1,0,,,"
1037,1037,Is there a bubble?,1037.0,"1072,1,1,0,,,"
1038,1038,There is only carbon dioxide left.,1038.0,"1073,1,1,0,,,"
1039,1039,There is less oxygen.,1039.0,"1074,0,1,0,,,"
1040,1040,with reduced oxygen,1040.0,"1075,1,1,0,,,"
1041,1041,The percentage of carbon dioxide in the bag increases,1041.0,"1076,1,1,0,,,"
1042,1042,It produces carbon dioxide,1042.0,"1077,0,1,0,,,"
1043,1043,carbon dioxide production,1043.0,"1078,0,1,0,,,1079,1,1,0,,,"
1044,1044,Does oxygen gradually decrease and carbon dioxide increase?,1044.0,"1080,0,1,0,,,"
1045,1045,There's a lot of carbon dioxide,1045.0,"1081,1,1,0,,,"
1046,1046,Carbon disulfide becomes relatively high compared to oxygen.,1046.0,"1082,0,0,1,,,"
1047,1047,Oxygen has decreased and carbon dioxide has increased.,1047.0,"1083,0,1,0,,,"
1048,1048,The carbon dioxide concentration of the air in the bag has increased.,1048.0,"1084,0,1,0,,,"
1049,1049,Carbon dioxide is increasing,1049.0,"1085,1,1,0,,,"
1050,1050,The amount of oxygen decreases and the amount of carbon dioxide increases.,1050.0,"1086,0,1,0,,,"
1051,1051,Air enters the bag,1051.0,"1087,0,0,1,,,"
1052,1052,Becoming Carbon Dioxide,1052.0,"1088,0,0,1,,,"
1053,1053,It is full of carbon dioxide,1053.0,"1089,0,1,0,,,"
1054,1054,It's getting damp,1054.0,"1090,1,1,0,,,"
1055,1055,Carbon dioxide is produced,1055.0,"1091,0,1,0,,,"
1056,1056,The air is not clean,1056.0,"1092,0,1,0,,,"
1057,1057,The air has disappeared a lot compared to the first time.,1057.0,"1093,1,1,0,,,"
1058,1058,"There will be carbon dioxide in the bag, not oxygen",1058.0,"1094,0,1,0,,,"
1059,1059,It's full of carbon dioxide,1059.0,"1095,1,1,0,,,"
1060,1060,The amount of CO2 has increased,1060.0,"1096,0,0,0,,,"
1061,1061,I don't know,1061.0,"1097,1,1,0,,,"
1062,1062,"The bag will run out of oxygen, making it difficult to breathe",1062.0,"1098,1,1,0,,,"
1063,1063,Oxygen has been converted into carbon dioxide,1063.0,"1099,1,1,0,,,"
1064,1064,There's more carbon dioxide increases,1064.0,"1100,1,1,0,,,"
1065,1065,"""While drinking Sansol, my body releases carbon dioxide when I'm angry, so the bag",1065.0,"1101,1,1,0,,,"
1066,1066,"It's full of carbon dioxide.""",1066.0,"1102,0,0,0,,,"
1067,1067,There would be less oxygen and more carbon dioxide inside.,1067.0,"1103,1,1,0,,,"
1068,1068,Carbon dioxide has increased in the air in the bag.,1068.0,"1104,1,1,0,,,"
1069,1069,There is less air in the bag,1069.0,"1105,1,1,0,,,"
1070,1070,The amount of carbon dioxide has increased,1070.0,"1106,0,0,0,,,"
1071,1071,More carbon dioxide,1071.0,"1107,1,1,0,,,"
1072,1072,There is a lot of carbon dioxide has increased,1072.0,"1108,1,1,0,,,1109,0,1,0,,,"
1073,1073,Oxygen has decreased,1073.0,"1110,1,1,0,,,"
1074,1074,I don't know.,1074.0,"1111,1,1,0,,,"
1075,1075,Oxygen in the air disappears and carbon dioxide is produced,1075.0,"1112,1,1,0,,,"
1076,1076,The carbon dioxide has become full,1076.0,"1113,0,1,1,,,"
1077,1077,Carbon dioxide has increased.,1077.0,"1114,1,1,0,,,"
1078,1078,There will be less oxygen and more carbon dioxide,1078.0,"1115,1,1,1,,,"
1079,1079,Oxygen is reduced and carbon dioxide is produced,1079.0,"1116,1,1,0,,,"
1080,1080,Oxygen is reduced,1080.0,"1117,0,0,1,,,"
1081,1081,Oxygen would have been lost in the bag.,1081.0,"1118,0,1,0,,,"
1082,1082,The oxygen in the plastic bag is gradually reduced due to inhalation and the amount of carbon dioxide is increased by exhalation,1082.0,"1119,1,1,0,,,"
1083,1083,"""I was breathing in the air from the balloon, and I was breathing in oxygen and exhaling carbon dioxide, so the concentration of carbon dioxide in the balloon increased",1083.0,"1120,1,1,0,,,"
1084,1084,I must have been frustrated because I couldn't drink a lot of oxygen,1084.0,"1121,0,0,0,,,"
1085,1085,The oxygen in the bag gradually disappears and fills up with carbon dioxide,1085.0,"1122,0,0,0,,,"
1086,1086,Tin dioxide has increased,1086.0,"1123,0,0,0,,,"
1087,1087,The amount of oxygen in the bag decreases and the amount of carbon dioxide increases,1087.0,"1124,0,0,0,,,"
1088,1088,Oxygen decreases and carbon dioxide increasesThe carbon dioxide composition ratio increases as you breathe,1088.0,"1125,0,1,0,,,"
1089,1089,The composition ratio of carbon dioxide increases.,1089.0,"1126,0,1,0,,,"
